algo_name,seed_count
ails2_etaMax0.020_stoppingTime86400.00,5
ails2_eoh_omega2,1
ails2_eoh_acc_large,9
HGS-TV,11
ails2_etaMax1.000_stoppingTime86400.00,6
ails2_etaMax0.005_stoppingTime86400.00,1
