id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,545012.0,ails2_eoh_omega2,544943.0,69.0,7201.384444236755
2,ails2_eoh_omega2,544943.0,ails2_eoh_acc_large,544862.0,81.0,10802.505299806595
3,ails2_eoh_acc_large,544862.0,ails2_etaMax0.020_stoppingTime86400.00,544798.0,64.0,14403.451832771301
4,ails2_etaMax0.020_stoppingTime86400.00,544798.0,ails2_eoh_acc_large,544668.0,130.0,18004.48291492462
5,ails2_eoh_acc_large,544668.0,ails2_eoh_acc_large,544643.0,25.0,21605.456176042557
6,ails2_eoh_acc_large,544643.0,ails2_eoh_acc_large,544627.0,16.0,25206.25607228279
7,ails2_eoh_acc_large,544627.0,ails2_etaMax0.020_stoppingTime86400.00,544613.0,14.0,28807.040670633316
8,ails2_etaMax0.020_stoppingTime86400.00,544613.0,HGS-TV,544605.0,8.0,32408.06853032112
9,HGS-TV,544605.0,ails2_eoh_acc_large,544562.0,43.0,36009.03359556198
10,ails2_eoh_acc_large,544562.0,ails2_eoh_acc_large,544553.0,9.0,39610.77661442757
11,ails2_eoh_acc_large,544553.0,ails2_eoh_acc_large,544550.0,3.0,43211.80282449722
12,ails2_eoh_acc_large,544550.0,HGS-TV,544542.0,8.0,50412.81247591972
13,HGS-TV,544542.0,ails2_etaMax1.000_stoppingTime86400.00,544521.0,21.0,57613.947727918625
14,ails2_etaMax1.000_stoppingTime86400.00,544521.0,ails2_eoh_acc_large,544367.0,154.0,61214.92482471466
15,ails2_eoh_acc_large,544367.0,ails2_eoh_acc_large,544365.0,2.0,64815.827221632004
16,ails2_eoh_acc_large,544365.0,ails2_etaMax1.000_stoppingTime86400.00,544352.0,13.0,68417.61699414253
17,ails2_etaMax1.000_stoppingTime86400.00,544352.0,ails2_etaMax1.000_stoppingTime86400.00,544306.0,46.0,72018.7768201828
18,ails2_etaMax1.000_stoppingTime86400.00,544306.0,HGS-TV,544299.0,7.0,75619.80888390541
19,HGS-TV,544299.0,ails2_etaMax1.000_stoppingTime86400.00,544296.0,3.0,79220.83259344101
20,ails2_etaMax1.000_stoppingTime86400.00,544296.0,ails2_etaMax1.000_stoppingTime86400.00,544281.0,15.0,82821.94532060623
21,ails2_etaMax1.000_stoppingTime86400.00,544281.0,ails2_etaMax1.000_stoppingTime86400.00,544274.0,7.0,86422.86143088341
22,ails2_etaMax1.000_stoppingTime86400.00,544274.0,HGS-TV,544273.0,1.0,435632.09409976006
23,HGS-TV,544273.0,ails2_etaMax0.020_stoppingTime86400.00,544267.0,6.0,655262.5726771355
24,ails2_etaMax0.020_stoppingTime86400.00,544267.0,HGS-TV,544254.0,13.0,658863.152995348
25,HGS-TV,544254.0,HGS-TV,544243.0,11.0,662463.6909697056
26,HGS-TV,544243.0,HGS-TV,544234.0,9.0,666064.2104475498
27,HGS-TV,544234.0,HGS-TV,544230.0,4.0,669664.817230463
28,HGS-TV,544230.0,ails2_etaMax0.005_stoppingTime86400.00,544223.0,7.0,774080.741869688
29,ails2_etaMax0.005_stoppingTime86400.00,544223.0,HGS-TV,544219.0,4.0,777681.2738745213
30,HGS-TV,544219.0,ails2_etaMax0.020_stoppingTime86400.00,544206.0,13.0,990113.649720192
31,ails2_etaMax0.020_stoppingTime86400.00,544206.0,HGS-TV,544187.0,19.0,993714.2611784935
32,HGS-TV,544187.0,HGS-TV,544186.0,1.0,997314.7939479351
