id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_acc_large,73848.0,ails2_etaMax0.005_stoppingTime86400.00,73827.0,21.0,7201.730811357498
2,ails2_etaMax0.005_stoppingTime86400.00,73827.0,ails2_etaMax0.020_stoppingTime86400.00,73786.0,41.0,10803.978635549545
3,ails2_etaMax0.020_stoppingTime86400.00,73786.0,ails2_etaMax0.020_stoppingTime86400.00,73750.0,36.0,14406.311420679092
4,ails2_etaMax0.020_stoppingTime86400.00,73750.0,ails2_etaMax0.005_stoppingTime86400.00,73727.0,23.0,18008.302817106247
5,ails2_etaMax0.005_stoppingTime86400.00,73727.0,ails2_eoh_acc,73711.0,16.0,21609.784118652344
6,ails2_eoh_acc,73711.0,HGS-TV,73699.0,12.0,25210.83752632141
7,HGS-TV,73699.0,ails2_eoh_acc,73690.0,9.0,28813.147054195404
8,ails2_eoh_acc,73690.0,ails2_etaMax1.000_stoppingTime86400.00,73676.0,14.0,32415.123878479004
9,ails2_etaMax1.000_stoppingTime86400.00,73676.0,HGS-TV,73515.0,161.0,36017.667947769165
10,HGS-TV,73515.0,ails2_eoh_acc_large,73503.0,12.0,39620.05895161629
11,ails2_eoh_acc_large,73503.0,HGS-TV,73502.0,1.0,43222.13090085983
12,HGS-TV,73502.0,HGS-TV,73497.0,5.0,46823.41869711876
13,HGS-TV,73497.0,ails2_etaMax0.020_stoppingTime86400.00,73481.0,16.0,54024.667899131775
14,ails2_etaMax0.020_stoppingTime86400.00,73481.0,ails2_eoh_acc_large,73474.0,7.0,57626.78686451912
15,ails2_eoh_acc_large,73474.0,ails2_eoh_acc_large,73472.0,2.0,61228.33594751358
16,ails2_eoh_acc_large,73472.0,HGS-TV,73471.0,1.0,68430.55113816261
17,HGS-TV,73471.0,HGS-TV,73469.0,2.0,72031.65093302727
18,HGS-TV,73469.0,HGS-TV,73468.0,1.0,79233.80794453621
19,HGS-TV,73468.0,ails2_eoh_acc_large,73467.0,1.0,82835.77894759178
20,ails2_eoh_acc_large,73467.0,ails2_etaMax1.000_stoppingTime432000.00,73450.0,17.0,208841.27083706856
21,ails2_etaMax1.000_stoppingTime432000.00,73450.0,ails2_etaMax0.005_stoppingTime86400.00,73410.0,40.0,212441.55233716965
22,ails2_etaMax0.005_stoppingTime86400.00,73410.0,HGS-TV,73406.0,4.0,216042.3105213642
23,HGS-TV,73406.0,HGS-TV,73396.0,10.0,219642.9799604416
24,HGS-TV,73396.0,HGS-TV,73395.0,1.0,223244.051902771
25,HGS-TV,73395.0,HGS-TV,73394.0,1.0,226845.11194992065
26,HGS-TV,73394.0,HGS-TV,73390.0,4.0,230446.23888397217
27,HGS-TV,73390.0,HGS-TV,73387.0,3.0,234047.0949127674
28,HGS-TV,73387.0,ails2_etaMax0.005_stoppingTime86400.00,73385.0,2.0,270048.71594262123
29,ails2_etaMax0.005_stoppingTime86400.00,73385.0,HGS-TV,73384.0,1.0,273650.18397188187
30,HGS-TV,73384.0,ails2_etaMax1.000_stoppingTime432000.00,73383.0,1.0,334852.9404940605
31,ails2_etaMax1.000_stoppingTime432000.00,73383.0,ails2_etaMax1.000_stoppingTime864000.00,73380.0,3.0,504077.4171988964
32,ails2_etaMax1.000_stoppingTime864000.00,73380.0,HGS-TV,73367.0,13.0,507678.1243546009
33,HGS-TV,73367.0,HGS-TV,73366.0,1.0,511279.31604123116
34,HGS-TV,73366.0,HGS-TV,73364.0,2.0,514880.4559247494
35,HGS-TV,73364.0,ails2_etaMax0.005_stoppingTime86400.00,73363.0,1.0,907349.6840410233
36,ails2_etaMax0.005_stoppingTime86400.00,73363.0,HGS-TV,73361.0,2.0,1018968.1632466316
