algo_name,seed_count
ails2_etaMax0.005_stoppingTime86400.00,1
ails2_eoh_acc,9
ails2_eoh_acc_large,11
ails2_eoh_omega2,7
HGS-TV,7
ails2_etaMax0.010_stoppingTime172800.00,1
