id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,144237.0,ails2_etaMax0.020_stoppingTime86400.00,144188.0,49.0,7201.873770475388
2,ails2_etaMax0.020_stoppingTime86400.00,144188.0,ails2_etaMax0.005_stoppingTime86400.00,144153.0,35.0,10803.481167078018
3,ails2_etaMax0.005_stoppingTime86400.00,144153.0,ails2_eoh_acc_large,144139.0,14.0,14404.720920562744
4,ails2_eoh_acc_large,144139.0,ails2_eoh_omega2,144137.0,2.0,25205.76148223877
5,ails2_eoh_omega2,144137.0,ails2_eoh_acc_large,144078.0,59.0,28806.863458156586
6,ails2_eoh_acc_large,144078.0,ails2_eoh_acc,144072.0,6.0,32407.597080230713
7,ails2_eoh_acc,144072.0,ails2_etaMax1.000_stoppingTime86400.00,143987.0,85.0,36008.46982383728
8,ails2_etaMax1.000_stoppingTime86400.00,143987.0,ails2_etaMax0.005_stoppingTime86400.00,143731.0,256.0,39610.969395160675
9,ails2_etaMax0.005_stoppingTime86400.00,143731.0,ails2_etaMax0.005_stoppingTime86400.00,143710.0,21.0,43212.293254852295
10,ails2_etaMax0.005_stoppingTime86400.00,143710.0,ails2_eoh_acc_large,143695.0,15.0,46813.74670577049
11,ails2_eoh_acc_large,143695.0,ails2_etaMax0.005_stoppingTime86400.00,143688.0,7.0,54014.71309709549
12,ails2_etaMax0.005_stoppingTime86400.00,143688.0,ails2_eoh_acc_large,143681.0,7.0,57616.005368709564
13,ails2_eoh_acc_large,143681.0,ails2_etaMax0.005_stoppingTime86400.00,143679.0,2.0,79217.53398227692
14,ails2_etaMax0.005_stoppingTime86400.00,143679.0,ails2_eoh_acc_large,143676.0,3.0,82818.5775206089
15,ails2_eoh_acc_large,143676.0,ails2_etaMax0.020_stoppingTime86400.00,143673.0,3.0,108020.00210094452
16,ails2_etaMax0.020_stoppingTime86400.00,143673.0,HGS-TV,143666.0,7.0,111620.66521525383
17,HGS-TV,143666.0,ails2_etaMax0.005_stoppingTime86400.00,143660.0,6.0,169222.62532687187
18,ails2_etaMax0.005_stoppingTime86400.00,143660.0,HGS-TV,143659.0,1.0,172823.2442073822
19,HGS-TV,143659.0,ails2_etaMax0.005_stoppingTime86400.00,143658.0,1.0,183623.9564125538
20,ails2_etaMax0.005_stoppingTime86400.00,143658.0,HGS-TV,143656.0,2.0,190824.63031983376
21,HGS-TV,143656.0,ails2_etaMax0.020_stoppingTime86400.00,143651.0,5.0,248426.54143714905
22,ails2_etaMax0.020_stoppingTime86400.00,143651.0,ails2_etaMax0.010_stoppingTime432000.00,143650.0,1.0,536450.9938702583
23,ails2_etaMax0.010_stoppingTime432000.00,143650.0,ails2_etaMax0.010_stoppingTime432000.00,143647.0,3.0,543653.8492722511
24,ails2_etaMax0.010_stoppingTime432000.00,143647.0,HGS-TV,143646.0,1.0,547255.2653484344
25,HGS-TV,143646.0,HGS-TV,143645.0,1.0,550856.4197785854
26,HGS-TV,143645.0,ails2_etaMax0.010_stoppingTime432000.00,143643.0,2.0,565260.3618142605
27,ails2_etaMax0.010_stoppingTime432000.00,143643.0,ails2_etaMax0.010_stoppingTime432000.00,143638.0,5.0,568860.9947926998
28,ails2_etaMax0.010_stoppingTime432000.00,143638.0,HGS-TV,143637.0,1.0,572461.6107547283
29,HGS-TV,143637.0,HGS-TV,143636.0,1.0,576062.186743021
30,HGS-TV,143636.0,ails2_etaMax1.000_stoppingTime1728000.00,143631.0,5.0,950521.6624875069
31,ails2_etaMax1.000_stoppingTime1728000.00,143631.0,HGS-TV,143607.0,24.0,954122.9427778721
32,HGS-TV,143607.0,HGS-TV,143606.0,1.0,957723.6116192341
33,HGS-TV,143606.0,HGS-TV,143605.0,1.0,961324.2875738144
34,HGS-TV,143605.0,ails2_etaMax0.005_stoppingTime86400.00,143603.0,2.0,964925.011685133
35,ails2_etaMax0.005_stoppingTime86400.00,143603.0,HGS-TV,143601.0,2.0,968525.7236566544
36,HGS-TV,143601.0,HGS-TV,143600.0,1.0,972126.3557136059
37,HGS-TV,143600.0,ails2_etaMax0.005_stoppingTime86400.00,143599.0,1.0,986528.8435668945
38,ails2_etaMax0.005_stoppingTime86400.00,143599.0,HGS-TV,143597.0,2.0,990129.5202682018
39,HGS-TV,143597.0,ails2_etaMax0.005_stoppingTime86400.00,143596.0,1.0,1054942.0819208622
40,ails2_etaMax0.005_stoppingTime86400.00,143596.0,HGS-TV,143594.0,2.0,1105351.4924120903
