algo_name,seed_count
ails2_etaMax0.010_stoppingTime432000.00,1
ails2_etaMax0.020_stoppingTime86400.00,4
ails2_etaMax1.000_stoppingTime86400.00,1
ails2_etaMax0.005_stoppingTime86400.00,7
HGS-TV,1
