algo_name,seed_count
ails2_eoh_omega2,1
ails2_etaMax0.020_stoppingTime86400.00,1
ails2_eoh_acc,6
HGS-TV,8
ails2_etaMax0.005_stoppingTime86400.00,6
ails2_eoh_acc_large,4
ails2_etaMax1.000_stoppingTime86400.00,3
