id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_omega2,149536.0,ails2_etaMax0.020_stoppingTime86400.00,149395.0,141.0,7200.887630224228
2,ails2_etaMax0.020_stoppingTime86400.00,149395.0,ails2_eoh_acc,149329.0,66.0,10801.650207042694
3,ails2_eoh_acc,149329.0,HGS-TV,149325.0,4.0,14402.406177043915
4,HGS-TV,149325.0,HGS-TV,149321.0,4.0,18003.26484131813
5,HGS-TV,149321.0,ails2_etaMax0.005_stoppingTime86400.00,149304.0,17.0,21604.11988902092
6,ails2_etaMax0.005_stoppingTime86400.00,149304.0,ails2_eoh_acc_large,149267.0,37.0,25205.07985329628
7,ails2_eoh_acc_large,149267.0,ails2_eoh_acc_large,149263.0,4.0,28805.8056974411
8,ails2_eoh_acc_large,149263.0,ails2_eoh_acc_large,149255.0,8.0,32406.52376317978
9,ails2_eoh_acc_large,149255.0,ails2_etaMax1.000_stoppingTime86400.00,149213.0,42.0,36007.07996201515
10,ails2_etaMax1.000_stoppingTime86400.00,149213.0,ails2_etaMax0.005_stoppingTime86400.00,148818.0,395.0,39607.905440330505
11,ails2_etaMax0.005_stoppingTime86400.00,148818.0,ails2_eoh_acc,148789.0,29.0,43208.78310251236
12,ails2_eoh_acc,148789.0,HGS-TV,148785.0,4.0,46809.536505937576
13,HGS-TV,148785.0,ails2_eoh_acc,148782.0,3.0,50410.25821065903
14,ails2_eoh_acc,148782.0,ails2_etaMax1.000_stoppingTime86400.00,148755.0,27.0,54010.990409612656
15,ails2_etaMax1.000_stoppingTime86400.00,148755.0,ails2_eoh_acc_large,148689.0,66.0,57611.81918096542
16,ails2_eoh_acc_large,148689.0,ails2_etaMax0.005_stoppingTime86400.00,148681.0,8.0,61212.38519048691
17,ails2_etaMax0.005_stoppingTime86400.00,148681.0,ails2_eoh_acc,148672.0,9.0,64813.32880568504
18,ails2_eoh_acc,148672.0,HGS-TV,148671.0,1.0,68414.61009645462
19,HGS-TV,148671.0,ails2_etaMax1.000_stoppingTime86400.00,148669.0,2.0,79215.63915109634
20,ails2_etaMax1.000_stoppingTime86400.00,148669.0,ails2_eoh_acc,148667.0,2.0,82816.55213069916
21,ails2_eoh_acc,148667.0,ails2_eoh_acc,148666.0,1.0,86417.3522696495
22,ails2_eoh_acc,148666.0,ails2_etaMax0.005_stoppingTime86400.00,148664.0,2.0,100818.17217993736
23,ails2_etaMax0.005_stoppingTime86400.00,148664.0,HGS-TV,148655.0,9.0,104418.6440141201
24,HGS-TV,148655.0,HGS-TV,148654.0,1.0,108019.09185123444
25,HGS-TV,148654.0,ails2_etaMax0.005_stoppingTime86400.00,148653.0,1.0,435627.36140680313
26,ails2_etaMax0.005_stoppingTime86400.00,148653.0,HGS-TV,148650.0,3.0,439227.8808145523
27,HGS-TV,148650.0,ails2_etaMax0.005_stoppingTime86400.00,148649.0,1.0,453629.63648438454
28,ails2_etaMax0.005_stoppingTime86400.00,148649.0,HGS-TV,148644.0,5.0,457230.1325867176
