id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.010_stoppingTime432000.00,154909.0,ails2_etaMax0.020_stoppingTime86400.00,154879.0,30.0,7200.804993629456
2,ails2_etaMax0.020_stoppingTime86400.00,154879.0,ails2_etaMax0.020_stoppingTime86400.00,154823.0,56.0,10801.432887077332
3,ails2_etaMax0.020_stoppingTime86400.00,154823.0,ails2_eoh_acc,154788.0,35.0,14402.104596138
4,ails2_eoh_acc,154788.0,ails2_etaMax0.020_stoppingTime86400.00,154785.0,3.0,18002.58102083206
5,ails2_etaMax0.020_stoppingTime86400.00,154785.0,ails2_eoh_acc_large,154760.0,25.0,21603.122723340988
6,ails2_eoh_acc_large,154760.0,ails2_eoh_acc,154759.0,1.0,25203.594392061234
7,ails2_eoh_acc,154759.0,HGS-TV,154739.0,20.0,32404.149260997772
8,HGS-TV,154739.0,ails2_eoh_acc_large,154735.0,4.0,36004.683307886124
9,ails2_eoh_acc_large,154735.0,ails2_etaMax1.000_stoppingTime86400.00,154734.0,1.0,68406.35199952126
10,ails2_etaMax1.000_stoppingTime86400.00,154734.0,ails2_etaMax1.000_stoppingTime86400.00,154721.0,13.0,72007.2420489788
11,ails2_etaMax1.000_stoppingTime86400.00,154721.0,ails2_eoh_acc_large,154715.0,6.0,75607.857411623
12,ails2_eoh_acc_large,154715.0,ails2_etaMax0.020_stoppingTime86400.00,154710.0,5.0,108009.1493973732
13,ails2_etaMax0.020_stoppingTime86400.00,154710.0,HGS-TV,154709.0,1.0,111609.73906588554
14,HGS-TV,154709.0,HGS-TV,154708.0,1.0,115210.14262986183
15,HGS-TV,154708.0,HGS-TV,154706.0,2.0,118810.48570728302
16,HGS-TV,154706.0,ails2_etaMax0.020_stoppingTime86400.00,154705.0,1.0,172812.06211590767
17,ails2_etaMax0.020_stoppingTime86400.00,154705.0,ails2_etaMax0.005_stoppingTime86400.00,154702.0,3.0,212413.53762316704
18,ails2_etaMax0.005_stoppingTime86400.00,154702.0,HGS-TV,154701.0,1.0,216014.12985920906
19,HGS-TV,154701.0,ails2_etaMax0.005_stoppingTime86400.00,154699.0,2.0,230414.76834988594
20,ails2_etaMax0.005_stoppingTime86400.00,154699.0,HGS-TV,154693.0,6.0,234015.33757209778
21,HGS-TV,154693.0,ails2_etaMax1.000_stoppingTime432000.00,154689.0,4.0,262816.2326455116
22,ails2_etaMax1.000_stoppingTime432000.00,154689.0,HGS-TV,154679.0,10.0,266416.7776930332
23,HGS-TV,154679.0,ails2_etaMax1.000_stoppingTime432000.00,154678.0,1.0,309617.9268319607
24,ails2_etaMax1.000_stoppingTime432000.00,154678.0,HGS-TV,154676.0,2.0,313218.49749803543
25,HGS-TV,154676.0,ails2_etaMax1.000_stoppingTime432000.00,154674.0,2.0,352819.8239955902
26,ails2_etaMax1.000_stoppingTime432000.00,154674.0,ails2_etaMax0.010_stoppingTime432000.00,154669.0,5.0,936073.2414093018
27,ails2_etaMax0.010_stoppingTime432000.00,154669.0,HGS-TV,154667.0,2.0,939673.6798090935
28,HGS-TV,154667.0,HGS-TV,154666.0,1.0,943274.0717465878
29,HGS-TV,154666.0,ails2_etaMax0.010_stoppingTime432000.00,154665.0,1.0,1008080.2120261192
30,ails2_etaMax0.010_stoppingTime432000.00,154665.0,HGS-TV,154664.0,1.0,1011680.6516776085
