id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_acc_large,181884.0,ails2_eoh_acc,181827.0,57.0,7201.213843345642
2,ails2_eoh_acc,181827.0,ails2_eoh_acc,181794.0,33.0,10802.30562710762
3,ails2_eoh_acc,181794.0,ails2_eoh_acc,181777.0,17.0,14403.378291845322
4,ails2_eoh_acc,181777.0,ails2_eoh_acc,181766.0,11.0,18004.577229976654
5,ails2_eoh_acc,181766.0,ails2_eoh_acc,181756.0,10.0,21605.642842054367
6,ails2_eoh_acc,181756.0,ails2_eoh_acc,181753.0,3.0,25206.777087926865
7,ails2_eoh_acc,181753.0,ails2_eoh_acc_large,181751.0,2.0,28807.971043109894
8,ails2_eoh_acc_large,181751.0,ails2_eoh_acc_large,181750.0,1.0,32409.090829610825
9,ails2_eoh_acc_large,181750.0,ails2_eoh_acc_large,181749.0,1.0,39610.29869270325
10,ails2_eoh_acc_large,181749.0,ails2_eoh_acc_large,181748.0,1.0,43211.455572128296
11,ails2_eoh_acc_large,181748.0,ails2_eoh_acc_large,181747.0,1.0,46812.40783262253
12,ails2_eoh_acc_large,181747.0,HGS-TV,181744.0,3.0,50413.40976309776
13,HGS-TV,181744.0,ails2_eoh_acc_large,181743.0,1.0,61214.937749385834
14,ails2_eoh_acc_large,181743.0,ails2_eoh_omega2,181736.0,7.0,64816.059654951096
15,ails2_eoh_omega2,181736.0,ails2_eoh_acc,181719.0,17.0,68417.38242435455
16,ails2_eoh_acc,181719.0,ails2_eoh_acc,181711.0,8.0,72018.38940525055
17,ails2_eoh_acc,181711.0,ails2_eoh_acc,181710.0,1.0,75619.45953679085
18,ails2_eoh_acc,181710.0,ails2_eoh_acc,181708.0,2.0,79220.68663167953
19,ails2_eoh_acc,181708.0,ails2_eoh_acc,181706.0,2.0,86421.96556830406
20,ails2_eoh_acc,181706.0,HGS-TV,181705.0,1.0,100823.1684126854
21,HGS-TV,181705.0,ails2_eoh_omega2,181704.0,1.0,104423.99190044403
22,ails2_eoh_omega2,181704.0,ails2_etaMax0.010_stoppingTime172800.00,181702.0,2.0,108024.88381195068
23,ails2_etaMax0.010_stoppingTime172800.00,181702.0,ails2_etaMax0.010_stoppingTime172800.00,181698.0,4.0,111625.6436946392
24,ails2_etaMax0.010_stoppingTime172800.00,181698.0,ails2_etaMax0.010_stoppingTime172800.00,181694.0,4.0,115226.46667933464
25,ails2_etaMax0.010_stoppingTime172800.00,181694.0,ails2_etaMax0.010_stoppingTime172800.00,181692.0,2.0,118827.25279045105
26,ails2_etaMax0.010_stoppingTime172800.00,181692.0,HGS-TV,181691.0,1.0,140428.45684289932
27,HGS-TV,181691.0,ails2_eoh_omega2,181690.0,1.0,158429.56403708458
28,ails2_eoh_omega2,181690.0,ails2_eoh_omega2,181689.0,1.0,162030.41860055923
29,ails2_eoh_omega2,181689.0,ails2_eoh_omega2,181688.0,1.0,169231.2389330864
