id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_omega2,230372.0,ails2_etaMax0.020_stoppingTime86400.00,230185.0,187.0,7201.681924343109
2,ails2_etaMax0.020_stoppingTime86400.00,230185.0,ails2_eoh_acc,230123.0,62.0,10802.514943361282
3,ails2_eoh_acc,230123.0,ails2_eoh_acc,230121.0,2.0,14403.238248825073
4,ails2_eoh_acc,230121.0,ails2_eoh_omega2,230108.0,13.0,18003.92709684372
5,ails2_eoh_omega2,230108.0,ails2_etaMax0.005_stoppingTime86400.00,230077.0,31.0,21604.726372003555
6,ails2_etaMax0.005_stoppingTime86400.00,230077.0,ails2_eoh_acc,230039.0,38.0,25205.558613061905
7,ails2_eoh_acc,230039.0,ails2_eoh_acc_large,230035.0,4.0,28806.248698234558
8,ails2_eoh_acc_large,230035.0,ails2_eoh_acc_large,230032.0,3.0,32406.87918972969
9,ails2_eoh_acc_large,230032.0,ails2_eoh_acc_large,230029.0,3.0,36007.44261145592
10,ails2_eoh_acc_large,230029.0,ails2_etaMax1.000_stoppingTime86400.00,229959.0,70.0,39608.046731710434
11,ails2_etaMax1.000_stoppingTime86400.00,229959.0,ails2_eoh_acc,229738.0,221.0,43208.89532470703
12,ails2_eoh_acc,229738.0,ails2_eoh_acc,229734.0,4.0,46809.58703875542
13,ails2_eoh_acc,229734.0,ails2_eoh_acc_large,229713.0,21.0,50410.29904937744
14,ails2_eoh_acc_large,229713.0,ails2_etaMax1.000_stoppingTime86400.00,229703.0,10.0,54010.957033634186
15,ails2_etaMax1.000_stoppingTime86400.00,229703.0,ails2_eoh_acc,229656.0,47.0,57611.762649297714
16,ails2_eoh_acc,229656.0,ails2_eoh_acc,229655.0,1.0,61212.35815143585
17,ails2_eoh_acc,229655.0,ails2_eoh_acc_large,229651.0,4.0,64812.932545661926
18,ails2_eoh_acc_large,229651.0,ails2_eoh_acc_large,229645.0,6.0,68413.49866509438
19,ails2_eoh_acc_large,229645.0,ails2_eoh_acc_large,229641.0,4.0,82814.32277655602
20,ails2_eoh_acc_large,229641.0,ails2_etaMax0.020_stoppingTime86400.00,229639.0,2.0,133215.86777687073
21,ails2_etaMax0.020_stoppingTime86400.00,229639.0,HGS-TV,229638.0,1.0,136816.36023831367
22,HGS-TV,229638.0,ails2_etaMax0.020_stoppingTime86400.00,229637.0,1.0,158417.12863636017
23,ails2_etaMax0.020_stoppingTime86400.00,229637.0,HGS-TV,229632.0,5.0,162017.60105633736
24,HGS-TV,229632.0,HGS-TV,229631.0,1.0,165617.84636592865
25,HGS-TV,229631.0,HGS-TV,229628.0,3.0,169218.21599292755
26,HGS-TV,229628.0,HGS-TV,229627.0,1.0,172818.61360311508
27,HGS-TV,229627.0,HGS-TV,229624.0,3.0,176418.97359776497
28,HGS-TV,229624.0,HGS-TV,229623.0,1.0,190819.5551326275
29,HGS-TV,229623.0,HGS-TV,229622.0,1.0,208820.1586947441
30,HGS-TV,229622.0,ails2_etaMax1.000_stoppingTime432000.00,229621.0,1.0,277221.91518116
31,ails2_etaMax1.000_stoppingTime432000.00,229621.0,ails2_etaMax1.000_stoppingTime432000.00,229617.0,4.0,280822.4066183567
32,ails2_etaMax1.000_stoppingTime432000.00,229617.0,ails2_etaMax1.000_stoppingTime432000.00,229615.0,2.0,284422.9330339432
33,ails2_etaMax1.000_stoppingTime432000.00,229615.0,HGS-TV,229612.0,3.0,288023.3220858574
34,HGS-TV,229612.0,HGS-TV,229611.0,1.0,295223.6278035641
35,HGS-TV,229611.0,ails2_etaMax1.000_stoppingTime432000.00,229609.0,2.0,320424.43893671036
36,ails2_etaMax1.000_stoppingTime432000.00,229609.0,ails2_etaMax1.000_stoppingTime432000.00,229608.0,1.0,324024.8162345886
37,ails2_etaMax1.000_stoppingTime432000.00,229608.0,ails2_etaMax0.020_stoppingTime86400.00,229607.0,1.0,381626.15924191475
38,ails2_etaMax0.020_stoppingTime86400.00,229607.0,ails2_etaMax0.020_stoppingTime86400.00,229606.0,1.0,432027.5261194706
39,ails2_etaMax0.020_stoppingTime86400.00,229606.0,ails2_etaMax1.000_stoppingTime864000.00,229603.0,3.0,558041.1688387394
40,ails2_etaMax1.000_stoppingTime864000.00,229603.0,HGS-TV,229592.0,11.0,561641.6851201057
41,HGS-TV,229592.0,HGS-TV,229591.0,1.0,565242.0162596703
42,HGS-TV,229591.0,HGS-TV,229590.0,1.0,568842.8281784058
43,HGS-TV,229590.0,HGS-TV,229589.0,1.0,572443.1074211597
44,HGS-TV,229589.0,HGS-TV,229587.0,2.0,579644.233628273
45,HGS-TV,229587.0,ails2_etaMax1.000_stoppingTime864000.00,229586.0,1.0,817265.1854262352
46,ails2_etaMax1.000_stoppingTime864000.00,229586.0,ails2_etaMax1.000_stoppingTime1728000.00,229582.0,4.0,986485.7451708317
47,ails2_etaMax1.000_stoppingTime1728000.00,229582.0,ails2_etaMax0.005_stoppingTime86400.00,229560.0,22.0,990086.2768142223
48,ails2_etaMax0.005_stoppingTime86400.00,229560.0,HGS-TV,229555.0,5.0,993686.7969341278
49,HGS-TV,229555.0,HGS-TV,229552.0,3.0,997287.2483098507
50,HGS-TV,229552.0,HGS-TV,229547.0,5.0,1000887.5569756031
51,HGS-TV,229547.0,HGS-TV,229544.0,3.0,1004487.9664132595
