id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,210404.0,ails2_etaMax0.020_stoppingTime86400.00,210200.0,204.0,7201.983121395111
2,ails2_etaMax0.020_stoppingTime86400.00,210200.0,ails2_eoh_acc,210098.0,102.0,10803.402988433838
3,ails2_eoh_acc,210098.0,ails2_eoh_acc_large,210095.0,3.0,14404.601571083069
4,ails2_eoh_acc_large,210095.0,HGS-TV,210094.0,1.0,21605.665101528168
5,HGS-TV,210094.0,ails2_etaMax0.005_stoppingTime86400.00,210082.0,12.0,36007.70043492317
6,ails2_etaMax0.005_stoppingTime86400.00,210082.0,ails2_eoh_acc_large,210064.0,18.0,39608.719656944275
7,ails2_eoh_acc_large,210064.0,ails2_etaMax1.000_stoppingTime86400.00,209896.0,168.0,43209.43171572685
8,ails2_etaMax1.000_stoppingTime86400.00,209896.0,ails2_eoh_acc_large,209523.0,373.0,46810.36803293228
9,ails2_eoh_acc_large,209523.0,ails2_eoh_acc_large,209508.0,15.0,50411.25947546959
10,ails2_eoh_acc_large,209508.0,ails2_eoh_acc_large,209492.0,16.0,54012.08827829361
11,ails2_eoh_acc_large,209492.0,ails2_etaMax0.005_stoppingTime86400.00,209487.0,5.0,57612.8436627388
12,ails2_etaMax0.005_stoppingTime86400.00,209487.0,ails2_eoh_acc_large,209461.0,26.0,61213.760340452194
13,ails2_eoh_acc_large,209461.0,ails2_etaMax1.000_stoppingTime86400.00,209433.0,28.0,64814.752423763275
14,ails2_etaMax1.000_stoppingTime86400.00,209433.0,ails2_eoh_acc,209348.0,85.0,68415.7805325985
15,ails2_eoh_acc,209348.0,ails2_eoh_acc,209344.0,4.0,72016.73832511902
16,ails2_eoh_acc,209344.0,ails2_eoh_acc_large,209343.0,1.0,75617.6726436615
17,ails2_eoh_acc_large,209343.0,ails2_eoh_acc_large,209334.0,9.0,79218.50911617279
18,ails2_eoh_acc_large,209334.0,ails2_eoh_acc,209333.0,1.0,86419.68292307854
19,ails2_eoh_acc,209333.0,HGS-TV,209330.0,3.0,201626.95992469788
20,HGS-TV,209330.0,ails2_etaMax0.010_stoppingTime172800.00,209326.0,4.0,219630.26579737663
21,ails2_etaMax0.010_stoppingTime172800.00,209326.0,HGS-TV,209317.0,9.0,223231.01593494415
22,HGS-TV,209317.0,HGS-TV,209313.0,4.0,226831.6042561531
23,HGS-TV,209313.0,ails2_etaMax0.010_stoppingTime172800.00,209311.0,2.0,270038.372197628
24,ails2_etaMax0.010_stoppingTime172800.00,209311.0,HGS-TV,209307.0,4.0,273638.7759706974
25,HGS-TV,209307.0,HGS-TV,209305.0,2.0,277239.4499948025
