id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,108778.0,ails2_eoh_acc,108664.0,114.0,7200.994411945343
2,ails2_eoh_acc,108664.0,ails2_eoh_acc_large,108660.0,4.0,10801.558483362198
3,ails2_eoh_acc_large,108660.0,ails2_etaMax0.005_stoppingTime86400.00,108640.0,20.0,14402.11688876152
4,ails2_etaMax0.005_stoppingTime86400.00,108640.0,ails2_eoh_acc_large,108576.0,64.0,18002.810269594193
5,ails2_eoh_acc_large,108576.0,ails2_eoh_acc,108537.0,39.0,21603.326333999634
6,ails2_eoh_acc,108537.0,ails2_eoh_acc,108529.0,8.0,25203.852887630463
7,ails2_eoh_acc,108529.0,HGS-TV,108519.0,10.0,28804.42755675316
8,HGS-TV,108519.0,ails2_eoh_acc_large,108500.0,19.0,32405.07346391678
9,ails2_eoh_acc_large,108500.0,HGS-TV,108498.0,2.0,36005.675285339355
10,HGS-TV,108498.0,ails2_etaMax1.000_stoppingTime86400.00,108438.0,60.0,39606.28936815262
11,ails2_etaMax1.000_stoppingTime86400.00,108438.0,ails2_eoh_acc,108163.0,275.0,43206.93075585365
12,ails2_eoh_acc,108163.0,HGS-TV,108148.0,15.0,46807.476162195206
13,HGS-TV,108148.0,ails2_eoh_acc_large,108133.0,15.0,50408.085867643356
14,ails2_eoh_acc_large,108133.0,ails2_eoh_acc_large,108132.0,1.0,54008.705993413925
15,ails2_eoh_acc_large,108132.0,HGS-TV,108131.0,1.0,57609.26665830612
16,HGS-TV,108131.0,ails2_eoh_acc_large,108121.0,10.0,61209.80632996559
17,ails2_eoh_acc_large,108121.0,ails2_etaMax1.000_stoppingTime86400.00,108110.0,11.0,64810.31539916992
18,ails2_etaMax1.000_stoppingTime86400.00,108110.0,ails2_etaMax1.000_stoppingTime86400.00,108093.0,17.0,68411.1360051632
19,ails2_etaMax1.000_stoppingTime86400.00,108093.0,ails2_eoh_acc,108087.0,6.0,72011.86754870415
20,ails2_eoh_acc,108087.0,HGS-TV,108086.0,1.0,79212.58357906342
21,HGS-TV,108086.0,ails2_etaMax1.000_stoppingTime86400.00,108083.0,3.0,82813.35811805725
22,ails2_etaMax1.000_stoppingTime86400.00,108083.0,HGS-TV,108082.0,1.0,86414.20148324966
23,HGS-TV,108082.0,ails2_etaMax0.020_stoppingTime86400.00,108081.0,1.0,147616.0273180008
24,ails2_etaMax0.020_stoppingTime86400.00,108081.0,HGS-TV,108080.0,1.0,151216.50546836853
25,HGS-TV,108080.0,HGS-TV,108077.0,3.0,154816.87690329552
26,HGS-TV,108077.0,ails2_etaMax0.020_stoppingTime86400.00,108067.0,10.0,187217.67078518867
27,ails2_etaMax0.020_stoppingTime86400.00,108067.0,HGS-TV,108059.0,8.0,190818.15579342842
28,HGS-TV,108059.0,HGS-TV,108058.0,1.0,194418.5401072502
29,HGS-TV,108058.0,ails2_etaMax0.020_stoppingTime86400.00,108055.0,3.0,237620.01643133163
30,ails2_etaMax0.020_stoppingTime86400.00,108055.0,HGS-TV,108050.0,5.0,241220.49686169624
31,HGS-TV,108050.0,HGS-TV,108043.0,7.0,244820.91741251945
32,HGS-TV,108043.0,HGS-TV,108040.0,3.0,248421.219956398
33,HGS-TV,108040.0,ails2_etaMax0.020_stoppingTime86400.00,108037.0,3.0,313223.22779774666
34,ails2_etaMax0.020_stoppingTime86400.00,108037.0,HGS-TV,108035.0,2.0,316823.7487668991
35,HGS-TV,108035.0,HGS-TV,108030.0,5.0,320424.1200866699
36,HGS-TV,108030.0,ails2_etaMax1.000_stoppingTime432000.00,108025.0,5.0,367225.49036836624
37,ails2_etaMax1.000_stoppingTime432000.00,108025.0,HGS-TV,108015.0,10.0,370825.9998779297
38,HGS-TV,108015.0,ails2_etaMax1.000_stoppingTime432000.00,108014.0,1.0,424827.6986927986
39,ails2_etaMax1.000_stoppingTime432000.00,108014.0,ails2_etaMax1.000_stoppingTime432000.00,108013.0,1.0,432028.24465823174
40,ails2_etaMax1.000_stoppingTime432000.00,108013.0,HGS-TV,108012.0,1.0,435628.76218032837
41,HGS-TV,108012.0,ails2_etaMax1.000_stoppingTime864000.00,108010.0,2.0,676855.1848461628
42,ails2_etaMax1.000_stoppingTime864000.00,108010.0,HGS-TV,108000.0,10.0,680455.5548255444
43,HGS-TV,108000.0,ails2_etaMax1.000_stoppingTime864000.00,107999.0,1.0,723659.988314867
44,ails2_etaMax1.000_stoppingTime864000.00,107999.0,HGS-TV,107998.0,1.0,727260.4077494144
45,HGS-TV,107998.0,HGS-TV,107996.0,2.0,730860.7411649227
46,HGS-TV,107996.0,HGS-TV,107989.0,7.0,734461.0431129932
