id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,680303.0,ails2_etaMax0.020_stoppingTime86400.00,679880.0,423.0,7201.979663610458
2,ails2_etaMax0.020_stoppingTime86400.00,679880.0,ails2_etaMax0.020_stoppingTime86400.00,679745.0,135.0,10803.378914117813
3,ails2_etaMax0.020_stoppingTime86400.00,679745.0,ails2_eoh_acc_large,679462.0,283.0,14404.953391313553
4,ails2_eoh_acc_large,679462.0,ails2_eoh_acc_large,679433.0,29.0,18005.760155916214
5,ails2_eoh_acc_large,679433.0,ails2_eoh_acc_large,679431.0,2.0,21606.76533317566
6,ails2_eoh_acc_large,679431.0,ails2_eoh_acc_large,679420.0,11.0,25208.20324921608
7,ails2_eoh_acc_large,679420.0,ails2_eoh_acc_large,679417.0,3.0,28809.11217045784
8,ails2_eoh_acc_large,679417.0,ails2_eoh_acc,679408.0,9.0,36010.12340092659
9,ails2_eoh_acc,679408.0,ails2_etaMax0.020_stoppingTime86400.00,679382.0,26.0,39610.97583985329
10,ails2_etaMax0.020_stoppingTime86400.00,679382.0,ails2_eoh_acc,679175.0,207.0,43212.09283995628
11,ails2_eoh_acc,679175.0,ails2_eoh_acc,679150.0,25.0,46812.992393016815
12,ails2_eoh_acc,679150.0,ails2_eoh_acc,679123.0,27.0,50413.94549226761
13,ails2_eoh_acc,679123.0,ails2_etaMax1.000_stoppingTime86400.00,679093.0,30.0,54014.807295084
14,ails2_etaMax1.000_stoppingTime86400.00,679093.0,ails2_eoh_acc,678618.0,475.0,57615.87789964676
15,ails2_eoh_acc,678618.0,ails2_eoh_acc,678601.0,17.0,61216.79567360878
16,ails2_eoh_acc,678601.0,ails2_eoh_acc,678596.0,5.0,64817.995205163956
17,ails2_eoh_acc,678596.0,ails2_etaMax1.000_stoppingTime86400.00,678576.0,20.0,68418.90781712532
18,ails2_etaMax1.000_stoppingTime86400.00,678576.0,ails2_etaMax0.005_stoppingTime86400.00,678514.0,62.0,72019.92384147644
19,ails2_etaMax0.005_stoppingTime86400.00,678514.0,HGS-TV,678492.0,22.0,75621.11930298805
20,HGS-TV,678492.0,HGS-TV,678476.0,16.0,79222.88569331169
21,HGS-TV,678476.0,ails2_etaMax1.000_stoppingTime86400.00,678469.0,7.0,82824.14524054527
22,ails2_etaMax1.000_stoppingTime86400.00,678469.0,ails2_eoh_acc_large,678442.0,27.0,86425.29514360428
23,ails2_eoh_acc_large,678442.0,HGS-TV,678441.0,1.0,90025.90403103828
24,HGS-TV,678441.0,ails2_etaMax0.020_stoppingTime86400.00,678421.0,20.0,122427.23502492905
25,ails2_etaMax0.020_stoppingTime86400.00,678421.0,HGS-TV,678405.0,16.0,126028.00703215599
26,HGS-TV,678405.0,HGS-TV,678401.0,4.0,129628.61926341057
27,HGS-TV,678401.0,ails2_etaMax0.010_stoppingTime172800.00,678399.0,2.0,219639.32865977287
28,ails2_etaMax0.010_stoppingTime172800.00,678399.0,HGS-TV,678388.0,11.0,223240.0636806488
29,HGS-TV,678388.0,HGS-TV,678381.0,7.0,226840.8373017311
30,HGS-TV,678381.0,ails2_etaMax0.010_stoppingTime172800.00,678378.0,3.0,298854.60759449005
31,ails2_etaMax0.010_stoppingTime172800.00,678378.0,HGS-TV,678371.0,7.0,302455.1995520592
32,HGS-TV,678371.0,HGS-TV,678368.0,3.0,306055.7528796196
33,HGS-TV,678368.0,ails2_etaMax1.000_stoppingTime432000.00,678358.0,10.0,309656.3452887535
34,ails2_etaMax1.000_stoppingTime432000.00,678358.0,ails2_etaMax0.005_stoppingTime86400.00,678251.0,107.0,313256.95940327644
35,ails2_etaMax0.005_stoppingTime86400.00,678251.0,HGS-TV,678216.0,35.0,316857.67996788025
36,HGS-TV,678216.0,HGS-TV,678213.0,3.0,324058.924936533
37,HGS-TV,678213.0,HGS-TV,678210.0,3.0,327659.53913140297
38,HGS-TV,678210.0,HGS-TV,678199.0,11.0,331260.284430027
39,HGS-TV,678199.0,HGS-TV,678196.0,3.0,338461.48905682564
40,HGS-TV,678196.0,HGS-TV,678194.0,2.0,342062.228477478
41,HGS-TV,678194.0,ails2_etaMax0.010_stoppingTime172800.00,678192.0,2.0,442880.9134950638
42,ails2_etaMax0.010_stoppingTime172800.00,678192.0,HGS-TV,678180.0,12.0,446481.59968852997
43,HGS-TV,678180.0,HGS-TV,678176.0,4.0,450082.0921278
44,HGS-TV,678176.0,HGS-TV,678171.0,5.0,453682.72493100166
45,HGS-TV,678171.0,HGS-TV,678169.0,2.0,457283.353518486
