id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.010_stoppingTime432000.00,127997.0,ails2_eoh_acc,127914.0,83.0,7201.088468074799
2,ails2_eoh_acc,127914.0,ails2_etaMax0.020_stoppingTime86400.00,127823.0,91.0,10801.88891339302
3,ails2_etaMax0.020_stoppingTime86400.00,127823.0,ails2_etaMax0.005_stoppingTime86400.00,127798.0,25.0,14402.744585514069
4,ails2_etaMax0.005_stoppingTime86400.00,127798.0,ails2_etaMax0.020_stoppingTime86400.00,127792.0,6.0,18003.637090444565
5,ails2_etaMax0.020_stoppingTime86400.00,127792.0,ails2_etaMax0.005_stoppingTime86400.00,127773.0,19.0,21604.55317568779
6,ails2_etaMax0.005_stoppingTime86400.00,127773.0,ails2_etaMax0.020_stoppingTime86400.00,127722.0,51.0,25205.474612236023
7,ails2_etaMax0.020_stoppingTime86400.00,127722.0,ails2_etaMax0.005_stoppingTime86400.00,127693.0,29.0,28806.369985580444
8,ails2_etaMax0.005_stoppingTime86400.00,127693.0,ails2_eoh_acc,127688.0,5.0,32407.25375032425
9,ails2_eoh_acc,127688.0,ails2_eoh_acc,127682.0,6.0,36008.02157115936
10,ails2_eoh_acc,127682.0,ails2_etaMax0.005_stoppingTime86400.00,127678.0,4.0,39609.52470803261
11,ails2_etaMax0.005_stoppingTime86400.00,127678.0,ails2_etaMax1.000_stoppingTime86400.00,127637.0,41.0,43210.71293282509
12,ails2_etaMax1.000_stoppingTime86400.00,127637.0,ails2_eoh_acc,127458.0,179.0,46811.72752261162
13,ails2_eoh_acc,127458.0,ails2_eoh_acc,127457.0,1.0,54012.62112593651
14,ails2_eoh_acc,127457.0,ails2_etaMax1.000_stoppingTime86400.00,127438.0,19.0,61213.49750471115
15,ails2_etaMax1.000_stoppingTime86400.00,127438.0,ails2_eoh_acc_large,127403.0,35.0,64814.407578229904
16,ails2_eoh_acc_large,127403.0,ails2_eoh_acc_large,127398.0,5.0,79216.09700703621
17,ails2_eoh_acc_large,127398.0,ails2_eoh_acc_large,127397.0,1.0,82817.00117111206
18,ails2_eoh_acc_large,127397.0,ails2_etaMax1.000_stoppingTime432000.00,127383.0,14.0,208820.68159341812
19,ails2_etaMax1.000_stoppingTime432000.00,127383.0,ails2_etaMax0.005_stoppingTime86400.00,127310.0,73.0,212420.93831443787
20,ails2_etaMax0.005_stoppingTime86400.00,127310.0,HGS-TV,127304.0,6.0,216021.4935479164
21,HGS-TV,127304.0,ails2_etaMax0.020_stoppingTime86400.00,127303.0,1.0,234022.3076403141
22,ails2_etaMax0.020_stoppingTime86400.00,127303.0,HGS-TV,127299.0,4.0,237622.9183154106
23,HGS-TV,127299.0,ails2_etaMax0.005_stoppingTime86400.00,127298.0,1.0,284424.40965628624
24,ails2_etaMax0.005_stoppingTime86400.00,127298.0,HGS-TV,127297.0,1.0,288024.9591727257
25,HGS-TV,127297.0,ails2_etaMax0.020_stoppingTime86400.00,127296.0,1.0,334826.4889061451
26,ails2_etaMax0.020_stoppingTime86400.00,127296.0,ails2_etaMax0.020_stoppingTime86400.00,127295.0,1.0,363627.73020529747
27,ails2_etaMax0.020_stoppingTime86400.00,127295.0,HGS-TV,127294.0,1.0,367228.3059794903
28,HGS-TV,127294.0,ails2_etaMax0.010_stoppingTime432000.00,127293.0,1.0,662461.1387979984
