id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,385296.0,ails2_eoh_acc_large,385174.0,122.0,7201.00979757309
2,ails2_eoh_acc_large,385174.0,ails2_etaMax0.005_stoppingTime86400.00,385150.0,24.0,14401.893478631973
3,ails2_etaMax0.005_stoppingTime86400.00,385150.0,ails2_etaMax0.005_stoppingTime86400.00,385113.0,37.0,18002.84069442749
4,ails2_etaMax0.005_stoppingTime86400.00,385113.0,ails2_eoh_acc_large,385080.0,33.0,21603.752206087112
5,ails2_eoh_acc_large,385080.0,ails2_etaMax0.020_stoppingTime86400.00,385076.0,4.0,25204.639720201492
6,ails2_etaMax0.020_stoppingTime86400.00,385076.0,ails2_eoh_acc_large,384985.0,91.0,28805.48041844368
7,ails2_eoh_acc_large,384985.0,ails2_eoh_acc_large,384983.0,2.0,32406.208045721054
8,ails2_eoh_acc_large,384983.0,ails2_etaMax0.020_stoppingTime86400.00,384932.0,51.0,50407.37275099754
9,ails2_etaMax0.020_stoppingTime86400.00,384932.0,HGS-TV,384902.0,30.0,54008.31615281105
10,HGS-TV,384902.0,ails2_etaMax0.005_stoppingTime86400.00,384901.0,1.0,61209.36663842201
11,ails2_etaMax0.005_stoppingTime86400.00,384901.0,ails2_eoh_acc,384870.0,31.0,64810.47999668121
12,ails2_eoh_acc,384870.0,ails2_eoh_acc_large,384868.0,2.0,72011.81388044357
13,ails2_eoh_acc_large,384868.0,ails2_etaMax0.005_stoppingTime86400.00,384867.0,1.0,108013.45348858833
14,ails2_etaMax0.005_stoppingTime86400.00,384867.0,HGS-TV,384854.0,13.0,111614.05663633347
15,HGS-TV,384854.0,ails2_etaMax0.020_stoppingTime86400.00,384852.0,2.0,165615.93354821205
16,ails2_etaMax0.020_stoppingTime86400.00,384852.0,HGS-TV,384843.0,9.0,169216.48950266838
17,HGS-TV,384843.0,ails2_etaMax0.005_stoppingTime86400.00,384840.0,3.0,201617.69790935516
18,ails2_etaMax0.005_stoppingTime86400.00,384840.0,HGS-TV,384820.0,20.0,205218.21956419945
19,HGS-TV,384820.0,HGS-TV,384818.0,2.0,208818.74079823494
20,HGS-TV,384818.0,ails2_etaMax1.000_stoppingTime432000.00,384812.0,6.0,298821.4686896801
21,ails2_etaMax1.000_stoppingTime432000.00,384812.0,HGS-TV,384758.0,54.0,302421.71756100655
22,HGS-TV,384758.0,HGS-TV,384738.0,20.0,306022.249502182
23,HGS-TV,384738.0,ails2_etaMax1.000_stoppingTime432000.00,384720.0,18.0,316822.90763640404
24,ails2_etaMax1.000_stoppingTime432000.00,384720.0,HGS-TV,384690.0,30.0,320423.4584438801
25,HGS-TV,384690.0,HGS-TV,384689.0,1.0,324023.95747613907
26,HGS-TV,384689.0,ails2_etaMax1.000_stoppingTime432000.00,384687.0,2.0,399626.20528769493
27,ails2_etaMax1.000_stoppingTime432000.00,384687.0,HGS-TV,384680.0,7.0,403226.76536273956
28,HGS-TV,384680.0,HGS-TV,384679.0,1.0,406827.2658638954
29,HGS-TV,384679.0,warm_start,384670.0,9.0,943304.567088604
30,warm_start,384670.0,HGS-TV,384665.0,5.0,946905.2212474346
