algo_name,seed_count
ails2_etaMax0.020_stoppingTime86400.00,4
ails2_eoh_acc_large,5
ails2_etaMax0.005_stoppingTime86400.00,5
HGS-TV,12
ails2_eoh_acc,1
ails2_etaMax1.000_stoppingTime432000.00,3
warm_start,1
