id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.010_stoppingTime432000.00,112488.0,ails2_eoh_acc,112482.0,6.0,7201.01149225235
2,ails2_eoh_acc,112482.0,ails2_etaMax0.005_stoppingTime86400.00,112476.0,6.0,10801.623512268066
3,ails2_etaMax0.005_stoppingTime86400.00,112476.0,ails2_eoh_acc,112475.0,1.0,14402.409938335419
4,ails2_eoh_acc,112475.0,ails2_etaMax0.005_stoppingTime86400.00,112474.0,1.0,32403.249561071396
5,ails2_etaMax0.005_stoppingTime86400.00,112474.0,ails2_etaMax1.000_stoppingTime86400.00,112467.0,7.0,43204.09294342995
6,ails2_etaMax1.000_stoppingTime86400.00,112467.0,ails2_eoh_acc_large,112454.0,13.0,46804.83117938042
7,ails2_eoh_acc_large,112454.0,ails2_etaMax0.010_stoppingTime432000.00,112453.0,1.0,75605.94310331345
8,ails2_etaMax0.010_stoppingTime432000.00,112453.0,ails2_etaMax0.010_stoppingTime432000.00,112451.0,2.0,82806.82737064362
9,ails2_etaMax0.010_stoppingTime432000.00,112451.0,ails2_etaMax0.010_stoppingTime432000.00,112448.0,3.0,86407.61911702156
10,ails2_etaMax0.010_stoppingTime432000.00,112448.0,ails2_etaMax0.005_stoppingTime86400.00,112447.0,1.0,93608.26889705658
11,ails2_etaMax0.005_stoppingTime86400.00,112447.0,ails2_etaMax0.010_stoppingTime432000.00,112439.0,8.0,475221.2950658798
12,ails2_etaMax0.010_stoppingTime432000.00,112439.0,ails2_etaMax0.020_stoppingTime86400.00,112437.0,2.0,482422.1871910095
13,ails2_etaMax0.020_stoppingTime86400.00,112437.0,HGS-TV,112433.0,4.0,486022.694842577
14,HGS-TV,112433.0,ails2_etaMax1.000_stoppingTime1728000.00,112432.0,1.0,993681.4315268993
15,ails2_etaMax1.000_stoppingTime1728000.00,112432.0,HGS-TV,112431.0,1.0,997281.9296061993
