CSV文件已创建: Results/XLTEST-n6034-k1234/XLTEST-n6034-k1234.csv
输出目录设置为: Results/XLTEST-n6034-k1234/
输出模式: 只输出最终解 - 实例: XLTEST-n6034-k1234
