id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.010_stoppingTime432000.00,784209.0,ails2_etaMax0.020_stoppingTime86400.00,783927.0,282.0,7201.356386423111
2,ails2_etaMax0.020_stoppingTime86400.00,783927.0,ails2_eoh_omega2,783721.0,206.0,10802.39540553093
3,ails2_eoh_omega2,783721.0,ails2_etaMax0.020_stoppingTime86400.00,783601.0,120.0,14403.462086677551
4,ails2_etaMax0.020_stoppingTime86400.00,783601.0,ails2_eoh_acc_large,783461.0,140.0,18004.514183044434
5,ails2_eoh_acc_large,783461.0,ails2_eoh_acc_large,783456.0,5.0,21605.160980463028
6,ails2_eoh_acc_large,783456.0,ails2_eoh_acc_large,783442.0,14.0,28805.903416633606
7,ails2_eoh_acc_large,783442.0,ails2_etaMax0.020_stoppingTime86400.00,783426.0,16.0,32406.611144065857
8,ails2_etaMax0.020_stoppingTime86400.00,783426.0,HGS-TV,783374.0,52.0,36007.46280622482
9,HGS-TV,783374.0,ails2_etaMax0.020_stoppingTime86400.00,783322.0,52.0,39608.258444070816
10,ails2_etaMax0.020_stoppingTime86400.00,783322.0,ails2_eoh_acc_large,783190.0,132.0,43209.092562913895
11,ails2_eoh_acc_large,783190.0,ails2_eoh_acc_large,783184.0,6.0,46809.80552101135
12,ails2_eoh_acc_large,783184.0,ails2_etaMax0.005_stoppingTime86400.00,783146.0,38.0,54010.571731328964
13,ails2_etaMax0.005_stoppingTime86400.00,783146.0,HGS-TV,783121.0,25.0,57611.53481030464
14,HGS-TV,783121.0,ails2_eoh_acc_large,783099.0,22.0,61212.4100022316
15,ails2_eoh_acc_large,783099.0,ails2_etaMax1.000_stoppingTime86400.00,782924.0,175.0,64813.20643568039
16,ails2_etaMax1.000_stoppingTime86400.00,782924.0,ails2_eoh_acc_large,782810.0,114.0,68414.69837832451
17,ails2_eoh_acc_large,782810.0,ails2_etaMax1.000_stoppingTime86400.00,782781.0,29.0,72015.47417783737
18,ails2_etaMax1.000_stoppingTime86400.00,782781.0,ails2_etaMax1.000_stoppingTime86400.00,782693.0,88.0,75616.4464814663
19,ails2_etaMax1.000_stoppingTime86400.00,782693.0,ails2_eoh_acc_large,782588.0,105.0,79217.24288105965
20,ails2_eoh_acc_large,782588.0,ails2_etaMax0.020_stoppingTime86400.00,782576.0,12.0,115218.56264996529
21,ails2_etaMax0.020_stoppingTime86400.00,782576.0,HGS-TV,782554.0,22.0,118819.05226111412
22,HGS-TV,782554.0,HGS-TV,782553.0,1.0,122419.49790358543
23,HGS-TV,782553.0,HGS-TV,782550.0,3.0,126019.92497754097
24,HGS-TV,782550.0,filo2,782549.0,1.0,129620.38018202782
25,filo2,782549.0,filo2,782548.0,1.0,133220.8576745987
26,filo2,782548.0,HGS-TV,782545.0,3.0,435628.37709355354
27,HGS-TV,782545.0,ails2_etaMax1.000_stoppingTime864000.00,782512.0,33.0,648055.6294066906
28,ails2_etaMax1.000_stoppingTime864000.00,782512.0,HGS-TV,782475.0,37.0,651656.1745629311
29,HGS-TV,782475.0,HGS-TV,782473.0,2.0,655256.6163306236
30,HGS-TV,782473.0,HGS-TV,782468.0,5.0,658857.0678553581
31,HGS-TV,782468.0,HGS-TV,782462.0,6.0,662457.4868750572
32,HGS-TV,782462.0,ails2_etaMax0.005_stoppingTime86400.00,782447.0,15.0,698461.8993647099
33,ails2_etaMax0.005_stoppingTime86400.00,782447.0,HGS-TV,782430.0,17.0,702062.4268841743
34,HGS-TV,782430.0,HGS-TV,782427.0,3.0,705662.7904112339
35,HGS-TV,782427.0,ails2_etaMax1.000_stoppingTime864000.00,782411.0,16.0,712863.7954666615
36,ails2_etaMax1.000_stoppingTime864000.00,782411.0,HGS-TV,782395.0,16.0,716464.1449372768
37,HGS-TV,782395.0,HGS-TV,782388.0,7.0,720064.5658044815
38,HGS-TV,782388.0,HGS-TV,782387.0,1.0,723665.0617873669
39,HGS-TV,782387.0,ails2_etaMax1.000_stoppingTime864000.00,782368.0,19.0,759669.2875802517
40,ails2_etaMax1.000_stoppingTime864000.00,782368.0,HGS-TV,782362.0,6.0,763269.8126223087
41,HGS-TV,782362.0,HGS-TV,782361.0,1.0,766870.264113903
42,HGS-TV,782361.0,ails2_etaMax1.000_stoppingTime864000.00,782360.0,1.0,770470.7145762444
43,ails2_etaMax1.000_stoppingTime864000.00,782360.0,HGS-TV,782357.0,3.0,774071.1604681015
44,HGS-TV,782357.0,HGS-TV,782354.0,3.0,777671.5281393528
45,HGS-TV,782354.0,ails2_etaMax1.000_stoppingTime864000.00,782348.0,6.0,788472.8261716366
46,ails2_etaMax1.000_stoppingTime864000.00,782348.0,HGS-TV,782339.0,9.0,792073.3109686375
47,HGS-TV,782339.0,HGS-TV,782338.0,1.0,795673.8485350609
