algo_name,seed_count
ails2_etaMax0.010_stoppingTime172800.00,1
ails2_eoh_acc_large,13
ails2_eoh_acc,7
ails2_eoh_omega2,5
ails2_etaMax1.000_stoppingTime86400.00,1
HGS-TV,15
filo2,2
