algo_name,seed_count
ails2_etaMax0.020_stoppingTime86400.00,1
HGS-TV,5
ails2_etaMax1.000_stoppingTime86400.00,1
ails2_eoh_acc,2
ails2_etaMax1.000_stoppingTime432000.00,1
