id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.010_stoppingTime432000.00,101725.0,ails2_eoh_omega2,101701.0,24.0,7200.835926294327
2,ails2_eoh_omega2,101701.0,ails2_etaMax0.010_stoppingTime432000.00,101677.0,24.0,10801.433736562729
3,ails2_etaMax0.010_stoppingTime432000.00,101677.0,ails2_eoh_acc_large,101661.0,16.0,14402.075864315033
4,ails2_eoh_acc_large,101661.0,ails2_etaMax0.020_stoppingTime86400.00,101643.0,18.0,18002.551728010178
5,ails2_etaMax0.020_stoppingTime86400.00,101643.0,ails2_eoh_acc,101631.0,12.0,21603.10023331642
6,ails2_eoh_acc,101631.0,ails2_etaMax1.000_stoppingTime86400.00,101630.0,1.0,50404.27204847336
7,ails2_etaMax1.000_stoppingTime86400.00,101630.0,ails2_eoh_acc_large,101588.0,42.0,54004.80416083336
8,ails2_eoh_acc_large,101588.0,ails2_eoh_acc_large,101587.0,1.0,57605.28112268448
9,ails2_eoh_acc_large,101587.0,HGS-TV,101586.0,1.0,61205.74806904793
10,HGS-TV,101586.0,ails2_etaMax0.005_stoppingTime86400.00,101582.0,4.0,72006.45743179321
11,ails2_etaMax0.005_stoppingTime86400.00,101582.0,ails2_eoh_acc_large,101576.0,6.0,75607.04027438164
12,ails2_eoh_acc_large,101576.0,ails2_etaMax0.020_stoppingTime86400.00,101575.0,1.0,104408.1781039238
13,ails2_etaMax0.020_stoppingTime86400.00,101575.0,HGS-TV,101574.0,1.0,108008.58398342133
14,HGS-TV,101574.0,ails2_etaMax0.005_stoppingTime86400.00,101573.0,1.0,154809.97600746155
15,ails2_etaMax0.005_stoppingTime86400.00,101573.0,ails2_etaMax1.000_stoppingTime432000.00,101571.0,2.0,248412.4961566925
16,ails2_etaMax1.000_stoppingTime432000.00,101571.0,HGS-TV,101564.0,7.0,252012.72565579414
17,HGS-TV,101564.0,ails2_etaMax0.005_stoppingTime86400.00,101561.0,3.0,255613.0734474659
18,ails2_etaMax0.005_stoppingTime86400.00,101561.0,HGS-TV,101559.0,2.0,259213.45827889442
19,HGS-TV,101559.0,ails2_etaMax0.005_stoppingTime86400.00,101555.0,4.0,266413.82238054276
20,ails2_etaMax0.005_stoppingTime86400.00,101555.0,HGS-TV,101553.0,2.0,270014.2277300358
21,HGS-TV,101553.0,ails2_etaMax0.020_stoppingTime86400.00,101552.0,1.0,316815.6298766136
22,ails2_etaMax0.020_stoppingTime86400.00,101552.0,ails2_etaMax0.005_stoppingTime86400.00,101550.0,2.0,360017.12617230415
23,ails2_etaMax0.005_stoppingTime86400.00,101550.0,HGS-TV,101549.0,1.0,439220.1740655899
24,HGS-TV,101549.0,ails2_etaMax0.010_stoppingTime432000.00,101548.0,1.0,576031.9282095432
