id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.010_stoppingTime432000.00,31288.0,HGS-TV,31264.0,24.0,7200.886408090591
2,HGS-TV,31264.0,ails2_etaMax0.020_stoppingTime86400.00,31231.0,33.0,10801.727417945862
3,ails2_etaMax0.020_stoppingTime86400.00,31231.0,ails2_eoh_acc_large,31228.0,3.0,14402.630157470703
4,ails2_eoh_acc_large,31228.0,ails2_eoh_acc_large,31227.0,1.0,18003.371071338654
5,ails2_eoh_acc_large,31227.0,ails2_etaMax1.000_stoppingTime86400.00,31224.0,3.0,46804.73483514786
6,ails2_etaMax1.000_stoppingTime86400.00,31224.0,ails2_eoh_acc_large,31205.0,19.0,50405.474479198456
7,ails2_eoh_acc_large,31205.0,ails2_etaMax1.000_stoppingTime432000.00,31199.0,6.0,183609.05905675888
8,ails2_etaMax1.000_stoppingTime432000.00,31199.0,HGS-TV,31164.0,35.0,187209.27447772026
9,HGS-TV,31164.0,HGS-TV,31163.0,1.0,190809.87116456032
10,HGS-TV,31163.0,ails2_etaMax1.000_stoppingTime432000.00,31160.0,3.0,262812.1526348591
11,ails2_etaMax1.000_stoppingTime432000.00,31160.0,HGS-TV,31159.0,1.0,266412.6581454277
12,HGS-TV,31159.0,ails2_etaMax0.020_stoppingTime86400.00,31157.0,2.0,298813.8512349129
13,ails2_etaMax0.020_stoppingTime86400.00,31157.0,ails2_etaMax1.000_stoppingTime864000.00,31141.0,16.0,320414.8629436493
14,ails2_etaMax1.000_stoppingTime864000.00,31141.0,ails2_etaMax0.005_stoppingTime86400.00,31112.0,29.0,324015.39584445953
15,ails2_etaMax0.005_stoppingTime86400.00,31112.0,HGS-TV,31108.0,4.0,327615.93491983414
16,HGS-TV,31108.0,ails2_etaMax0.005_stoppingTime86400.00,31107.0,1.0,360017.09528565407
17,ails2_etaMax0.005_stoppingTime86400.00,31107.0,ails2_etaMax0.020_stoppingTime86400.00,31106.0,1.0,396018.20646739006
18,ails2_etaMax0.020_stoppingTime86400.00,31106.0,ails2_etaMax1.000_stoppingTime1728000.00,31105.0,1.0,946891.8608622551
19,ails2_etaMax1.000_stoppingTime1728000.00,31105.0,HGS-TV,31101.0,4.0,950492.4120173454
20,HGS-TV,31101.0,ails2_etaMax0.020_stoppingTime86400.00,31099.0,2.0,997298.8191154003
21,ails2_etaMax0.020_stoppingTime86400.00,31099.0,HGS-TV,31096.0,3.0,1000899.3799746037
