id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.010_stoppingTime172800.00,1530803.0,ails2_etaMax0.010_stoppingTime172800.00,1530197.0,606.0,7202.451941490173
2,ails2_etaMax0.010_stoppingTime172800.00,1530197.0,ails2_etaMax0.010_stoppingTime172800.00,1529924.0,273.0,10804.734204530716
3,ails2_etaMax0.010_stoppingTime172800.00,1529924.0,ails2_etaMax0.010_stoppingTime172800.00,1529843.0,81.0,14406.90395283699
4,ails2_etaMax0.010_stoppingTime172800.00,1529843.0,ails2_etaMax0.010_stoppingTime172800.00,1529764.0,79.0,18009.509351491928
5,ails2_etaMax0.010_stoppingTime172800.00,1529764.0,ails2_etaMax0.010_stoppingTime172800.00,1529626.0,138.0,21612.022498846054
6,ails2_etaMax0.010_stoppingTime172800.00,1529626.0,filo2,1529606.0,20.0,25214.708160161972
7,filo2,1529606.0,ails2_eoh_acc_large,1529580.0,26.0,28817.088228702545
8,ails2_eoh_acc_large,1529580.0,HGS-TV,1529496.0,84.0,32419.064022541046
9,HGS-TV,1529496.0,ails2_etaMax0.010_stoppingTime172800.00,1529456.0,40.0,39621.547942876816
10,ails2_etaMax0.010_stoppingTime172800.00,1529456.0,HGS-TV,1529408.0,48.0,43224.087899923325
11,HGS-TV,1529408.0,HGS-TV,1529400.0,8.0,46826.366780757904
12,HGS-TV,1529400.0,HGS-TV,1529394.0,6.0,50428.811561107635
13,HGS-TV,1529394.0,HGS-TV,1529392.0,2.0,54031.34605026245
14,HGS-TV,1529392.0,ails2_eoh_omega2,1529283.0,109.0,57633.80837273598
15,ails2_eoh_omega2,1529283.0,ails2_eoh_omega2,1529256.0,27.0,61236.52610230446
16,ails2_eoh_omega2,1529256.0,HGS-TV,1529212.0,44.0,64839.16088747978
17,HGS-TV,1529212.0,ails2_eoh_omega2,1529183.0,29.0,68441.43869614601
18,ails2_eoh_omega2,1529183.0,ails2_eoh_acc_large,1529101.0,82.0,72043.88411664963
19,ails2_eoh_acc_large,1529101.0,ails2_eoh_acc_large,1529036.0,65.0,75645.84072852135
20,ails2_eoh_acc_large,1529036.0,ails2_eoh_acc_large,1529011.0,25.0,79248.07938599586
21,ails2_eoh_acc_large,1529011.0,ails2_eoh_acc_large,1528992.0,19.0,82850.27736735344
22,ails2_eoh_acc_large,1528992.0,ails2_eoh_omega2,1528966.0,26.0,93652.30937886238
23,ails2_eoh_omega2,1528966.0,ails2_eoh_omega2,1528903.0,63.0,97253.55985236168
24,ails2_eoh_omega2,1528903.0,HGS-TV,1528855.0,48.0,104454.83274817467
25,HGS-TV,1528855.0,HGS-TV,1528854.0,1.0,111656.06259775162
26,HGS-TV,1528854.0,HGS-TV,1528851.0,3.0,115257.22240757942
27,HGS-TV,1528851.0,ails2_eoh_omega2,1528821.0,30.0,118858.47573590279
28,ails2_eoh_omega2,1528821.0,HGS-TV,1528792.0,29.0,122460.24428296089
29,HGS-TV,1528792.0,ails2_eoh_omega2,1528789.0,3.0,129661.40648508072
30,ails2_eoh_omega2,1528789.0,HGS-TV,1528774.0,15.0,133262.63445353508
31,HGS-TV,1528774.0,ails2_eoh_omega2,1528745.0,29.0,136863.75413274765
32,ails2_eoh_omega2,1528745.0,HGS-TV,1528719.0,26.0,140465.10654735565
33,HGS-TV,1528719.0,HGS-TV,1528713.0,6.0,144066.20113658905
34,HGS-TV,1528713.0,ails2_eoh_omega2,1528702.0,11.0,147667.24183368683
35,ails2_eoh_omega2,1528702.0,HGS-TV,1528675.0,27.0,151268.64561223984
36,HGS-TV,1528675.0,HGS-TV,1528672.0,3.0,154869.7838037014
37,HGS-TV,1528672.0,HGS-TV,1528666.0,6.0,158471.03849077225
38,HGS-TV,1528666.0,HGS-TV,1528665.0,1.0,165672.4144976139
39,HGS-TV,1528665.0,HGS-TV,1528664.0,1.0,176474.99734950066
40,HGS-TV,1528664.0,HGS-TV,1528662.0,2.0,183677.2260916233
41,HGS-TV,1528662.0,HGS-TV,1528661.0,1.0,190879.7177555561
42,HGS-TV,1528661.0,ails2_etaMax0.010_stoppingTime172800.00,1528637.0,24.0,241295.1513812542
43,ails2_etaMax0.010_stoppingTime172800.00,1528637.0,HGS-TV,1528612.0,25.0,248497.88504886627
44,HGS-TV,1528612.0,HGS-TV,1528606.0,6.0,252099.20665287971
45,HGS-TV,1528606.0,HGS-TV,1528602.0,4.0,255700.34462499619
46,HGS-TV,1528602.0,ails2_etaMax0.010_stoppingTime172800.00,1528583.0,19.0,259301.47936701775
47,ails2_etaMax0.010_stoppingTime172800.00,1528583.0,HGS-TV,1528550.0,33.0,262902.8292837143
