algo_name,seed_count
ails2_eoh_omega2,2
ails2_etaMax0.020_stoppingTime86400.00,3
ails2_eoh_acc,10
ails2_eoh_acc_large,6
ails2_etaMax0.005_stoppingTime86400.00,10
ails2_etaMax1.000_stoppingTime86400.00,3
filo2,4
HGS-TV,18
ails2_etaMax1.000_stoppingTime432000.00,19
ails2_etaMax0.010_stoppingTime432000.00,2
ails2_etaMax1.000_stoppingTime864000.00,12
warm_start,2
