5.3860;626174.0000
5.4751;625494.0000
5.5169;623075.0000
5.5501;622906.0000
5.5656;622774.0000
5.6031;621400.0000
5.6541;620056.0000
5.7394;619117.0000
5.8485;618520.0000
5.8895;617850.0000
6.0035;617672.0000
6.3510;616931.0000
6.3957;616454.0000
6.4711;615304.0000
6.5388;614092.0000
6.6119;613790.0000
6.7380;613765.0000
7.3434;613753.0000
7.5423;613352.0000
7.5684;612933.0000
7.6156;611983.0000
9.1506;611947.0000
9.1536;611938.0000
9.1564;611925.0000
9.1615;611891.0000
9.1632;611889.0000
9.1655;611882.0000
9.1693;611822.0000
9.1713;611814.0000
9.1877;611512.0000
9.1900;611510.0000
9.1925;611505.0000
9.2020;611502.0000
9.2080;611499.0000
9.2103;611497.0000
9.2122;611492.0000
9.2140;611491.0000
9.3076;611488.0000
9.3225;611480.0000
9.3256;611466.0000
9.3278;611461.0000
9.3323;611445.0000
9.3407;611403.0000
9.3426;611398.0000
9.3464;611375.0000
9.3519;611271.0000
9.3629;611270.0000
9.4050;611261.0000
9.4420;611209.0000
9.4442;611175.0000
9.4529;611054.0000
9.4573;611044.0000
9.4653;610984.0000
9.4705;610952.0000
9.4762;610797.0000
9.5003;610776.0000
9.5054;610760.0000
9.5174;610753.0000
9.5207;610707.0000
9.5421;610675.0000
9.5529;610612.0000
9.5550;610608.0000
9.5646;610517.0000
9.5684;610483.0000
9.5725;610481.0000
9.5746;610453.0000
9.5778;610451.0000
9.5812;610439.0000
9.5909;610405.0000
9.6021;610384.0000
9.6049;610379.0000
9.6093;610356.0000
9.6196;610259.0000
9.6348;610256.0000
9.6377;610247.0000
9.6431;610188.0000
9.6592;610149.0000
9.6624;610147.0000
9.6638;610146.0000
9.6686;610076.0000
9.6705;610053.0000
9.6842;610025.0000
9.6855;610022.0000
9.6908;610009.0000
9.6934;609980.0000
9.6954;609978.0000
9.7064;609899.0000
9.7089;609889.0000
9.7111;609885.0000
9.7144;609824.0000
9.7175;609802.0000
9.7390;609771.0000
9.7718;609751.0000
9.7736;609726.0000
9.7750;609722.0000
9.7772;609720.0000
9.7804;609679.0000
9.7853;609659.0000
9.8136;609649.0000
9.8260;609624.0000
9.8311;609603.0000
9.8325;609582.0000
9.8388;609577.0000
9.8408;609573.0000
9.8424;609562.0000
9.8440;609551.0000
9.8539;609503.0000
9.8563;609502.0000
9.8600;609486.0000
9.8664;609378.0000
9.8698;609348.0000
9.8749;609337.0000
9.8816;609279.0000
9.8830;609271.0000
9.8849;609245.0000
9.8899;609233.0000
9.8929;609214.0000
9.8945;609202.0000
9.8969;609198.0000
10.0571;609095.0000
10.0668;609014.0000
10.0827;609007.0000
10.0881;608963.0000
10.0900;608961.0000
10.0948;608948.0000
10.1266;608813.0000
10.1320;608811.0000
10.1376;608739.0000
10.1459;608714.0000
10.1574;608598.0000
10.2609;608575.0000
10.2654;608565.0000
10.2707;608545.0000
10.2723;608539.0000
10.2734;608535.0000
10.2786;608482.0000
10.2877;608427.0000
10.2903;608359.0000
10.2948;608348.0000
10.3201;608273.0000
10.3539;608214.0000
10.3577;608158.0000
10.3990;607980.0000
10.4010;607962.0000
10.4067;607961.0000
10.4276;607920.0000
10.4325;607879.0000
10.4665;607853.0000
10.5056;607823.0000
10.5093;607813.0000
10.5127;607798.0000
10.5142;607793.0000
10.5425;607682.0000
10.5450;607670.0000
10.5468;607650.0000
10.5675;607637.0000
10.5720;607626.0000
10.6832;607608.0000
10.6865;607589.0000
10.6999;607578.0000
10.7231;607572.0000
10.7351;607562.0000
10.7490;607552.0000
10.7953;607547.0000
10.8106;607514.0000
10.8268;607508.0000
10.8286;607498.0000
10.8302;607475.0000
10.8347;607416.0000
10.8411;607410.0000
10.8578;607299.0000
10.8612;607298.0000
10.8750;607261.0000
10.8778;607234.0000
10.8893;607208.0000
10.8906;607194.0000
10.8942;607180.0000
10.8994;607147.0000
10.9014;607106.0000
10.9047;607080.0000
10.9091;607069.0000
10.9114;607062.0000
10.9161;607014.0000
10.9186;607007.0000
10.9441;606924.0000
10.9456;606904.0000
10.9578;606881.0000
10.9600;606869.0000
10.9641;606868.0000
10.9776;606865.0000
10.9849;606864.0000
10.9883;606842.0000
11.0108;606839.0000
11.0143;606822.0000
11.0191;606774.0000
11.0489;606753.0000
11.0560;606670.0000
11.0578;606668.0000
11.1378;606666.0000
11.1846;606656.0000
11.2008;606626.0000
11.2259;606613.0000
11.3364;606531.0000
11.3406;606470.0000
11.3585;606457.0000
11.4114;606438.0000
11.5608;606351.0000
11.5625;606344.0000
11.5669;606331.0000
11.5684;606310.0000
11.5701;606303.0000
11.6107;606287.0000
11.6121;606280.0000
11.6155;606266.0000
11.6174;606249.0000
11.6226;606151.0000
11.6663;606146.0000
11.6768;606134.0000
11.6789;606128.0000
11.6869;606098.0000
11.7461;606082.0000
11.7491;606063.0000
11.7536;606047.0000
11.7559;606039.0000
11.7575;606000.0000
11.9778;605965.0000
12.0930;605945.0000
12.0954;605938.0000
12.0968;605904.0000
12.1028;605852.0000
12.1125;605841.0000
12.1156;605819.0000
12.1190;605812.0000
12.1440;605717.0000
12.2538;605668.0000
12.2586;605605.0000
12.2607;605601.0000
12.2656;605545.0000
12.2681;605539.0000
12.2726;605535.0000
12.2813;605454.0000
12.2830;605442.0000
12.3065;605413.0000
12.3223;605408.0000
12.3245;605403.0000
12.3407;605395.0000
