id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,89709.0,ails2_etaMax0.020_stoppingTime86400.00,89603.0,106.0,7204.285298347473
2,ails2_etaMax0.020_stoppingTime86400.00,89603.0,ails2_etaMax0.020_stoppingTime86400.00,89530.0,73.0,10805.764152765274
3,ails2_etaMax0.020_stoppingTime86400.00,89530.0,ails2_eoh_acc_large,89476.0,54.0,14407.329085588455
4,ails2_eoh_acc_large,89476.0,ails2_eoh_acc_large,89434.0,42.0,18008.48009133339
5,ails2_eoh_acc_large,89434.0,ails2_eoh_acc_large,89423.0,11.0,21611.547211647034
6,ails2_eoh_acc_large,89423.0,ails2_etaMax0.005_stoppingTime86400.00,89374.0,49.0,25212.682655096054
7,ails2_etaMax0.005_stoppingTime86400.00,89374.0,ails2_etaMax0.020_stoppingTime86400.00,89368.0,6.0,28814.239434480667
8,ails2_etaMax0.020_stoppingTime86400.00,89368.0,ails2_etaMax1.000_stoppingTime86400.00,89323.0,45.0,32415.77138710022
9,ails2_etaMax1.000_stoppingTime86400.00,89323.0,ails2_eoh_acc_large,89129.0,194.0,36017.398488521576
10,ails2_eoh_acc_large,89129.0,ails2_etaMax0.020_stoppingTime86400.00,89123.0,6.0,39618.72788858414
11,ails2_etaMax0.020_stoppingTime86400.00,89123.0,ails2_eoh_acc_large,89096.0,27.0,43220.403257608414
12,ails2_eoh_acc_large,89096.0,ails2_etaMax1.000_stoppingTime86400.00,89090.0,6.0,46821.356701135635
13,ails2_etaMax1.000_stoppingTime86400.00,89090.0,ails2_eoh_acc,89048.0,42.0,50422.88660955429
14,ails2_eoh_acc,89048.0,ails2_eoh_acc,89047.0,1.0,54023.963562726974
15,ails2_eoh_acc,89047.0,ails2_eoh_acc,89046.0,1.0,57624.91461396217
16,ails2_eoh_acc,89046.0,ails2_eoh_acc_large,89040.0,6.0,72026.13103604317
17,ails2_eoh_acc_large,89040.0,ails2_eoh_acc,89035.0,5.0,75627.08669257164
18,ails2_eoh_acc,89035.0,ails2_eoh_acc,89034.0,1.0,82828.12743425369
19,ails2_eoh_acc,89034.0,ails2_etaMax0.005_stoppingTime86400.00,89032.0,2.0,151230.61636447906
20,ails2_etaMax0.005_stoppingTime86400.00,89032.0,ails2_etaMax0.005_stoppingTime86400.00,89027.0,5.0,158431.39657998085
21,ails2_etaMax0.005_stoppingTime86400.00,89027.0,HGS-TV,89026.0,1.0,162032.047590971
22,HGS-TV,89026.0,ails2_etaMax0.020_stoppingTime86400.00,89024.0,2.0,205233.51734161377
23,ails2_etaMax0.020_stoppingTime86400.00,89024.0,ails2_etaMax0.005_stoppingTime86400.00,89023.0,1.0,226834.62245440483
24,ails2_etaMax0.005_stoppingTime86400.00,89023.0,HGS-TV,89022.0,1.0,230435.21432614326
25,HGS-TV,89022.0,ails2_etaMax0.020_stoppingTime86400.00,89021.0,1.0,266436.72010469437
26,ails2_etaMax0.020_stoppingTime86400.00,89021.0,ails2_etaMax0.005_stoppingTime86400.00,89019.0,2.0,273637.488250494
27,ails2_etaMax0.005_stoppingTime86400.00,89019.0,ails2_etaMax0.020_stoppingTime86400.00,89018.0,1.0,291638.39232349396
28,ails2_etaMax0.020_stoppingTime86400.00,89018.0,ails2_etaMax0.005_stoppingTime86400.00,89017.0,1.0,295238.9841790199
29,ails2_etaMax0.005_stoppingTime86400.00,89017.0,ails2_etaMax0.005_stoppingTime86400.00,89016.0,1.0,298839.6323237419
30,ails2_etaMax0.005_stoppingTime86400.00,89016.0,ails2_etaMax1.000_stoppingTime1728000.00,89014.0,2.0,896538.0747377872
31,ails2_etaMax1.000_stoppingTime1728000.00,89014.0,ails2_etaMax0.005_stoppingTime86400.00,88970.0,44.0,900138.7109341621
32,ails2_etaMax0.005_stoppingTime86400.00,88970.0,ails2_etaMax0.005_stoppingTime86400.00,88968.0,2.0,903739.3398945332
33,ails2_etaMax0.005_stoppingTime86400.00,88968.0,ails2_etaMax0.005_stoppingTime86400.00,88966.0,2.0,914541.320911169
34,ails2_etaMax0.005_stoppingTime86400.00,88966.0,HGS-TV,88965.0,1.0,939745.9297363758
35,HGS-TV,88965.0,ails2_etaMax0.005_stoppingTime86400.00,88964.0,1.0,961350.3298325539
36,ails2_etaMax0.005_stoppingTime86400.00,88964.0,HGS-TV,88963.0,1.0,975754.3607540131
