id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_omega2,773686.0,ails2_eoh_acc,773435.0,251.0,7202.012877702713
2,ails2_eoh_acc,773435.0,ails2_eoh_acc_large,773416.0,19.0,10803.199464321136
3,ails2_eoh_acc_large,773416.0,ails2_eoh_acc,773403.0,13.0,14404.61650300026
4,ails2_eoh_acc,773403.0,ails2_eoh_acc_large,773391.0,12.0,18006.250742912292
5,ails2_eoh_acc_large,773391.0,ails2_eoh_acc,773389.0,2.0,21607.888597488403
6,ails2_eoh_acc,773389.0,ails2_eoh_acc_large,773387.0,2.0,28809.5254278183
7,ails2_eoh_acc_large,773387.0,ails2_eoh_acc_large,773385.0,2.0,32411.19218659401
8,ails2_eoh_acc_large,773385.0,ails2_eoh_acc_large,773381.0,4.0,36012.77227830887
9,ails2_eoh_acc_large,773381.0,ails2_eoh_omega2,773356.0,25.0,39614.46018791199
10,ails2_eoh_omega2,773356.0,ails2_eoh_acc_large,773259.0,97.0,43216.637822151184
11,ails2_eoh_acc_large,773259.0,ails2_eoh_acc_large,773253.0,6.0,46818.396913290024
12,ails2_eoh_acc_large,773253.0,ails2_eoh_acc_large,773239.0,14.0,50419.83720898628
13,ails2_eoh_acc_large,773239.0,ails2_eoh_acc_large,773234.0,5.0,54021.39471626282
14,ails2_eoh_acc_large,773234.0,ails2_eoh_acc_large,773230.0,4.0,61223.18709087372
15,ails2_eoh_acc_large,773230.0,ails2_eoh_acc_large,773222.0,8.0,64824.89525461197
16,ails2_eoh_acc_large,773222.0,ails2_eoh_acc,773221.0,1.0,86427.04204201698
17,ails2_eoh_acc,773221.0,ails2_etaMax0.010_stoppingTime172800.00,773216.0,5.0,118828.9563896656
18,ails2_etaMax0.010_stoppingTime172800.00,773216.0,ails2_etaMax0.010_stoppingTime172800.00,773207.0,9.0,122430.27780079842
19,ails2_etaMax0.010_stoppingTime172800.00,773207.0,HGS-TV,773197.0,10.0,126031.44224834442
20,HGS-TV,773197.0,ails2_etaMax0.010_stoppingTime172800.00,773194.0,3.0,129632.39603590965
21,ails2_etaMax0.010_stoppingTime172800.00,773194.0,ails2_etaMax0.010_stoppingTime172800.00,773192.0,2.0,140433.84014058113
22,ails2_etaMax0.010_stoppingTime172800.00,773192.0,ails2_etaMax0.010_stoppingTime172800.00,773188.0,4.0,144035.00654411316
23,ails2_etaMax0.010_stoppingTime172800.00,773188.0,ails2_etaMax0.010_stoppingTime172800.00,773184.0,4.0,151236.1248204708
24,ails2_etaMax0.010_stoppingTime172800.00,773184.0,HGS-TV,773182.0,2.0,165637.55865383148
25,HGS-TV,773182.0,HGS-TV,773181.0,1.0,212448.89254307747
26,HGS-TV,773181.0,HGS-TV,773180.0,1.0,226852.70815896988
27,HGS-TV,773180.0,HGS-TV,773179.0,1.0,234054.53481960297
