6.6401;246838.0000;1.0000
6.7761;246627.0000;1.0000
6.8261;246145.0000;1.0000
6.8371;246134.0000;1.0000
6.8790;245831.0000;1.0000
7.1102;245577.0000;1.0000
7.1412;245431.0000;1.0000
7.1544;245382.0000;1.0000
7.3963;245239.0000;1.0000
7.4764;245221.0000;1.0000
7.5420;245011.0000;1.0000
7.5807;244813.0000;0.9999
7.5944;244761.0000;0.9999
7.6007;244755.0000;0.9998
7.6859;244726.0000;0.9997
7.7553;244590.0000;0.9996
7.7743;244115.0000;0.9996
7.8264;243983.0000;0.9995
7.8489;243947.0000;0.9994
7.8906;243855.0000;0.9994
7.9930;243550.0000;0.9993
8.0686;243417.0000;0.9992
8.2679;243013.0000;0.9988
8.2790;242983.0000;0.9987
8.7518;242310.0000;0.9936
8.7705;242308.0000;0.9936
8.7795;242283.0000;0.9935
8.7816;242276.0000;0.9935
8.7906;242274.0000;0.9935
8.8152;242266.0000;0.9934
8.8238;242205.0000;0.9934
8.8891;242201.0000;0.9932
8.8928;242199.0000;0.9932
8.8966;242193.0000;0.9932
8.9017;242186.0000;0.9932
8.9060;242170.0000;0.9932
8.9694;242095.0000;0.9929
9.0021;242035.0000;0.9928
9.0049;242020.0000;0.9928
9.0078;242019.0000;0.9928
9.0301;241990.0000;0.9927
9.0493;241947.0000;0.9927
9.0557;241937.0000;0.9927
9.0596;241936.0000;0.9927
9.0632;241919.0000;0.9927
9.0664;241890.0000;0.9927
9.0844;241863.0000;0.9926
9.0872;241843.0000;0.9926
9.0906;241840.0000;0.9926
9.0997;241830.0000;0.9926
9.1040;241771.0000;0.9926
9.1169;241766.0000;0.9925
9.1685;241763.0000;0.9924
9.2845;241738.0000;0.9922
9.2896;241736.0000;0.9921
9.2916;241731.0000;0.9921
9.2938;241726.0000;0.9921
9.3011;241684.0000;0.9921
9.3058;241682.0000;0.9920
9.3291;241671.0000;0.9920
9.3348;241664.0000;0.9920
9.3398;241642.0000;0.9920
9.3485;241621.0000;0.9919
9.3523;241613.0000;0.9919
9.3998;241596.0000;0.9918
9.4134;241578.0000;0.9918
9.4198;241565.0000;0.9918
9.4247;241549.0000;0.9918
9.4511;241496.0000;0.9917
9.4625;241489.0000;0.9917
9.4699;241471.0000;0.9917
9.5138;241465.0000;0.9916
9.5532;241446.0000;0.9915
9.5586;241444.0000;0.9915
9.5674;241416.0000;0.9915
9.5770;241399.0000;0.9915
9.5829;241394.0000;0.9914
9.5868;241391.0000;0.9914
9.5909;241381.0000;0.9914
9.5953;241366.0000;0.9914
9.6394;241258.0000;0.9913
9.6425;241257.0000;0.9913
9.6511;241256.0000;0.9913
9.6896;241170.0000;0.9912
9.7273;241141.0000;0.9912
9.7291;241132.0000;0.9912
9.7300;241128.0000;0.9912
9.7330;241127.0000;0.9912
9.7839;241107.0000;0.9910
9.7849;241106.0000;0.9910
9.7888;241080.0000;0.9910
9.7923;241069.0000;0.9910
9.8006;241065.0000;0.9910
9.8047;241061.0000;0.9910
9.8107;241044.0000;0.9910
9.8357;241038.0000;0.9909
9.8395;241028.0000;0.9909
9.9265;241025.0000;0.9907
9.9284;241018.0000;0.9906
9.9348;241017.0000;0.9906
9.9409;241009.0000;0.9906
9.9975;241005.0000;0.9905
10.0708;240970.0000;0.9903
10.0802;240959.0000;0.9903
10.0822;240951.0000;0.9903
10.0844;240948.0000;0.9903
10.0983;240935.0000;0.9903
10.1114;240927.0000;0.9902
10.1555;240925.0000;0.9902
10.2513;240920.0000;0.9899
