6.9435;248504.0000;1.0000
7.0328;248341.0000;1.0000
7.1248;247226.0000;1.0000
7.1465;246839.0000;1.0000
7.1907;246597.0000;1.0000
7.2325;246031.0000;1.0000
7.3427;245928.0000;1.0000
7.3574;245891.0000;1.0000
7.5945;245492.0000;1.0000
7.6119;245463.0000;1.0000
7.6424;245354.0000;1.0000
7.6910;245269.0000;1.0000
7.8345;245092.0000;1.0000
7.8532;245018.0000;1.0000
7.9129;244758.0000;0.9999
7.9428;244694.0000;0.9999
8.0174;244467.0000;0.9998
8.0577;244393.0000;0.9997
8.1077;244175.0000;0.9997
8.1579;244046.0000;0.9997
8.3498;243961.0000;0.9995
8.3772;243585.0000;0.9995
8.8447;243578.0000;0.9979
8.8492;243561.0000;0.9979
8.8541;243557.0000;0.9978
8.9528;243546.0000;0.9961
8.9551;243491.0000;0.9961
8.9573;243490.0000;0.9960
8.9600;243484.0000;0.9960
8.9690;243467.0000;0.9960
8.9705;243461.0000;0.9959
8.9776;243447.0000;0.9959
8.9795;243442.0000;0.9958
8.9826;243441.0000;0.9957
8.9840;243439.0000;0.9957
8.9858;243437.0000;0.9956
8.9886;243426.0000;0.9955
8.9938;243410.0000;0.9955
8.9955;243402.0000;0.9954
9.0011;243197.0000;0.9954
9.0043;243183.0000;0.9953
9.0101;243171.0000;0.9952
9.0238;243164.0000;0.9948
9.0270;243162.0000;0.9947
9.0338;243141.0000;0.9946
9.0384;243129.0000;0.9945
9.0489;243103.0000;0.9944
9.0585;243100.0000;0.9941
9.0637;243079.0000;0.9940
9.0701;243037.0000;0.9940
9.0744;243036.0000;0.9939
9.0773;243020.0000;0.9939
9.0804;243019.0000;0.9938
9.0868;243015.0000;0.9937
9.0903;243014.0000;0.9937
9.0944;243008.0000;0.9936
9.0983;243002.0000;0.9936
9.1026;242999.0000;0.9936
9.1079;242983.0000;0.9935
9.1203;242947.0000;0.9935
9.1270;242932.0000;0.9935
9.1302;242930.0000;0.9934
9.1331;242924.0000;0.9934
9.1353;242916.0000;0.9934
9.1381;242899.0000;0.9934
9.1604;242893.0000;0.9933
9.1635;242886.0000;0.9933
9.1703;242858.0000;0.9932
9.1740;242844.0000;0.9932
9.1768;242843.0000;0.9932
9.1809;242820.0000;0.9932
9.1823;242819.0000;0.9932
9.1846;242810.0000;0.9932
9.2010;242552.0000;0.9932
9.2104;242546.0000;0.9931
9.2871;242542.0000;0.9929
9.4332;242483.0000;0.9925
9.4365;242478.0000;0.9925
9.4482;242174.0000;0.9925
9.5131;242169.0000;0.9923
9.5154;242162.0000;0.9923
9.5165;242146.0000;0.9923
9.5180;242132.0000;0.9923
9.5231;242115.0000;0.9923
9.5499;242114.0000;0.9923
9.5532;242112.0000;0.9923
9.5557;242101.0000;0.9922
9.5600;242087.0000;0.9922
9.5773;242051.0000;0.9922
9.5921;242028.0000;0.9922
9.5974;242015.0000;0.9921
9.6022;242006.0000;0.9921
9.6868;242005.0000;0.9919
9.6882;241986.0000;0.9919
9.6899;241981.0000;0.9919
9.7155;241857.0000;0.9918
9.7185;241829.0000;0.9918
9.7220;241806.0000;0.9917
9.7276;241802.0000;0.9917
9.7360;241770.0000;0.9917
9.7411;241738.0000;0.9917
9.8026;241694.0000;0.9916
9.8059;241690.0000;0.9916
9.8070;241688.0000;0.9916
9.8177;241672.0000;0.9916
9.8212;241657.0000;0.9915
9.9015;241622.0000;0.9914
9.9063;241621.0000;0.9914
9.9586;241583.0000;0.9912
9.9980;241538.0000;0.9911
10.0104;241522.0000;0.9911
10.0154;241512.0000;0.9911
10.0206;241483.0000;0.9910
10.0388;241476.0000;0.9910
10.0493;241449.0000;0.9910
10.0564;241444.0000;0.9910
10.0584;241426.0000;0.9910
10.0655;241410.0000;0.9909
10.0982;241390.0000;0.9908
10.1039;241371.0000;0.9908
10.1056;241370.0000;0.9908
10.1093;241369.0000;0.9908
10.1192;241360.0000;0.9908
10.1320;241353.0000;0.9907
10.1382;241351.0000;0.9907
10.1450;241333.0000;0.9907
10.1505;241323.0000;0.9907
10.1570;241321.0000;0.9906
10.2934;241258.0000;0.9902
10.3089;241254.0000;0.9901
10.4198;241201.0000;0.9899
10.4263;241176.0000;0.9899
10.4287;241173.0000;0.9898
10.4341;241168.0000;0.9898
10.4368;241166.0000;0.9898
10.4481;241152.0000;0.9898
10.6142;241098.0000;0.9894
10.6235;241029.0000;0.9894
10.7111;241028.0000;0.9892
10.7171;241002.0000;0.9892
10.7379;240971.0000;0.9892
10.7397;240969.0000;0.9892
10.7438;240962.0000;0.9892
10.7471;240951.0000;0.9892
10.7497;240947.0000;0.9891
10.7579;240920.0000;0.9891
10.7662;240888.0000;0.9891
10.8264;240873.0000;0.9890
11.0776;240794.0000;0.9884
11.1050;240790.0000;0.9884
11.1099;240771.0000;0.9884
11.1151;240765.0000;0.9884
11.1200;240761.0000;0.9884
11.1223;240756.0000;0.9884
11.1389;240729.0000;0.9883
11.1442;240716.0000;0.9883
11.1580;240708.0000;0.9883
