id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_omega2,464672.0,ails2_etaMax0.020_stoppingTime86400.00,464501.0,171.0,7201.024133443832
2,ails2_etaMax0.020_stoppingTime86400.00,464501.0,ails2_eoh_acc_large,464340.0,161.0,10801.874961614609
3,ails2_eoh_acc_large,464340.0,ails2_etaMax0.020_stoppingTime86400.00,464321.0,19.0,18002.837490797043
4,ails2_etaMax0.020_stoppingTime86400.00,464321.0,ails2_eoh_acc,464214.0,107.0,21603.719831466675
5,ails2_eoh_acc,464214.0,ails2_eoh_acc,464200.0,14.0,25204.43193101883
6,ails2_eoh_acc,464200.0,ails2_eoh_acc,464193.0,7.0,28805.155898571014
7,ails2_eoh_acc,464193.0,ails2_etaMax0.005_stoppingTime86400.00,464180.0,13.0,32406.00405406952
8,ails2_etaMax0.005_stoppingTime86400.00,464180.0,ails2_eoh_acc,464157.0,23.0,36007.043704748154
9,ails2_eoh_acc,464157.0,ails2_etaMax0.005_stoppingTime86400.00,464139.0,18.0,39607.74955415726
10,ails2_etaMax0.005_stoppingTime86400.00,464139.0,HGS-TV,464132.0,7.0,43208.624863147736
11,HGS-TV,464132.0,HGS-TV,464129.0,3.0,46809.31451916695
12,HGS-TV,464129.0,ails2_etaMax1.000_stoppingTime86400.00,463978.0,151.0,50410.16699075699
13,ails2_etaMax1.000_stoppingTime86400.00,463978.0,ails2_etaMax0.005_stoppingTime86400.00,463549.0,429.0,54011.04494404793
14,ails2_etaMax0.005_stoppingTime86400.00,463549.0,ails2_eoh_acc_large,463488.0,61.0,57611.98059821129
15,ails2_eoh_acc_large,463488.0,ails2_eoh_acc_large,463487.0,1.0,61212.70385956764
16,ails2_eoh_acc_large,463487.0,ails2_eoh_acc_large,463484.0,3.0,82813.9210588932
17,ails2_eoh_acc_large,463484.0,ails2_eoh_acc_large,463483.0,1.0,86414.61606931686
18,ails2_eoh_acc_large,463483.0,ails2_etaMax0.020_stoppingTime86400.00,463482.0,1.0,147616.5278222561
19,ails2_etaMax0.020_stoppingTime86400.00,463482.0,HGS-TV,463472.0,10.0,151217.12498807907
20,HGS-TV,463472.0,HGS-TV,463468.0,4.0,154817.62884140015
21,HGS-TV,463468.0,ails2_etaMax0.020_stoppingTime86400.00,463467.0,1.0,194419.05286312103
22,ails2_etaMax0.020_stoppingTime86400.00,463467.0,HGS-TV,463461.0,6.0,198019.58989095688
23,HGS-TV,463461.0,HGS-TV,463457.0,4.0,201620.10074067116
24,HGS-TV,463457.0,HGS-TV,463454.0,3.0,205220.5500793457
25,HGS-TV,463454.0,ails2_etaMax0.020_stoppingTime86400.00,463453.0,1.0,241221.92474150658
26,ails2_etaMax0.020_stoppingTime86400.00,463453.0,HGS-TV,463435.0,18.0,244822.40383982658
27,HGS-TV,463435.0,HGS-TV,463427.0,8.0,248422.87109375
28,HGS-TV,463427.0,HGS-TV,463421.0,6.0,252023.37258553505
29,HGS-TV,463421.0,ails2_etaMax1.000_stoppingTime432000.00,463414.0,7.0,309625.2548868656
30,ails2_etaMax1.000_stoppingTime432000.00,463414.0,ails2_etaMax0.005_stoppingTime86400.00,463396.0,18.0,313225.8046643734
31,ails2_etaMax0.005_stoppingTime86400.00,463396.0,HGS-TV,463389.0,7.0,316826.3546965122
