timestamp_sec,score
0.0,32809.0
0.0,32809.0
0.0,32809.0
0.0,32809.0
0.0,32809.0
46.92664697265625,32805.0
58.15,32807.0
60.215,32805.0
74.452,32803.0
76.681,32798.0
88.777,32797.0
