algo_name,seed_count
ails2_eoh_acc,8
ails2_eoh_acc_large,8
ails2_etaMax0.010_stoppingTime172800.00,2
ails2_etaMax1.000_stoppingTime86400.00,2
ails2_etaMax0.020_stoppingTime86400.00,1
HGS-TV,2
