id,algo_name,score,runningtime
1,ails2_eoh_acc_large,41629.0,64.41775732421875
2,ails2_eoh_acc,41754.0,64.51675732421874
3,ails2_etaMax0.020_stoppingTime86400.00,41195.0,64.33475732421876
4,ails2_etaMax1.000_stoppingTime86400.00,42065.0,64.55175732421876
5,ails2_etaMax0.005_stoppingTime86400.00,41090.0,63.56275732421875
6,ails2_etaMax1.000_stoppingTime432000.00,41585.0,64.02575732421874
7,ails2_etaMax1.000_stoppingTime864000.00,41591.0,53.90175732421875
8,ails2_etaMax1.000_stoppingTime1296000.00,41538.0,59.75275732421875
9,ails2_eoh_omega2,41159.0,62.46675732421875
10,ails2_etaMax0.010_stoppingTime172800.00,41390.0,65.55675732421875
11,ails2_etaMax1.000_stoppingTime1296000.00,41332.0,96.59575732421875
12,ails2_etaMax1.000_stoppingTime432000.00,41336.0,122.49375732421875
13,ails2_etaMax1.000_stoppingTime864000.00,41333.0,117.61175732421874
14,ails2_etaMax1.000_stoppingTime86400.00,42017.0,113.42375732421876
15,ails2_etaMax0.005_stoppingTime86400.00,40998.0,122.77875732421874
16,ails2_etaMax0.020_stoppingTime86400.00,41079.0,125.78375732421875
17,ails2_eoh_acc,41580.0,124.54075732421875
18,ails2_eoh_omega2,41004.0,123.66275732421875
19,ails2_eoh_acc_large,41425.0,124.61975732421875
20,ails2_etaMax0.010_stoppingTime172800.00,41223.0,125.00275732421875
21,ails2_etaMax1.000_stoppingTime432000.00,41272.0,162.38475732421875
22,ails2_eoh_acc,41530.0,183.45575732421875
23,ails2_eoh_acc_large,41359.0,184.47375732421875
24,ails2_etaMax0.005_stoppingTime86400.00,40942.0,181.59275732421875
25,ails2_etaMax1.000_stoppingTime1296000.00,41324.0,128.18875732421876
26,ails2_etaMax0.020_stoppingTime86400.00,40997.0,186.87075732421874
27,ails2_eoh_omega2,40944.0,167.18475732421874
28,ails2_etaMax1.000_stoppingTime86400.00,41665.0,180.70975732421874
29,ails2_etaMax0.010_stoppingTime172800.00,41147.0,187.03875732421875
30,ails2_etaMax1.000_stoppingTime86400.00,41323.0,234.60375732421875
31,ails2_etaMax0.020_stoppingTime86400.00,40955.0,247.61175732421876
32,ails2_eoh_acc_large,41308.0,245.57875732421874
33,ails2_eoh_acc,41450.0,242.64175732421876
34,ails2_eoh_omega2,40866.0,245.27075732421875
35,ails2_etaMax1.000_stoppingTime1296000.00,41297.0,247.49575732421874
36,ails2_etaMax0.005_stoppingTime86400.00,40930.0,231.04075732421876
37,ails2_etaMax0.010_stoppingTime172800.00,41114.0,248.78375732421875
38,ails2_etaMax1.000_stoppingTime864000.00,41309.0,249.12675732421874
39,ails2_eoh_omega2,40835.0,300.82075732421873
40,ails2_eoh_acc_large,41287.0,303.74875732421873
41,ails2_eoh_acc,41422.0,307.29375732421875
42,ails2_etaMax0.020_stoppingTime86400.00,40902.0,308.0257573242188
43,ails2_etaMax0.005_stoppingTime86400.00,40909.0,287.3427573242187
44,ails2_etaMax1.000_stoppingTime86400.00,41280.0,278.08175732421876
45,ails2_etaMax1.000_stoppingTime864000.00,41283.0,253.23575732421875
46,ails2_etaMax0.010_stoppingTime172800.00,41087.0,306.8257573242187
47,ails2_etaMax1.000_stoppingTime1296000.00,41278.0,355.61375732421874
48,ails2_etaMax0.020_stoppingTime86400.00,40837.0,368.3477573242188
49,ails2_eoh_acc_large,41084.0,368.66175732421874
50,ails2_etaMax1.000_stoppingTime86400.00,41276.0,360.0687573242187
51,ails2_eoh_omega2,40754.0,367.03475732421873
52,ails2_eoh_acc,41389.0,364.81975732421876
53,ails2_etaMax0.010_stoppingTime172800.00,41068.0,357.49475732421877
54,ails2_etaMax1.000_stoppingTime432000.00,41267.0,387.73575732421875
55,ails2_etaMax1.000_stoppingTime1296000.00,41207.0,394.30875732421873
56,ails2_etaMax1.000_stoppingTime86400.00,41262.0,372.49775732421875
57,ails2_eoh_acc_large,40840.0,429.98275732421877
58,ails2_eoh_acc,41380.0,408.5447573242187
59,ails2_eoh_omega2,40704.0,423.17175732421873
60,ails2_etaMax0.020_stoppingTime86400.00,40817.0,410.40175732421875
61,ails2_etaMax0.005_stoppingTime86400.00,40905.0,438.08375732421877
62,ails2_etaMax1.000_stoppingTime432000.00,41265.0,423.53175732421874
63,ails2_etaMax0.010_stoppingTime172800.00,41063.0,466.15875732421875
64,ails2_etaMax1.000_stoppingTime864000.00,41272.0,482.70475732421875
65,ails2_etaMax0.020_stoppingTime86400.00,40799.0,482.81275732421875
66,ails2_eoh_omega2,40698.0,488.07975732421875
67,ails2_eoh_acc,41376.0,487.03575732421876
68,ails2_eoh_acc_large,40802.0,489.52375732421876
69,ails2_etaMax0.005_stoppingTime86400.00,40890.0,462.4727573242188
70,ails2_etaMax0.010_stoppingTime172800.00,41053.0,474.42175732421873
71,ails2_etaMax1.000_stoppingTime864000.00,41241.0,494.11375732421874
72,ails2_eoh_omega2,40660.0,552.7797573242187
73,ails2_etaMax0.020_stoppingTime86400.00,40789.0,533.3827573242188
74,ails2_eoh_acc,41354.0,542.1597573242187
75,ails2_eoh_acc_large,40792.0,542.2937573242187
76,ails2_etaMax1.000_stoppingTime86400.00,41261.0,555.6797573242187
77,ails2_etaMax0.005_stoppingTime86400.00,40845.0,550.0527573242188
78,ails2_etaMax1.000_stoppingTime432000.00,41263.0,572.3597573242188
79,ails2_etaMax0.020_stoppingTime86400.00,40765.0,612.6687573242187
80,ails2_eoh_acc_large,40787.0,606.7537573242188
81,ails2_eoh_omega2,40633.0,611.2237573242187
82,ails2_eoh_acc,41347.0,611.5147573242187
83,ails2_etaMax1.000_stoppingTime86400.00,41231.0,571.1337573242188
84,ails2_etaMax0.005_stoppingTime86400.00,40838.0,608.2117573242188
85,ails2_etaMax1.000_stoppingTime432000.00,41247.0,615.6847573242187
86,ails2_etaMax0.010_stoppingTime172800.00,41052.0,664.9867573242187
87,ails2_eoh_omega2,40631.0,617.3327573242187
88,ails2_eoh_acc,41322.0,660.4467573242188
89,ails2_eoh_acc_large,40781.0,665.7787573242188
90,ails2_etaMax0.020_stoppingTime86400.00,40740.0,672.7807573242187
91,ails2_etaMax0.005_stoppingTime86400.00,40827.0,667.6267573242187
92,ails2_etaMax1.000_stoppingTime432000.00,41206.0,641.7537573242188
93,ails2_etaMax0.010_stoppingTime172800.00,41028.0,721.3547573242188
94,ails2_etaMax0.020_stoppingTime86400.00,40732.0,699.9987573242188
95,ails2_eoh_acc_large,40776.0,726.9327573242188
96,ails2_eoh_acc,41318.0,712.8117573242188
97,ails2_etaMax0.005_stoppingTime86400.00,40765.0,739.9817573242187
98,ails2_etaMax0.010_stoppingTime172800.00,40927.0,786.7907573242187
99,ails2_eoh_acc,41314.0,785.3827573242188
100,ails2_eoh_acc_large,40745.0,795.0897573242188
101,ails2_etaMax0.020_stoppingTime86400.00,40720.0,793.8597573242188
102,ails2_etaMax0.005_stoppingTime86400.00,40747.0,802.0167573242187
103,ails2_etaMax1.000_stoppingTime86400.00,41225.0,822.8547573242188
104,ails2_etaMax0.010_stoppingTime172800.00,40905.0,842.0497573242187
105,ails2_eoh_acc_large,40740.0,825.5787573242187
106,ails2_etaMax0.020_stoppingTime86400.00,40713.0,814.8107573242188
107,ails2_etaMax0.005_stoppingTime86400.00,40707.0,857.8267573242188
108,ails2_eoh_acc,41311.0,866.2677573242188
109,ails2_eoh_omega2,40630.0,871.7747573242187
110,ails2_etaMax1.000_stoppingTime86400.00,41212.0,891.1717573242188
111,ails2_etaMax0.010_stoppingTime172800.00,40852.0,905.3837573242188
112,ails2_eoh_acc_large,40730.0,889.1427573242188
113,ails2_etaMax0.020_stoppingTime86400.00,40712.0,923.4097573242187
114,ails2_etaMax0.005_stoppingTime86400.00,40704.0,911.1977573242187
115,ails2_eoh_acc,41309.0,901.0877573242187
116,ails2_eoh_omega2,40620.0,885.5317573242188
117,ails2_etaMax1.000_stoppingTime86400.00,41147.0,928.3297573242188
118,ails2_etaMax0.010_stoppingTime172800.00,40804.0,958.8217573242188
119,ails2_eoh_acc_large,40728.0,975.7467573242187
120,ails2_etaMax0.020_stoppingTime86400.00,40709.0,950.4827573242187
121,ails2_etaMax0.005_stoppingTime86400.00,40691.0,943.7357573242188
122,ails2_eoh_acc,41307.0,980.7957573242187
123,ails2_eoh_omega2,40613.0,972.9937573242188
124,ails2_etaMax0.010_stoppingTime172800.00,40788.0,999.5967573242187
125,ails2_eoh_acc_large,40721.0,1029.8797573242186
126,ails2_eoh_omega2,40611.0,1055.0287573242188
127,ails2_etaMax0.005_stoppingTime86400.00,40690.0,1068.6357573242187
128,ails2_etaMax0.010_stoppingTime172800.00,40735.0,1087.8707573242189
129,ails2_eoh_acc_large,40685.0,1101.9137573242188
130,ails2_etaMax0.020_stoppingTime86400.00,40707.0,1114.1157573242187
131,ails2_eoh_omega2,40608.0,1095.3177573242187
132,ails2_eoh_acc,41306.0,1126.2727573242187
133,ails2_etaMax0.005_stoppingTime86400.00,40668.0,1127.3207573242187
134,ails2_etaMax0.010_stoppingTime172800.00,40683.0,1146.1457573242187
135,ails2_eoh_acc_large,40676.0,1159.7077573242188
136,ails2_etaMax0.020_stoppingTime86400.00,40694.0,1149.7097573242188
137,ails2_eoh_omega2,40599.0,1143.4087573242186
138,ails2_eoh_acc,41305.0,1187.4167573242187
139,ails2_etaMax0.010_stoppingTime172800.00,40675.0,1184.3847573242188
140,ails2_eoh_acc_large,40672.0,1178.8267573242188
