id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.010_stoppingTime172800.00,40418.0,ails2_etaMax0.010_stoppingTime172800.00,40357.0,61.0,7201.654297590256
2,ails2_etaMax0.010_stoppingTime172800.00,40357.0,ails2_eoh_acc,40325.0,32.0,10802.36339879036
3,ails2_eoh_acc,40325.0,ails2_etaMax0.010_stoppingTime172800.00,40311.0,14.0,14403.164618253708
4,ails2_etaMax0.010_stoppingTime172800.00,40311.0,ails2_eoh_acc_large,40277.0,34.0,18004.9530005455
5,ails2_eoh_acc_large,40277.0,ails2_eoh_acc,40276.0,1.0,21605.545042037964
6,ails2_eoh_acc,40276.0,ails2_etaMax1.000_stoppingTime86400.00,40274.0,2.0,46806.86787867546
7,ails2_etaMax1.000_stoppingTime86400.00,40274.0,ails2_eoh_acc_large,40232.0,42.0,50407.522943496704
8,ails2_eoh_acc_large,40232.0,ails2_eoh_acc_large,40227.0,5.0,54008.12582206726
9,ails2_eoh_acc_large,40227.0,ails2_etaMax1.000_stoppingTime86400.00,40225.0,2.0,64808.84754228592
10,ails2_etaMax1.000_stoppingTime86400.00,40225.0,ails2_etaMax1.000_stoppingTime86400.00,40224.0,1.0,68409.603348732
11,ails2_etaMax1.000_stoppingTime86400.00,40224.0,ails2_etaMax1.000_stoppingTime86400.00,40222.0,2.0,75610.30757427216
12,ails2_etaMax1.000_stoppingTime86400.00,40222.0,ails2_etaMax1.000_stoppingTime432000.00,40219.0,3.0,252022.97901177406
13,ails2_etaMax1.000_stoppingTime432000.00,40219.0,HGS-TV,40213.0,6.0,255623.36728525162
14,HGS-TV,40213.0,HGS-TV,40212.0,1.0,262823.9704618454
15,HGS-TV,40212.0,HGS-TV,40211.0,1.0,266424.25318193436
16,HGS-TV,40211.0,ails2_etaMax0.020_stoppingTime86400.00,40210.0,1.0,273624.88340067863
17,ails2_etaMax0.020_stoppingTime86400.00,40210.0,ails2_etaMax1.000_stoppingTime432000.00,40207.0,3.0,284426.0793170929
18,ails2_etaMax1.000_stoppingTime432000.00,40207.0,HGS-TV,40205.0,2.0,288026.48293471336
19,HGS-TV,40205.0,ails2_etaMax1.000_stoppingTime432000.00,40204.0,1.0,302427.7472229004
20,ails2_etaMax1.000_stoppingTime432000.00,40204.0,ails2_etaMax1.000_stoppingTime432000.00,40203.0,1.0,309628.70302820206
21,ails2_etaMax1.000_stoppingTime432000.00,40203.0,ails2_etaMax1.000_stoppingTime432000.00,40201.0,2.0,360034.5361087322
