id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,245930.0,ails2_eoh_omega2,245721.0,209.0,7205.146603107452
2,ails2_eoh_omega2,245721.0,ails2_etaMax0.020_stoppingTime86400.00,245563.0,158.0,10808.792213201523
3,ails2_etaMax0.020_stoppingTime86400.00,245563.0,ails2_etaMax0.020_stoppingTime86400.00,245371.0,192.0,14411.986530780792
4,ails2_etaMax0.020_stoppingTime86400.00,245371.0,ails2_eoh_acc,245264.0,107.0,18016.287045001984
5,ails2_eoh_acc,245264.0,ails2_eoh_acc,245255.0,9.0,21618.874778985977
6,ails2_eoh_acc,245255.0,ails2_eoh_acc,245234.0,21.0,25220.898782730103
7,ails2_eoh_acc,245234.0,ails2_eoh_acc,245232.0,2.0,28823.153345108032
8,ails2_eoh_acc,245232.0,ails2_eoh_acc,245228.0,4.0,32425.096764802933
9,ails2_eoh_acc,245228.0,ails2_eoh_acc_large,245217.0,11.0,36027.0157558918
10,ails2_eoh_acc_large,245217.0,ails2_etaMax1.000_stoppingTime86400.00,245166.0,51.0,39628.94297289848
11,ails2_etaMax1.000_stoppingTime86400.00,245166.0,ails2_eoh_acc,244673.0,493.0,43231.88448667526
12,ails2_eoh_acc,244673.0,ails2_etaMax0.020_stoppingTime86400.00,244635.0,38.0,46834.39658689499
13,ails2_etaMax0.020_stoppingTime86400.00,244635.0,ails2_eoh_acc_large,244534.0,101.0,50436.47222495079
14,ails2_eoh_acc_large,244534.0,ails2_eoh_acc_large,244529.0,5.0,54038.10076761246
15,ails2_eoh_acc_large,244529.0,ails2_etaMax1.000_stoppingTime86400.00,244468.0,61.0,57639.92023444176
16,ails2_etaMax1.000_stoppingTime86400.00,244468.0,HGS-TV,244370.0,98.0,61242.207127571106
17,HGS-TV,244370.0,ails2_eoh_acc,244353.0,17.0,64843.631767988205
18,ails2_eoh_acc,244353.0,ails2_etaMax1.000_stoppingTime86400.00,244337.0,16.0,68444.9631588459
19,ails2_etaMax1.000_stoppingTime86400.00,244337.0,ails2_etaMax1.000_stoppingTime86400.00,244308.0,29.0,72046.39521479607
20,ails2_etaMax1.000_stoppingTime86400.00,244308.0,ails2_eoh_acc,244290.0,18.0,75647.82703852654
21,ails2_eoh_acc,244290.0,ails2_eoh_acc,244288.0,2.0,79249.06639266014
22,ails2_eoh_acc,244288.0,ails2_etaMax0.005_stoppingTime86400.00,244283.0,5.0,97250.6602575779
23,ails2_etaMax0.005_stoppingTime86400.00,244283.0,HGS-TV,244282.0,1.0,108051.63498854637
24,HGS-TV,244282.0,HGS-TV,244281.0,1.0,115252.4110224247
25,HGS-TV,244281.0,ails2_etaMax0.005_stoppingTime86400.00,244279.0,2.0,118853.09081864357
26,ails2_etaMax0.005_stoppingTime86400.00,244279.0,filo2,244278.0,1.0,122453.83108210564
27,filo2,244278.0,HGS-TV,244273.0,5.0,126054.48535442352
28,HGS-TV,244273.0,HGS-TV,244271.0,2.0,133255.2991952896
29,HGS-TV,244271.0,HGS-TV,244270.0,1.0,147656.40714788437
30,HGS-TV,244270.0,ails2_etaMax1.000_stoppingTime432000.00,244242.0,28.0,248459.55585861206
31,ails2_etaMax1.000_stoppingTime432000.00,244242.0,ails2_etaMax0.005_stoppingTime86400.00,244169.0,73.0,252059.80302143097
32,ails2_etaMax0.005_stoppingTime86400.00,244169.0,filo2,244168.0,1.0,255660.4989285469
33,filo2,244168.0,filo2,244167.0,1.0,259261.2627120018
34,filo2,244167.0,ails2_etaMax1.000_stoppingTime432000.00,244137.0,30.0,266462.11089897156
35,ails2_etaMax1.000_stoppingTime432000.00,244137.0,ails2_etaMax0.005_stoppingTime86400.00,244063.0,74.0,270062.8792619705
36,ails2_etaMax0.005_stoppingTime86400.00,244063.0,HGS-TV,244062.0,1.0,291664.1953680515
37,HGS-TV,244062.0,ails2_etaMax1.000_stoppingTime432000.00,244046.0,16.0,295264.79511260986
38,ails2_etaMax1.000_stoppingTime432000.00,244046.0,HGS-TV,244037.0,9.0,298865.5978484154
39,HGS-TV,244037.0,ails2_etaMax0.005_stoppingTime86400.00,244023.0,14.0,302466.15998625755
40,ails2_etaMax0.005_stoppingTime86400.00,244023.0,filo2,244021.0,2.0,306066.8067970276
41,filo2,244021.0,HGS-TV,244020.0,1.0,313267.5935008526
42,HGS-TV,244020.0,HGS-TV,244015.0,5.0,316868.24269866943
43,HGS-TV,244015.0,HGS-TV,244014.0,1.0,334869.34295868874
44,HGS-TV,244014.0,filo2,244013.0,1.0,338469.9707710743
45,filo2,244013.0,ails2_etaMax1.000_stoppingTime432000.00,244011.0,2.0,342070.70693540573
46,ails2_etaMax1.000_stoppingTime432000.00,244011.0,ails2_etaMax1.000_stoppingTime432000.00,244008.0,3.0,345671.5303995609
47,ails2_etaMax1.000_stoppingTime432000.00,244008.0,ails2_etaMax1.000_stoppingTime432000.00,244005.0,3.0,349272.25792860985
48,ails2_etaMax1.000_stoppingTime432000.00,244005.0,HGS-TV,244002.0,3.0,352873.03875517845
49,HGS-TV,244002.0,filo2,244001.0,1.0,356473.67484021187
50,filo2,244001.0,ails2_etaMax1.000_stoppingTime432000.00,243998.0,3.0,378074.88315320015
51,ails2_etaMax1.000_stoppingTime432000.00,243998.0,ails2_etaMax1.000_stoppingTime432000.00,243997.0,1.0,381675.5711259842
52,ails2_etaMax1.000_stoppingTime432000.00,243997.0,ails2_etaMax1.000_stoppingTime432000.00,243996.0,1.0,399676.7312719822
