algo_name,seed_count
ails2_eoh_omega2,2
ails2_eoh_acc_large,4
ails2_etaMax1.000_stoppingTime86400.00,2
ails2_eoh_acc,1
HGS-TV,3
ails2_etaMax0.020_stoppingTime86400.00,1
