algo_name,seed_count
ails2_etaMax0.010_stoppingTime172800.00,6
ails2_eoh_acc_large,8
ails2_eoh_omega2,14
ails2_eoh_acc,4
filo2,3
ails2_etaMax1.000_stoppingTime86400.00,2
HGS-TV,5
