id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,703619.0,ails2_etaMax0.020_stoppingTime86400.00,703547.0,72.0,7201.876583337784
2,ails2_etaMax0.020_stoppingTime86400.00,703547.0,ails2_eoh_acc,703508.0,39.0,10802.85935497284
3,ails2_eoh_acc,703508.0,ails2_eoh_acc,703481.0,27.0,14403.874104261398
4,ails2_eoh_acc,703481.0,ails2_eoh_acc,703480.0,1.0,28805.483679294586
5,ails2_eoh_acc,703480.0,ails2_etaMax1.000_stoppingTime86400.00,703462.0,18.0,50407.1682035923
6,ails2_etaMax1.000_stoppingTime86400.00,703462.0,ails2_eoh_acc_large,703362.0,100.0,54008.37642645836
7,ails2_eoh_acc_large,703362.0,ails2_eoh_acc,703361.0,1.0,57609.17368030548
8,ails2_eoh_acc,703361.0,ails2_etaMax0.005_stoppingTime86400.00,703360.0,1.0,61210.36180090904
9,ails2_etaMax0.005_stoppingTime86400.00,703360.0,ails2_eoh_acc,703349.0,11.0,64811.564133405685
10,ails2_eoh_acc,703349.0,ails2_eoh_acc_large,703348.0,1.0,75612.4840874672
11,ails2_eoh_acc_large,703348.0,ails2_etaMax1.000_stoppingTime432000.00,703347.0,1.0,338443.52542829514
12,ails2_etaMax1.000_stoppingTime432000.00,703347.0,ails2_etaMax1.000_stoppingTime432000.00,703346.0,1.0,342044.3580856323
13,ails2_etaMax1.000_stoppingTime432000.00,703346.0,HGS-TV,703345.0,1.0,345645.06849861145
14,HGS-TV,703345.0,ails2_etaMax1.000_stoppingTime432000.00,703339.0,6.0,356446.63189315796
15,ails2_etaMax1.000_stoppingTime432000.00,703339.0,warm_start,703336.0,3.0,360047.3939113617
