id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,286906.0,ails2_etaMax0.005_stoppingTime86400.00,286684.0,222.0,7203.720876455307
2,ails2_etaMax0.005_stoppingTime86400.00,286684.0,ails2_etaMax0.005_stoppingTime86400.00,286565.0,119.0,10806.5975420475
3,ails2_etaMax0.005_stoppingTime86400.00,286565.0,ails2_eoh_acc_large,286523.0,42.0,14409.778688907623
4,ails2_eoh_acc_large,286523.0,ails2_eoh_acc_large,286522.0,1.0,18012.293966770172
5,ails2_eoh_acc_large,286522.0,ails2_eoh_acc_large,286502.0,20.0,21614.705471515656
6,ails2_eoh_acc_large,286502.0,ails2_etaMax0.020_stoppingTime86400.00,286480.0,22.0,25217.142666101456
7,ails2_etaMax0.020_stoppingTime86400.00,286480.0,ails2_eoh_acc_large,286242.0,238.0,28819.846989154816
8,ails2_eoh_acc_large,286242.0,ails2_etaMax0.020_stoppingTime86400.00,286193.0,49.0,32421.906764507294
9,ails2_etaMax0.020_stoppingTime86400.00,286193.0,ails2_etaMax0.005_stoppingTime86400.00,286021.0,172.0,36024.838894844055
10,ails2_etaMax0.005_stoppingTime86400.00,286021.0,ails2_etaMax0.005_stoppingTime86400.00,285990.0,31.0,39627.96065115929
11,ails2_etaMax0.005_stoppingTime86400.00,285990.0,ails2_eoh_acc_large,285932.0,58.0,43230.567479372025
12,ails2_eoh_acc_large,285932.0,ails2_etaMax1.000_stoppingTime86400.00,285915.0,17.0,46832.44271397591
13,ails2_etaMax1.000_stoppingTime86400.00,285915.0,ails2_eoh_acc_large,285487.0,428.0,50436.08674001694
14,ails2_eoh_acc_large,285487.0,ails2_eoh_acc_large,285444.0,43.0,54038.18268084526
15,ails2_eoh_acc_large,285444.0,ails2_eoh_acc_large,285433.0,11.0,57640.09072780609
16,ails2_eoh_acc_large,285433.0,ails2_etaMax1.000_stoppingTime86400.00,285349.0,84.0,61242.65086340904
17,ails2_etaMax1.000_stoppingTime86400.00,285349.0,ails2_eoh_acc_large,285187.0,162.0,64844.17918944359
18,ails2_eoh_acc_large,285187.0,ails2_eoh_acc_large,285182.0,5.0,68445.5166220665
19,ails2_eoh_acc_large,285182.0,ails2_eoh_acc,285180.0,2.0,72046.69079351425
20,ails2_eoh_acc,285180.0,ails2_etaMax1.000_stoppingTime86400.00,285175.0,5.0,75647.9070763588
21,ails2_etaMax1.000_stoppingTime86400.00,285175.0,ails2_eoh_acc,285149.0,26.0,79249.48282527924
22,ails2_eoh_acc,285149.0,ails2_eoh_acc,285137.0,12.0,82850.65881800652
23,ails2_eoh_acc,285137.0,ails2_eoh_acc,285131.0,6.0,86452.00688838959
24,ails2_eoh_acc,285131.0,ails2_etaMax1.000_stoppingTime432000.00,285105.0,26.0,270057.47063326836
25,ails2_etaMax1.000_stoppingTime432000.00,285105.0,ails2_etaMax0.020_stoppingTime86400.00,285039.0,66.0,273657.72565317154
26,ails2_etaMax0.020_stoppingTime86400.00,285039.0,ails2_etaMax0.005_stoppingTime86400.00,285008.0,31.0,277258.4350795746
27,ails2_etaMax0.005_stoppingTime86400.00,285008.0,ails2_etaMax0.005_stoppingTime86400.00,284999.0,9.0,280859.15889930725
28,ails2_etaMax0.005_stoppingTime86400.00,284999.0,ails2_etaMax0.005_stoppingTime86400.00,284980.0,19.0,284460.01909446716
29,ails2_etaMax0.005_stoppingTime86400.00,284980.0,HGS-TV,284974.0,6.0,288060.8568189144
30,HGS-TV,284974.0,ails2_etaMax1.000_stoppingTime432000.00,284972.0,2.0,313261.74302339554
31,ails2_etaMax1.000_stoppingTime432000.00,284972.0,ails2_etaMax1.000_stoppingTime432000.00,284964.0,8.0,316862.43260741234
32,ails2_etaMax1.000_stoppingTime432000.00,284964.0,HGS-TV,284948.0,16.0,320463.246973753
33,HGS-TV,284948.0,ails2_etaMax0.005_stoppingTime86400.00,284933.0,15.0,324063.9708414078
34,ails2_etaMax0.005_stoppingTime86400.00,284933.0,HGS-TV,284927.0,6.0,327664.67869377136
35,HGS-TV,284927.0,ails2_etaMax1.000_stoppingTime432000.00,284922.0,5.0,342065.54125380516
36,ails2_etaMax1.000_stoppingTime432000.00,284922.0,HGS-TV,284908.0,14.0,345666.2444548607
37,HGS-TV,284908.0,ails2_etaMax1.000_stoppingTime432000.00,284897.0,11.0,360067.2590265274
38,ails2_etaMax1.000_stoppingTime432000.00,284897.0,HGS-TV,284893.0,4.0,363668.00416111946
39,HGS-TV,284893.0,ails2_etaMax1.000_stoppingTime432000.00,284890.0,3.0,374468.863001585
40,ails2_etaMax1.000_stoppingTime432000.00,284890.0,HGS-TV,284887.0,3.0,381669.7511792183
41,HGS-TV,284887.0,ails2_etaMax1.000_stoppingTime432000.00,284886.0,1.0,388870.4829316139
42,ails2_etaMax1.000_stoppingTime432000.00,284886.0,HGS-TV,284884.0,2.0,392471.2388560772
43,HGS-TV,284884.0,ails2_etaMax1.000_stoppingTime432000.00,284882.0,2.0,406872.1509206295
44,ails2_etaMax1.000_stoppingTime432000.00,284882.0,HGS-TV,284880.0,2.0,410472.8470928669
45,HGS-TV,284880.0,HGS-TV,284879.0,1.0,428473.887267828
46,HGS-TV,284879.0,HGS-TV,284878.0,1.0,432074.5271053314
47,HGS-TV,284878.0,HGS-TV,284877.0,1.0,442876.3057522774
48,HGS-TV,284877.0,warm_start,284874.0,3.0,943367.0717344284
49,warm_start,284874.0,filo2,284873.0,1.0,946967.7701375484
