id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,97066.0,ails2_etaMax0.005_stoppingTime86400.00,97015.0,51.0,7201.068127632141
2,ails2_etaMax0.005_stoppingTime86400.00,97015.0,ails2_eoh_acc_large,96986.0,29.0,10801.827267408371
3,ails2_eoh_acc_large,96986.0,ails2_eoh_acc,96975.0,11.0,14402.327025651932
4,ails2_eoh_acc,96975.0,ails2_eoh_acc,96974.0,1.0,18002.90979218483
5,ails2_eoh_acc,96974.0,ails2_etaMax0.005_stoppingTime86400.00,96965.0,9.0,21603.38637137413
6,ails2_etaMax0.005_stoppingTime86400.00,96965.0,ails2_eoh_acc,96952.0,13.0,25204.01023030281
7,ails2_eoh_acc,96952.0,ails2_eoh_acc_large,96945.0,7.0,32404.54244160652
8,ails2_eoh_acc_large,96945.0,ails2_etaMax1.000_stoppingTime86400.00,96902.0,43.0,46805.34651732445
9,ails2_etaMax1.000_stoppingTime86400.00,96902.0,ails2_eoh_acc,96777.0,125.0,50406.24955320358
10,ails2_eoh_acc,96777.0,ails2_etaMax0.005_stoppingTime86400.00,96774.0,3.0,82807.50631761551
11,ails2_etaMax0.005_stoppingTime86400.00,96774.0,ails2_eoh_acc_large,96769.0,5.0,86408.45416474342
12,ails2_eoh_acc_large,96769.0,ails2_etaMax1.000_stoppingTime432000.00,96766.0,3.0,226811.93064808846
13,ails2_etaMax1.000_stoppingTime432000.00,96766.0,HGS-TV,96740.0,26.0,230412.13895082474
14,HGS-TV,96740.0,ails2_etaMax1.000_stoppingTime432000.00,96729.0,11.0,234012.4626982212
15,ails2_etaMax1.000_stoppingTime432000.00,96729.0,HGS-TV,96722.0,7.0,237613.01837444305
16,HGS-TV,96722.0,ails2_etaMax1.000_stoppingTime432000.00,96719.0,3.0,248413.53491044044
17,ails2_etaMax1.000_stoppingTime432000.00,96719.0,HGS-TV,96714.0,5.0,252014.03011393547
18,HGS-TV,96714.0,ails2_etaMax1.000_stoppingTime432000.00,96701.0,13.0,273614.8472766876
19,ails2_etaMax1.000_stoppingTime432000.00,96701.0,HGS-TV,96697.0,4.0,277215.39414429665
20,HGS-TV,96697.0,ails2_etaMax1.000_stoppingTime432000.00,96695.0,2.0,291615.87545084953
21,ails2_etaMax1.000_stoppingTime432000.00,96695.0,HGS-TV,96694.0,1.0,295216.367875576
22,HGS-TV,96694.0,ails2_etaMax0.010_stoppingTime432000.00,96692.0,2.0,550830.0392069817
23,ails2_etaMax0.010_stoppingTime432000.00,96692.0,HGS-TV,96691.0,1.0,554430.3757088184
