id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_omega2,906962.0,ails2_etaMax0.005_stoppingTime86400.00,906739.0,223.0,7202.219565629959
2,ails2_etaMax0.005_stoppingTime86400.00,906739.0,ails2_eoh_omega2,906659.0,80.0,10804.300893306732
3,ails2_eoh_omega2,906659.0,ails2_eoh_acc,906465.0,194.0,14406.716355085373
4,ails2_eoh_acc,906465.0,ails2_eoh_acc,906423.0,42.0,18008.51871395111
5,ails2_eoh_acc,906423.0,ails2_eoh_omega2,906379.0,44.0,21610.09301328659
6,ails2_eoh_omega2,906379.0,ails2_eoh_acc,906325.0,54.0,25212.156685352325
7,ails2_eoh_acc,906325.0,ails2_eoh_acc,906298.0,27.0,28813.822306871414
8,ails2_eoh_acc,906298.0,ails2_eoh_acc,906281.0,17.0,32415.648381471634
9,ails2_eoh_acc,906281.0,ails2_eoh_acc_large,906267.0,14.0,36017.36431646347
10,ails2_eoh_acc_large,906267.0,ails2_eoh_acc_large,906236.0,31.0,39619.13267302513
11,ails2_eoh_acc_large,906236.0,ails2_eoh_acc_large,906227.0,9.0,43220.66986823082
12,ails2_eoh_acc_large,906227.0,ails2_eoh_acc_large,906221.0,6.0,46822.496836185455
13,ails2_eoh_acc_large,906221.0,ails2_eoh_omega2,906215.0,6.0,50424.17563915253
14,ails2_eoh_omega2,906215.0,ails2_eoh_acc_large,906143.0,72.0,54026.404715299606
15,ails2_eoh_acc_large,906143.0,ails2_eoh_acc_large,906129.0,14.0,57628.14521861076
16,ails2_eoh_acc_large,906129.0,ails2_eoh_acc_large,906115.0,14.0,61230.03589653969
17,ails2_eoh_acc_large,906115.0,ails2_eoh_acc_large,906108.0,7.0,64831.709455013275
18,ails2_eoh_acc_large,906108.0,ails2_eoh_acc_large,906101.0,7.0,68433.5435628891
19,ails2_eoh_acc_large,906101.0,ails2_eoh_acc_large,906095.0,6.0,72035.20318603516
20,ails2_eoh_acc_large,906095.0,ails2_etaMax1.000_stoppingTime86400.00,906007.0,88.0,79237.0153157711
21,ails2_etaMax1.000_stoppingTime86400.00,906007.0,ails2_eoh_acc_large,905895.0,112.0,82839.00048518181
22,ails2_eoh_acc_large,905895.0,ails2_eoh_acc_large,905886.0,9.0,86440.81281805038
23,ails2_eoh_acc_large,905886.0,ails2_etaMax0.020_stoppingTime86400.00,905874.0,12.0,115242.92273497581
24,ails2_etaMax0.020_stoppingTime86400.00,905874.0,HGS-TV,905836.0,38.0,126044.37383365631
25,HGS-TV,905836.0,HGS-TV,905834.0,2.0,133245.15510988235
26,HGS-TV,905834.0,HGS-TV,905829.0,5.0,144046.30451393127
27,HGS-TV,905829.0,HGS-TV,905827.0,2.0,151247.32373571396
28,HGS-TV,905827.0,HGS-TV,905818.0,9.0,154848.3295712471
29,HGS-TV,905818.0,ails2_etaMax0.005_stoppingTime86400.00,905815.0,3.0,162049.55297136307
30,ails2_etaMax0.005_stoppingTime86400.00,905815.0,HGS-TV,905796.0,19.0,165650.75781941414
31,HGS-TV,905796.0,HGS-TV,905795.0,1.0,176452.99305033684
32,HGS-TV,905795.0,HGS-TV,905794.0,1.0,180053.8462483883
33,HGS-TV,905794.0,HGS-TV,905793.0,1.0,183654.74154925346
34,HGS-TV,905793.0,ails2_etaMax0.010_stoppingTime172800.00,905781.0,12.0,194457.7897040844
35,ails2_etaMax0.010_stoppingTime172800.00,905781.0,HGS-TV,905762.0,19.0,205261.67776536942
36,HGS-TV,905762.0,ails2_etaMax0.010_stoppingTime172800.00,905758.0,4.0,219665.963224411
37,ails2_etaMax0.010_stoppingTime172800.00,905758.0,ails2_etaMax0.010_stoppingTime172800.00,905756.0,2.0,223267.2944431305
38,ails2_etaMax0.010_stoppingTime172800.00,905756.0,ails2_etaMax0.010_stoppingTime172800.00,905750.0,6.0,237672.2499012947
39,ails2_etaMax0.010_stoppingTime172800.00,905750.0,ails2_etaMax0.010_stoppingTime172800.00,905745.0,5.0,241273.690418005
40,ails2_etaMax0.010_stoppingTime172800.00,905745.0,HGS-TV,905734.0,11.0,244874.96808171272
41,HGS-TV,905734.0,ails2_etaMax0.010_stoppingTime172800.00,905729.0,5.0,248476.10587239265
42,ails2_etaMax0.010_stoppingTime172800.00,905729.0,ails2_etaMax0.010_stoppingTime172800.00,905712.0,17.0,252077.34138131142
43,ails2_etaMax0.010_stoppingTime172800.00,905712.0,HGS-TV,905691.0,21.0,259280.0387187004
