id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,217695.0,ails2_eoh_acc_large,217468.0,227.0,7205.378434181213
2,ails2_eoh_acc_large,217468.0,ails2_eoh_acc_large,217455.0,13.0,10806.602620601654
3,ails2_eoh_acc_large,217455.0,ails2_eoh_acc_large,217452.0,3.0,14408.007756948471
4,ails2_eoh_acc_large,217452.0,ails2_eoh_acc_large,217438.0,14.0,18009.399401187897
5,ails2_eoh_acc_large,217438.0,ails2_eoh_acc,217423.0,15.0,21612.650673627853
6,ails2_eoh_acc,217423.0,ails2_eoh_acc_large,217418.0,5.0,25213.86601638794
7,ails2_eoh_acc_large,217418.0,ails2_eoh_acc_large,217412.0,6.0,28815.10315823555
8,ails2_eoh_acc_large,217412.0,ails2_etaMax1.000_stoppingTime86400.00,217366.0,46.0,32416.358089208603
9,ails2_etaMax1.000_stoppingTime86400.00,217366.0,ails2_eoh_acc_large,216922.0,444.0,36018.0017914772
10,ails2_eoh_acc_large,216922.0,ails2_eoh_acc,216895.0,27.0,39619.29129695892
11,ails2_eoh_acc,216895.0,ails2_eoh_acc_large,216884.0,11.0,43220.67505598068
12,ails2_eoh_acc_large,216884.0,ails2_eoh_acc,216866.0,18.0,46821.63769698143
13,ails2_eoh_acc,216866.0,HGS-TV,216863.0,3.0,50422.88151168823
14,HGS-TV,216863.0,ails2_etaMax1.000_stoppingTime86400.00,216846.0,17.0,54024.31409907341
15,ails2_etaMax1.000_stoppingTime86400.00,216846.0,ails2_eoh_acc,216783.0,63.0,57625.35902309418
16,ails2_eoh_acc,216783.0,ails2_eoh_acc_large,216777.0,6.0,61226.38369345665
17,ails2_eoh_acc_large,216777.0,ails2_etaMax1.000_stoppingTime86400.00,216773.0,4.0,68427.39498519897
18,ails2_etaMax1.000_stoppingTime86400.00,216773.0,ails2_etaMax1.000_stoppingTime86400.00,216772.0,1.0,75628.59114480019
19,ails2_etaMax1.000_stoppingTime86400.00,216772.0,ails2_etaMax1.000_stoppingTime432000.00,216765.0,7.0,262834.50790667534
20,ails2_etaMax1.000_stoppingTime432000.00,216765.0,HGS-TV,216749.0,16.0,266434.94614863396
21,HGS-TV,216749.0,HGS-TV,216742.0,7.0,270035.5401365757
22,HGS-TV,216742.0,HGS-TV,216738.0,4.0,273636.12181186676
23,HGS-TV,216738.0,HGS-TV,216733.0,5.0,277236.7377755642
24,HGS-TV,216733.0,HGS-TV,216731.0,2.0,280837.8460328579
25,HGS-TV,216731.0,ails2_etaMax1.000_stoppingTime432000.00,216728.0,3.0,327639.4781572819
26,ails2_etaMax1.000_stoppingTime432000.00,216728.0,HGS-TV,216726.0,2.0,331240.0750107765
27,HGS-TV,216726.0,HGS-TV,216725.0,1.0,334840.67075514793
28,HGS-TV,216725.0,HGS-TV,216723.0,2.0,338441.23517894745
29,HGS-TV,216723.0,ails2_etaMax0.010_stoppingTime432000.00,216720.0,3.0,727296.3284118176
30,ails2_etaMax0.010_stoppingTime432000.00,216720.0,HGS-TV,216719.0,1.0,730897.0042424202
