id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_acc_large,104940.0,ails2_etaMax0.005_stoppingTime86400.00,104812.0,128.0,7201.270017147064
2,ails2_etaMax0.005_stoppingTime86400.00,104812.0,ails2_etaMax0.020_stoppingTime86400.00,104798.0,14.0,10802.299977302551
3,ails2_etaMax0.020_stoppingTime86400.00,104798.0,ails2_eoh_acc,104792.0,6.0,14403.445899248123
4,ails2_eoh_acc,104792.0,ails2_etaMax0.005_stoppingTime86400.00,104789.0,3.0,18004.12161540985
5,ails2_etaMax0.005_stoppingTime86400.00,104789.0,HGS-TV,104788.0,1.0,21604.9935400486
6,HGS-TV,104788.0,ails2_etaMax1.000_stoppingTime86400.00,104723.0,65.0,28805.986716508865
7,ails2_etaMax1.000_stoppingTime86400.00,104723.0,ails2_etaMax0.020_stoppingTime86400.00,104505.0,218.0,32406.867299318314
8,ails2_etaMax0.020_stoppingTime86400.00,104505.0,ails2_etaMax0.005_stoppingTime86400.00,104493.0,12.0,36007.830733537674
9,ails2_etaMax0.005_stoppingTime86400.00,104493.0,ails2_eoh_acc_large,104467.0,26.0,39609.453820705414
10,ails2_eoh_acc_large,104467.0,ails2_eoh_acc_large,104462.0,5.0,43210.23902416229
11,ails2_eoh_acc_large,104462.0,ails2_etaMax0.020_stoppingTime86400.00,104461.0,1.0,57611.35416531563
12,ails2_etaMax0.020_stoppingTime86400.00,104461.0,ails2_eoh_acc_large,104458.0,3.0,61212.22572851181
13,ails2_eoh_acc_large,104458.0,ails2_etaMax0.020_stoppingTime86400.00,104455.0,3.0,90013.52776765823
14,ails2_etaMax0.020_stoppingTime86400.00,104455.0,ails2_etaMax0.005_stoppingTime86400.00,104454.0,1.0,93614.01060509682
15,ails2_etaMax0.005_stoppingTime86400.00,104454.0,ails2_etaMax1.000_stoppingTime432000.00,104453.0,1.0,259218.2742640972
16,ails2_etaMax1.000_stoppingTime432000.00,104453.0,ails2_etaMax0.005_stoppingTime86400.00,104446.0,7.0,262818.3947176933
17,ails2_etaMax0.005_stoppingTime86400.00,104446.0,ails2_etaMax0.005_stoppingTime86400.00,104441.0,5.0,266418.9543237686
18,ails2_etaMax0.005_stoppingTime86400.00,104441.0,filo2,104440.0,1.0,270019.4574458599
19,filo2,104440.0,ails2_etaMax0.020_stoppingTime86400.00,104438.0,2.0,295220.5650341511
20,ails2_etaMax0.020_stoppingTime86400.00,104438.0,HGS-TV,104436.0,2.0,298821.11647892
21,HGS-TV,104436.0,ails2_etaMax1.000_stoppingTime864000.00,104425.0,11.0,561640.9905662537
22,ails2_etaMax1.000_stoppingTime864000.00,104425.0,HGS-TV,104421.0,4.0,565241.5346207619
23,HGS-TV,104421.0,ails2_etaMax0.005_stoppingTime86400.00,104419.0,2.0,568842.065656662
24,ails2_etaMax0.005_stoppingTime86400.00,104419.0,HGS-TV,104416.0,3.0,572442.5948925018
