algo_name,seed_count
ails2_eoh_acc_large,4
ails2_etaMax0.005_stoppingTime86400.00,7
ails2_etaMax0.020_stoppingTime86400.00,5
ails2_eoh_acc,1
HGS-TV,4
ails2_etaMax1.000_stoppingTime86400.00,1
ails2_etaMax1.000_stoppingTime432000.00,1
filo2,1
ails2_etaMax1.000_stoppingTime864000.00,1
