algo_name,seed_count
ails2_etaMax0.020_stoppingTime86400.00,2
ails2_eoh_acc_large,19
ails2_etaMax0.010_stoppingTime432000.00,19
ails2_eoh_omega2,18
ails2_etaMax0.005_stoppingTime86400.00,2
HGS-TV,21
filo2,19
ails2_etaMax1.000_stoppingTime432000.00,5
