id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,337360.0,ails2_eoh_acc,337275.0,85.0,7203.508372783661
2,ails2_eoh_acc,337275.0,ails2_eoh_acc_large,337232.0,43.0,10805.383126974106
3,ails2_eoh_acc_large,337232.0,ails2_eoh_acc_large,337209.0,23.0,14406.755578279495
4,ails2_eoh_acc_large,337209.0,ails2_eoh_acc_large,337200.0,9.0,18008.329827308655
5,ails2_eoh_acc_large,337200.0,ails2_eoh_acc_large,337196.0,4.0,21609.591586589813
6,ails2_eoh_acc_large,337196.0,ails2_eoh_acc_large,337187.0,9.0,25211.08556818962
7,ails2_eoh_acc_large,337187.0,ails2_eoh_acc,337177.0,10.0,28812.95970058441
8,ails2_eoh_acc,337177.0,ails2_eoh_acc,337174.0,3.0,32414.117052078247
9,ails2_eoh_acc,337174.0,ails2_eoh_acc,337169.0,5.0,36015.42112541199
10,ails2_eoh_acc,337169.0,ails2_eoh_omega2,337161.0,8.0,39616.79167222977
11,ails2_eoh_omega2,337161.0,ails2_etaMax1.000_stoppingTime86400.00,337049.0,112.0,43218.24786186218
12,ails2_etaMax1.000_stoppingTime86400.00,337049.0,ails2_eoh_acc_large,336934.0,115.0,46819.8639922142
13,ails2_eoh_acc_large,336934.0,ails2_eoh_acc_large,336932.0,2.0,50421.0799779892
14,ails2_eoh_acc_large,336932.0,ails2_eoh_acc,336931.0,1.0,61222.482506513596
15,ails2_eoh_acc,336931.0,ails2_eoh_acc,336930.0,1.0,68423.40743422508
16,ails2_eoh_acc,336930.0,ails2_eoh_acc_large,336927.0,3.0,72024.4079504013
17,ails2_eoh_acc_large,336927.0,ails2_eoh_acc,336925.0,2.0,75625.36412143707
18,ails2_eoh_acc,336925.0,ails2_etaMax0.020_stoppingTime86400.00,336917.0,8.0,111627.05188536644
19,ails2_etaMax0.020_stoppingTime86400.00,336917.0,HGS-TV,336915.0,2.0,115227.66799521446
20,HGS-TV,336915.0,HGS-TV,336914.0,1.0,129628.47284173965
21,HGS-TV,336914.0,HGS-TV,336913.0,1.0,140429.274528265
22,HGS-TV,336913.0,ails2_etaMax0.005_stoppingTime86400.00,336912.0,1.0,176430.55737805367
23,ails2_etaMax0.005_stoppingTime86400.00,336912.0,ails2_etaMax0.020_stoppingTime86400.00,336910.0,2.0,180031.20765304565
24,ails2_etaMax0.020_stoppingTime86400.00,336910.0,HGS-TV,336909.0,1.0,190832.0505347252
25,HGS-TV,336909.0,ails2_etaMax0.005_stoppingTime86400.00,336907.0,2.0,234033.37291550636
26,ails2_etaMax0.005_stoppingTime86400.00,336907.0,ails2_etaMax0.005_stoppingTime86400.00,336906.0,1.0,277234.7785439491
27,ails2_etaMax0.005_stoppingTime86400.00,336906.0,ails2_etaMax1.000_stoppingTime432000.00,336905.0,1.0,280835.31490921974
28,ails2_etaMax1.000_stoppingTime432000.00,336905.0,HGS-TV,336897.0,8.0,284435.9121744633
29,HGS-TV,336897.0,ails2_etaMax1.000_stoppingTime432000.00,336896.0,1.0,295236.6020383835
30,ails2_etaMax1.000_stoppingTime432000.00,336896.0,ails2_etaMax1.000_stoppingTime432000.00,336895.0,1.0,298837.1981122494
31,ails2_etaMax1.000_stoppingTime432000.00,336895.0,ails2_etaMax1.000_stoppingTime432000.00,336894.0,1.0,302437.7954688072
32,ails2_etaMax1.000_stoppingTime432000.00,336894.0,ails2_etaMax1.000_stoppingTime432000.00,336892.0,2.0,309638.3574693203
33,ails2_etaMax1.000_stoppingTime432000.00,336892.0,ails2_etaMax0.020_stoppingTime86400.00,336891.0,1.0,345639.8784022331
34,ails2_etaMax0.020_stoppingTime86400.00,336891.0,HGS-TV,336890.0,1.0,349240.5279934406
35,HGS-TV,336890.0,HGS-TV,336889.0,1.0,352840.98394966125
36,HGS-TV,336889.0,HGS-TV,336888.0,1.0,363641.57062387466
37,HGS-TV,336888.0,HGS-TV,336887.0,1.0,378042.26284718513
38,HGS-TV,336887.0,ails2_etaMax0.005_stoppingTime86400.00,336886.0,1.0,428443.75434589386
39,ails2_etaMax0.005_stoppingTime86400.00,336886.0,ails2_etaMax0.005_stoppingTime86400.00,336885.0,1.0,450047.52638578415
40,ails2_etaMax0.005_stoppingTime86400.00,336885.0,ails2_etaMax1.000_stoppingTime864000.00,336882.0,3.0,550865.6010103226
41,ails2_etaMax1.000_stoppingTime864000.00,336882.0,ails2_etaMax1.000_stoppingTime864000.00,336878.0,4.0,554466.1864702702
42,ails2_etaMax1.000_stoppingTime864000.00,336878.0,HGS-TV,336876.0,2.0,558066.812674284
43,HGS-TV,336876.0,HGS-TV,336875.0,1.0,561667.4707839489
44,HGS-TV,336875.0,HGS-TV,336874.0,1.0,572469.2322509289
45,HGS-TV,336874.0,HGS-TV,336873.0,1.0,576070.0799045563
46,HGS-TV,336873.0,HGS-TV,336872.0,1.0,583271.0101072788
47,HGS-TV,336872.0,HGS-TV,336871.0,1.0,594072.7015616894
48,HGS-TV,336871.0,ails2_etaMax0.005_stoppingTime86400.00,336870.0,1.0,608474.9616210461
49,ails2_etaMax0.005_stoppingTime86400.00,336870.0,warm_start,336867.0,3.0,1029751.5737044811
