id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.005_stoppingTime86400.00,266804.0,ails2_eoh_acc_large,266723.0,81.0,7202.067938327789
2,ails2_eoh_acc_large,266723.0,ails2_eoh_acc,266691.0,32.0,10803.60928606987
3,ails2_eoh_acc,266691.0,ails2_eoh_acc,266687.0,4.0,14404.998510599136
4,ails2_eoh_acc,266687.0,ails2_eoh_acc,266677.0,10.0,18006.525935649872
5,ails2_eoh_acc,266677.0,ails2_eoh_acc,266670.0,7.0,21608.08561873436
6,ails2_eoh_acc,266670.0,ails2_eoh_acc_large,266669.0,1.0,25209.630434274673
7,ails2_eoh_acc_large,266669.0,ails2_etaMax0.010_stoppingTime172800.00,266653.0,16.0,28811.02238893509
8,ails2_etaMax0.010_stoppingTime172800.00,266653.0,ails2_eoh_acc_large,266631.0,22.0,32412.715030670166
9,ails2_eoh_acc_large,266631.0,ails2_etaMax0.010_stoppingTime172800.00,266625.0,6.0,36014.231612443924
10,ails2_etaMax0.010_stoppingTime172800.00,266625.0,ails2_eoh_acc_large,266610.0,15.0,39616.02922964096
11,ails2_eoh_acc_large,266610.0,ails2_eoh_acc_large,266606.0,4.0,43217.584495306015
12,ails2_eoh_acc_large,266606.0,ails2_eoh_acc,266603.0,3.0,50419.13614797592
13,ails2_eoh_acc,266603.0,ails2_eoh_acc_large,266602.0,1.0,61220.73799657822
14,ails2_eoh_acc_large,266602.0,ails2_etaMax0.010_stoppingTime172800.00,266600.0,2.0,72022.53066325188
15,ails2_etaMax0.010_stoppingTime172800.00,266600.0,ails2_eoh_acc_large,266593.0,7.0,75624.39445471764
16,ails2_eoh_acc_large,266593.0,ails2_eoh_acc_large,266592.0,1.0,79226.00756120682
17,ails2_eoh_acc_large,266592.0,ails2_eoh_acc_large,266591.0,1.0,82827.38538694382
18,ails2_eoh_acc_large,266591.0,ails2_etaMax0.010_stoppingTime172800.00,266588.0,3.0,86429.03700947762
19,ails2_etaMax0.010_stoppingTime172800.00,266588.0,ails2_etaMax0.010_stoppingTime172800.00,266582.0,6.0,90030.01705980301
20,ails2_etaMax0.010_stoppingTime172800.00,266582.0,ails2_etaMax0.010_stoppingTime172800.00,266581.0,1.0,97231.05682754517
21,ails2_etaMax0.010_stoppingTime172800.00,266581.0,ails2_etaMax0.010_stoppingTime172800.00,266580.0,1.0,100832.05012822151
22,ails2_etaMax0.010_stoppingTime172800.00,266580.0,ails2_etaMax0.010_stoppingTime172800.00,266577.0,3.0,108032.9192519188
23,ails2_etaMax0.010_stoppingTime172800.00,266577.0,ails2_etaMax0.010_stoppingTime172800.00,266575.0,2.0,115233.87835025787
24,ails2_etaMax0.010_stoppingTime172800.00,266575.0,ails2_etaMax0.010_stoppingTime172800.00,266574.0,1.0,118834.88786578178
25,ails2_etaMax0.010_stoppingTime172800.00,266574.0,HGS-TV,266572.0,2.0,136836.2478644848
26,HGS-TV,266572.0,HGS-TV,266571.0,1.0,154837.23362398148
27,HGS-TV,266571.0,HGS-TV,266570.0,1.0,169238.60906410217
28,HGS-TV,266570.0,ails2_etaMax0.010_stoppingTime172800.00,266561.0,9.0,259258.94525456429
