id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.005_stoppingTime86400.00,1203712.0,ails2_eoh_acc,1203683.0,29.0,7203.487781763077
2,ails2_eoh_acc,1203683.0,ails2_etaMax0.005_stoppingTime86400.00,1203667.0,16.0,10805.386766433716
3,ails2_etaMax0.005_stoppingTime86400.00,1203667.0,ails2_etaMax0.020_stoppingTime86400.00,1203639.0,28.0,14407.120238542557
4,ails2_etaMax0.020_stoppingTime86400.00,1203639.0,ails2_etaMax0.005_stoppingTime86400.00,1203624.0,15.0,18008.87841129303
5,ails2_etaMax0.005_stoppingTime86400.00,1203624.0,ails2_etaMax0.005_stoppingTime86400.00,1203620.0,4.0,21610.255783081055
6,ails2_etaMax0.005_stoppingTime86400.00,1203620.0,ails2_etaMax0.005_stoppingTime86400.00,1203619.0,1.0,25212.45153617859
7,ails2_etaMax0.005_stoppingTime86400.00,1203619.0,ails2_etaMax1.000_stoppingTime86400.00,1203615.0,4.0,43214.55425477028
8,ails2_etaMax1.000_stoppingTime86400.00,1203615.0,ails2_eoh_acc_large,1203572.0,43.0,46816.55869984627
9,ails2_eoh_acc_large,1203572.0,ails2_etaMax0.005_stoppingTime86400.00,1203569.0,3.0,50417.458565711975
10,ails2_etaMax0.005_stoppingTime86400.00,1203569.0,ails2_etaMax0.005_stoppingTime86400.00,1203568.0,1.0,54018.84561896324
11,ails2_etaMax0.005_stoppingTime86400.00,1203568.0,ails2_eoh_acc,1203564.0,4.0,57620.04724216461
12,ails2_eoh_acc,1203564.0,ails2_etaMax1.000_stoppingTime86400.00,1203563.0,1.0,72021.0944814682
13,ails2_etaMax1.000_stoppingTime86400.00,1203563.0,ails2_etaMax0.020_stoppingTime86400.00,1203562.0,1.0,97223.10244297981
14,ails2_etaMax0.020_stoppingTime86400.00,1203562.0,ails2_etaMax0.005_stoppingTime86400.00,1203560.0,2.0,100823.9505918026
15,ails2_etaMax0.005_stoppingTime86400.00,1203560.0,ails2_etaMax1.000_stoppingTime432000.00,1203557.0,3.0,248427.41910648346
16,ails2_etaMax1.000_stoppingTime432000.00,1203557.0,ails2_etaMax1.000_stoppingTime432000.00,1203556.0,1.0,259227.8475780487
17,ails2_etaMax1.000_stoppingTime432000.00,1203556.0,ails2_etaMax0.005_stoppingTime86400.00,1203555.0,1.0,316829.5034632683
18,ails2_etaMax0.005_stoppingTime86400.00,1203555.0,ails2_etaMax0.005_stoppingTime86400.00,1203554.0,1.0,331230.34393167496
19,ails2_etaMax0.005_stoppingTime86400.00,1203554.0,ails2_etaMax0.010_stoppingTime432000.00,1203552.0,2.0,442834.25108766556
20,ails2_etaMax0.010_stoppingTime432000.00,1203552.0,ails2_etaMax1.000_stoppingTime864000.00,1203547.0,5.0,457236.49329924583
21,ails2_etaMax1.000_stoppingTime864000.00,1203547.0,ails2_etaMax0.005_stoppingTime86400.00,1203535.0,12.0,460837.1189329624
22,ails2_etaMax0.005_stoppingTime86400.00,1203535.0,ails2_etaMax0.005_stoppingTime86400.00,1203534.0,1.0,464437.77119874954
23,ails2_etaMax0.005_stoppingTime86400.00,1203534.0,ails2_etaMax0.005_stoppingTime86400.00,1203529.0,5.0,468038.33736491203
24,ails2_etaMax0.005_stoppingTime86400.00,1203529.0,ails2_etaMax0.005_stoppingTime86400.00,1203528.0,1.0,619261.942876339
25,ails2_etaMax0.005_stoppingTime86400.00,1203528.0,ails2_etaMax0.005_stoppingTime86400.00,1203527.0,1.0,1080137.0173614025
