id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.005_stoppingTime86400.00,357089.0,ails2_eoh_acc,356938.0,151.0,7204.759983778
2,ails2_eoh_acc,356938.0,ails2_eoh_acc_large,356884.0,54.0,10806.937585830688
3,ails2_eoh_acc_large,356884.0,ails2_eoh_acc_large,356851.0,33.0,14408.788882255554
4,ails2_eoh_acc_large,356851.0,ails2_eoh_acc,356832.0,19.0,18010.265294075012
5,ails2_eoh_acc,356832.0,ails2_eoh_acc,356823.0,9.0,21611.57340812683
6,ails2_eoh_acc,356823.0,ails2_eoh_acc,356816.0,7.0,25212.98915553093
7,ails2_eoh_acc,356816.0,ails2_etaMax0.010_stoppingTime432000.00,356767.0,49.0,28814.393236637115
8,ails2_etaMax0.010_stoppingTime432000.00,356767.0,ails2_eoh_acc,356710.0,57.0,32415.893374443054
9,ails2_eoh_acc,356710.0,ails2_eoh_acc,356699.0,11.0,36016.858496427536
10,ails2_eoh_acc,356699.0,ails2_eoh_acc,356696.0,3.0,39617.997351169586
11,ails2_eoh_acc,356696.0,ails2_etaMax1.000_stoppingTime86400.00,356609.0,87.0,43219.19699263573
12,ails2_etaMax1.000_stoppingTime86400.00,356609.0,ails2_eoh_acc,356198.0,411.0,46820.4653980732
13,ails2_eoh_acc,356198.0,ails2_eoh_acc,356187.0,11.0,50421.58911156654
14,ails2_eoh_acc,356187.0,ails2_eoh_acc_large,356178.0,9.0,54022.72518801689
15,ails2_eoh_acc_large,356178.0,ails2_eoh_acc_large,356174.0,4.0,57623.697741508484
16,ails2_eoh_acc_large,356174.0,ails2_etaMax1.000_stoppingTime86400.00,356144.0,30.0,64824.789237737656
17,ails2_etaMax1.000_stoppingTime86400.00,356144.0,ails2_eoh_acc,356072.0,72.0,68425.8697347641
18,ails2_eoh_acc,356072.0,ails2_eoh_acc,356061.0,11.0,75626.70481586456
19,ails2_eoh_acc,356061.0,ails2_eoh_acc,356045.0,16.0,79227.73746466637
20,ails2_eoh_acc,356045.0,ails2_eoh_acc,356044.0,1.0,86428.64988660812
21,ails2_eoh_acc,356044.0,ails2_etaMax0.005_stoppingTime86400.00,356043.0,1.0,133230.21722340584
22,ails2_etaMax0.005_stoppingTime86400.00,356043.0,HGS-TV,356036.0,7.0,136830.80642652512
23,HGS-TV,356036.0,HGS-TV,356029.0,7.0,140431.31986141205
24,HGS-TV,356029.0,HGS-TV,356026.0,3.0,144031.8330295086
25,HGS-TV,356026.0,HGS-TV,356024.0,2.0,147632.38129925728
26,HGS-TV,356024.0,ails2_etaMax0.005_stoppingTime86400.00,356023.0,1.0,208834.14937734604
27,ails2_etaMax0.005_stoppingTime86400.00,356023.0,HGS-TV,356014.0,9.0,212434.75456166267
28,HGS-TV,356014.0,HGS-TV,356006.0,8.0,216035.22445821762
29,HGS-TV,356006.0,ails2_etaMax1.000_stoppingTime432000.00,355994.0,12.0,291637.0451083183
30,ails2_etaMax1.000_stoppingTime432000.00,355994.0,HGS-TV,355956.0,38.0,295237.686098814
31,HGS-TV,355956.0,HGS-TV,355946.0,10.0,298838.17906451225
32,HGS-TV,355946.0,HGS-TV,355939.0,7.0,302438.75283908844
33,HGS-TV,355939.0,HGS-TV,355938.0,1.0,306039.306851387
34,HGS-TV,355938.0,ails2_etaMax1.000_stoppingTime432000.00,355925.0,13.0,334840.34818935394
35,ails2_etaMax1.000_stoppingTime432000.00,355925.0,HGS-TV,355911.0,14.0,338440.8930039406
36,HGS-TV,355911.0,HGS-TV,355907.0,4.0,342041.3028845787
37,HGS-TV,355907.0,HGS-TV,355902.0,5.0,345641.8175690174
38,HGS-TV,355902.0,HGS-TV,355901.0,1.0,349242.3787522316
39,HGS-TV,355901.0,HGS-TV,355900.0,1.0,352842.8849527836
40,HGS-TV,355900.0,ails2_etaMax1.000_stoppingTime432000.00,355898.0,2.0,367243.6764719486
41,ails2_etaMax1.000_stoppingTime432000.00,355898.0,HGS-TV,355888.0,10.0,370844.24385261536
42,HGS-TV,355888.0,ails2_etaMax1.000_stoppingTime432000.00,355887.0,1.0,388845.02618312836
43,ails2_etaMax1.000_stoppingTime432000.00,355887.0,HGS-TV,355882.0,5.0,392445.66574931145
44,HGS-TV,355882.0,HGS-TV,355881.0,1.0,396046.22554683685
45,HGS-TV,355881.0,HGS-TV,355880.0,1.0,399646.65750432014
46,HGS-TV,355880.0,ails2_etaMax1.000_stoppingTime864000.00,355878.0,2.0,651677.5412375927
47,ails2_etaMax1.000_stoppingTime864000.00,355878.0,HGS-TV,355863.0,15.0,655278.1587738991
48,HGS-TV,355863.0,HGS-TV,355858.0,5.0,658878.702391386
49,HGS-TV,355858.0,HGS-TV,355855.0,3.0,662479.2670075893
50,HGS-TV,355855.0,HGS-TV,355854.0,1.0,669680.2523782253
51,HGS-TV,355854.0,HGS-TV,355853.0,1.0,673280.8177649975
52,HGS-TV,355853.0,HGS-TV,355851.0,2.0,676881.386680603
53,HGS-TV,355851.0,ails2_etaMax1.000_stoppingTime864000.00,355849.0,2.0,716486.9591751099
