algo_name,seed_count
ails2_etaMax0.020_stoppingTime86400.00,3
ails2_etaMax0.005_stoppingTime86400.00,1
ails2_eoh_acc_large,7
ails2_etaMax0.010_stoppingTime432000.00,22
filo2,6
ails2_eoh_omega2,22
HGS-TV,33
