algo_name,seed_count
ails2_etaMax0.020_stoppingTime86400.00,3
ails2_etaMax0.005_stoppingTime86400.00,5
HGS-TV,21
ails2_etaMax1.000_stoppingTime86400.00,4
ails2_eoh_acc_large,2
ails2_etaMax1.000_stoppingTime432000.00,6
ails2_etaMax1.000_stoppingTime864000.00,2
ails2_etaMax1.000_stoppingTime1728000.00,1
