id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_omega2,53137.0,ails2_etaMax0.020_stoppingTime86400.00,53077.0,60.0,7202.093881607056
2,ails2_etaMax0.020_stoppingTime86400.00,53077.0,ails2_etaMax0.005_stoppingTime86400.00,53058.0,19.0,10803.184574842453
3,ails2_etaMax0.005_stoppingTime86400.00,53058.0,HGS-TV,53047.0,11.0,14404.424621105194
4,HGS-TV,53047.0,ails2_eoh_acc_large,53045.0,2.0,18005.528873205185
5,ails2_eoh_acc_large,53045.0,ails2_eoh_acc_large,53044.0,1.0,21606.756333827972
6,ails2_eoh_acc_large,53044.0,HGS-TV,53043.0,1.0,25207.78568959236
7,HGS-TV,53043.0,ails2_eoh_acc_large,53037.0,6.0,28808.992586135864
8,ails2_eoh_acc_large,53037.0,ails2_etaMax1.000_stoppingTime86400.00,53033.0,4.0,54010.564618587494
9,ails2_etaMax1.000_stoppingTime86400.00,53033.0,ails2_eoh_acc,53023.0,10.0,57611.50464844704
10,ails2_eoh_acc,53023.0,ails2_etaMax1.000_stoppingTime86400.00,53016.0,7.0,61212.32073760033
11,ails2_etaMax1.000_stoppingTime86400.00,53016.0,HGS-TV,53014.0,2.0,64813.44724345207
12,HGS-TV,53014.0,ails2_eoh_acc_large,53013.0,1.0,68415.64093208313
13,ails2_eoh_acc_large,53013.0,ails2_etaMax0.020_stoppingTime86400.00,53012.0,1.0,118817.92864871025
14,ails2_etaMax0.020_stoppingTime86400.00,53012.0,HGS-TV,53011.0,1.0,435626.09798431396
15,HGS-TV,53011.0,ails2_etaMax1.000_stoppingTime864000.00,53010.0,1.0,561653.0041620731
16,ails2_etaMax1.000_stoppingTime864000.00,53010.0,HGS-TV,53006.0,4.0,565253.5932655334
17,HGS-TV,53006.0,HGS-TV,53005.0,1.0,568854.1023766994
