id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,612915.0,ails2_etaMax0.005_stoppingTime86400.00,612513.0,402.0,7204.454355716705
2,ails2_etaMax0.005_stoppingTime86400.00,612513.0,ails2_eoh_acc_large,612216.0,297.0,10808.871477603912
3,ails2_eoh_acc_large,612216.0,ails2_eoh_acc_large,612114.0,102.0,14411.378509998322
4,ails2_eoh_acc_large,612114.0,ails2_eoh_acc,612031.0,83.0,18013.685921430588
5,ails2_eoh_acc,612031.0,ails2_eoh_acc,611929.0,102.0,21615.911974191666
6,ails2_eoh_acc,611929.0,ails2_eoh_acc,611920.0,9.0,25218.65715098381
7,ails2_eoh_acc,611920.0,ails2_eoh_omega2,611852.0,68.0,28821.225164175034
8,ails2_eoh_omega2,611852.0,ails2_eoh_acc_large,611705.0,147.0,32424.28919863701
9,ails2_eoh_acc_large,611705.0,ails2_eoh_acc_large,611687.0,18.0,36026.93988275528
10,ails2_eoh_acc_large,611687.0,ails2_eoh_acc_large,611682.0,5.0,39629.821125507355
11,ails2_eoh_acc_large,611682.0,ails2_eoh_acc_large,611674.0,8.0,43232.074947834015
12,ails2_eoh_acc_large,611674.0,ails2_eoh_acc_large,611665.0,9.0,46835.08695220947
13,ails2_eoh_acc_large,611665.0,ails2_eoh_omega2,611651.0,14.0,50437.92648887634
14,ails2_eoh_omega2,611651.0,ails2_etaMax1.000_stoppingTime86400.00,611324.0,327.0,54040.69170022011
15,ails2_etaMax1.000_stoppingTime86400.00,611324.0,ails2_eoh_acc,610791.0,533.0,57642.83746218681
16,ails2_eoh_acc,610791.0,ails2_eoh_acc,610723.0,68.0,61245.30705785751
17,ails2_eoh_acc,610723.0,ails2_eoh_acc,610670.0,53.0,64846.689306497574
18,ails2_eoh_acc,610670.0,ails2_eoh_acc,610642.0,28.0,68448.05000710487
19,ails2_eoh_acc,610642.0,ails2_etaMax1.000_stoppingTime86400.00,610550.0,92.0,72049.53299570084
20,ails2_etaMax1.000_stoppingTime86400.00,610550.0,ails2_etaMax1.000_stoppingTime86400.00,610507.0,43.0,75651.25301790237
21,ails2_etaMax1.000_stoppingTime86400.00,610507.0,ails2_eoh_acc,610463.0,44.0,79253.04867506027
22,ails2_eoh_acc,610463.0,ails2_etaMax1.000_stoppingTime86400.00,610422.0,41.0,82854.40488624573
23,ails2_etaMax1.000_stoppingTime86400.00,610422.0,HGS-TV,610407.0,15.0,86456.31013727188
24,HGS-TV,610407.0,HGS-TV,610406.0,1.0,90057.14926743507
25,HGS-TV,610406.0,HGS-TV,610402.0,4.0,97258.04189133644
26,HGS-TV,610402.0,HGS-TV,610401.0,1.0,104458.81600117683
27,HGS-TV,610401.0,HGS-TV,610400.0,1.0,115259.68883538246
28,HGS-TV,610400.0,filo2,610399.0,1.0,118860.4301636219
29,filo2,610399.0,HGS-TV,610397.0,2.0,140461.86489510536
30,HGS-TV,610397.0,HGS-TV,610396.0,1.0,144062.6504600048
31,HGS-TV,610396.0,ails2_etaMax0.020_stoppingTime86400.00,610388.0,8.0,198064.6608402729
32,ails2_etaMax0.020_stoppingTime86400.00,610388.0,HGS-TV,610370.0,18.0,205265.56762051582
33,HGS-TV,610370.0,HGS-TV,610367.0,3.0,208866.20497369766
