96.7148;1049068.0000
96.9722;1043650.0000
97.1565;1039060.0000
97.2541;1037601.0000
97.4131;1033842.0000
97.6319;1031746.0000
98.0755;1031458.0000
98.2928;1031129.0000
98.5074;1030530.0000
98.6748;1029646.0000
98.8081;1028166.0000
99.3907;1026763.0000
99.6133;1025352.0000
99.9027;1024951.0000
103.8844;1024652.0000
103.9006;1024255.0000
103.9101;1024232.0000
103.9205;1024185.0000
103.9259;1024134.0000
103.9280;1024127.0000
103.9382;1023836.0000
103.9442;1023764.0000
103.9617;1023553.0000
104.0222;1023542.0000
104.0268;1023541.0000
104.0348;1023534.0000
104.0414;1023226.0000
104.0457;1023154.0000
104.0496;1023063.0000
104.0541;1022900.0000
104.0586;1022814.0000
104.1147;1022763.0000
104.1175;1022752.0000
104.1482;1022634.0000
104.1536;1022618.0000
104.1636;1022610.0000
104.1696;1022427.0000
104.1736;1022425.0000
104.1772;1022407.0000
104.1815;1022355.0000
104.1852;1022332.0000
104.1891;1022260.0000
104.1991;1022164.0000
104.2208;1022141.0000
104.2285;1022088.0000
104.2378;1021991.0000
104.2661;1021959.0000
104.2687;1021943.0000
104.2784;1021925.0000
104.2828;1021913.0000
104.3262;1021598.0000
104.3313;1021597.0000
104.3431;1021583.0000
104.3486;1021562.0000
104.3807;1021515.0000
104.3872;1021474.0000
104.3906;1021470.0000
104.3962;1021408.0000
104.3987;1021405.0000
104.4064;1021307.0000
104.4228;1021253.0000
104.4246;1021251.0000
104.4530;1021224.0000
104.5243;1021177.0000
104.5292;1021159.0000
104.5788;1021105.0000
104.6168;1021091.0000
104.6213;1021046.0000
104.6264;1021041.0000
104.6332;1020964.0000
104.6433;1020919.0000
104.6474;1020918.0000
104.7613;1020915.0000
104.8238;1020911.0000
104.8534;1020816.0000
104.8585;1020777.0000
104.8737;1020274.0000
104.9159;1020139.0000
104.9595;1020061.0000
104.9805;1020059.0000
105.0827;1020050.0000
105.0862;1020033.0000
105.1064;1019951.0000
105.1168;1019734.0000
105.1198;1019731.0000
105.1248;1019653.0000
105.1344;1019408.0000
105.1385;1019332.0000
105.1679;1019329.0000
105.1736;1019263.0000
105.1772;1019237.0000
105.1800;1019205.0000
105.2220;1019079.0000
105.2363;1019027.0000
105.3792;1019017.0000
105.3975;1018977.0000
105.4187;1018912.0000
105.4552;1018819.0000
105.4602;1018759.0000
105.5082;1018689.0000
105.5115;1018685.0000
105.5183;1018657.0000
105.5216;1018643.0000
105.5250;1018636.0000
105.5452;1018588.0000
105.5486;1018571.0000
105.5639;1018379.0000
105.5893;1018155.0000
105.6253;1017951.0000
105.6280;1017948.0000
105.6366;1017775.0000
105.6401;1017638.0000
105.6692;1017636.0000
105.6967;1017519.0000
105.7011;1017342.0000
105.7109;1017329.0000
105.7147;1017279.0000
105.7237;1017184.0000
105.7324;1016926.0000
105.7355;1016921.0000
105.8357;1016919.0000
105.8429;1016890.0000
105.8462;1016869.0000
105.8492;1016844.0000
105.8583;1016776.0000
105.8609;1016662.0000
105.8671;1016485.0000
105.8825;1015481.0000
105.9702;1015408.0000
105.9787;1015211.0000
105.9835;1015203.0000
105.9875;1015201.0000
105.9987;1015060.0000
106.0016;1015031.0000
106.0110;1014998.0000
106.0408;1014850.0000
106.0799;1014838.0000
106.0858;1014817.0000
106.0905;1014768.0000
107.6072;1014673.0000
107.6121;1014672.0000
107.6151;1014668.0000
107.6257;1014566.0000
107.6326;1014560.0000
107.6589;1014493.0000
107.6668;1014408.0000
107.7627;1014339.0000
107.7680;1014295.0000
107.7969;1014092.0000
107.8056;1014076.0000
107.8158;1014068.0000
107.8190;1014057.0000
107.8291;1013938.0000
107.8319;1013919.0000
107.8355;1013887.0000
107.8424;1013874.0000
108.0240;1013810.0000
108.0290;1013752.0000
108.0346;1013655.0000
108.0380;1013619.0000
108.0543;1013584.0000
108.0580;1013518.0000
108.0651;1013377.0000
108.0755;1013365.0000
108.0807;1013351.0000
108.0964;1013315.0000
108.1025;1013271.0000
108.1081;1013234.0000
108.1129;1013227.0000
108.5371;1013205.0000
108.5430;1013128.0000
108.5591;1013096.0000
108.5853;1013041.0000
108.5909;1013023.0000
108.6243;1013009.0000
108.6548;1012975.0000
108.6763;1012914.0000
108.7158;1012741.0000
108.8631;1012547.0000
108.8739;1012522.0000
109.4129;1012512.0000
109.4194;1012511.0000
109.4262;1012419.0000
109.4621;1012417.0000
109.4699;1012338.0000
109.6535;1012289.0000
109.6596;1012272.0000
109.6617;1012261.0000
109.7251;1012238.0000
109.7345;1012228.0000
109.7494;1012035.0000
109.7546;1012025.0000
109.7679;1011983.0000
109.9207;1011969.0000
109.9863;1011868.0000
109.9977;1011849.0000
110.0009;1011843.0000
110.0232;1011827.0000
110.0387;1011749.0000
110.4927;1011748.0000
110.5009;1011740.0000
110.5178;1011685.0000
110.7106;1011668.0000
110.7173;1011647.0000
110.7210;1011585.0000
110.7251;1011542.0000
111.1239;1011465.0000
111.1263;1011459.0000
111.1324;1011309.0000
111.1594;1011282.0000
111.1619;1011264.0000
111.3984;1011059.0000
111.4033;1010965.0000
111.4125;1010877.0000
111.4173;1010831.0000
111.7009;1010631.0000
111.7041;1010626.0000
111.7207;1010617.0000
111.9256;1010612.0000
111.9290;1010514.0000
111.9328;1010485.0000
111.9494;1010467.0000
111.9776;1010365.0000
112.0405;1010351.0000
112.0447;1010258.0000
112.0685;1010240.0000
112.0713;1010238.0000
112.0802;1010144.0000
112.0909;1010087.0000
112.4455;1009984.0000
112.4497;1009920.0000
112.4579;1009919.0000
112.4692;1009810.0000
112.4930;1009803.0000
112.5626;1009784.0000
113.2477;1009774.0000
113.2515;1009745.0000
113.2958;1009696.0000
113.3550;1009609.0000
113.4747;1009601.0000
113.5574;1009562.0000
113.8933;1009495.0000
113.8966;1009490.0000
113.9823;1009385.0000
113.9854;1009333.0000
113.9875;1009331.0000
114.0398;1009204.0000
114.0429;1009170.0000
114.0476;1009153.0000
114.0745;1009091.0000
114.1256;1008940.0000
114.1429;1008896.0000
114.1474;1008867.0000
114.1506;1008833.0000
114.1679;1008828.0000
114.2917;1008748.0000
114.2991;1008678.0000
114.3163;1008662.0000
114.3346;1008645.0000
114.6026;1008590.0000
114.6446;1008557.0000
114.6474;1008504.0000
114.9413;1008466.0000
114.9456;1008435.0000
114.9596;1008341.0000
115.1140;1008322.0000
115.1194;1008301.0000
115.3012;1008295.0000
115.3712;1008267.0000
115.4168;1008263.0000
115.4360;1008211.0000
115.6788;1008113.0000
115.6851;1008105.0000
115.7107;1008101.0000
115.7137;1008091.0000
115.7169;1008085.0000
115.7222;1007979.0000
115.7325;1007917.0000
115.7376;1007889.0000
115.7831;1007720.0000
116.2599;1007693.0000
117.3505;1007640.0000
117.3638;1007630.0000
117.4032;1007588.0000
117.5127;1007577.0000
117.5160;1007454.0000
117.5221;1007371.0000
128.0574;1007360.0000
128.0633;1007340.0000
128.3955;1007235.0000
128.4020;1007221.0000
130.7043;1007218.0000
130.7856;1007134.0000
130.7891;1007132.0000
130.7967;1007131.0000
130.7985;1007120.0000
130.8017;1007115.0000
130.8102;1007109.0000
130.8177;1007106.0000
130.8222;1007070.0000
130.8306;1007053.0000
130.8860;1007019.0000
131.0183;1007017.0000
131.0273;1007014.0000
131.0312;1007011.0000
131.0517;1007000.0000
131.0550;1006997.0000
131.0579;1006975.0000
131.0807;1006966.0000
131.0831;1006965.0000
131.0903;1006954.0000
131.1177;1006947.0000
131.1228;1006942.0000
131.1683;1006722.0000
131.1734;1006712.0000
131.3163;1006673.0000
131.3304;1006655.0000
131.3443;1006653.0000
131.5032;1006569.0000
131.5079;1006533.0000
131.5128;1006531.0000
131.5236;1006518.0000
141.9213;1006487.0000
142.0147;1006442.0000
142.0741;1006433.0000
142.0786;1006403.0000
142.2117;1006402.0000
142.2413;1006361.0000
142.2442;1006357.0000
142.2682;1006352.0000
142.2787;1006230.0000
142.2805;1006228.0000
142.2909;1006222.0000
143.2113;1006082.0000
143.5260;1006002.0000
143.7060;1005969.0000
143.7457;1005927.0000
143.7481;1005902.0000
143.7518;1005883.0000
158.6967;1005833.0000
158.7012;1005817.0000
158.7100;1005800.0000
158.7193;1005795.0000
162.5782;1005778.0000
162.7066;1005764.0000
162.7108;1005762.0000
162.7426;1005741.0000
162.7490;1005647.0000
164.2259;1005644.0000
164.2372;1005590.0000
164.2509;1005589.0000
164.2558;1005579.0000
164.2586;1005528.0000
164.2608;1005494.0000
164.4761;1005327.0000
164.5225;1005316.0000
165.2632;1005290.0000
165.2661;1005285.0000
165.2762;1005280.0000
167.7607;1005264.0000
167.7682;1005245.0000
167.7709;1005235.0000
167.7856;1005226.0000
167.7936;1005223.0000
167.7992;1005210.0000
167.8019;1005202.0000
167.8087;1005145.0000
172.2869;1005056.0000
172.2910;1005051.0000
174.3945;1005031.0000
174.4045;1005030.0000
174.4470;1004972.0000
215.3660;1004959.0000
217.3011;1004894.0000
217.3050;1004877.0000
217.4094;1004846.0000
217.5666;1004767.0000
220.1085;1004742.0000
220.1195;1004657.0000
220.1554;1004632.0000
220.2168;1004620.0000
220.2387;1004562.0000
220.7610;1004560.0000
221.0024;1004539.0000
221.0246;1004524.0000
221.1167;1004432.0000
221.1239;1004408.0000
221.1292;1004385.0000
221.3933;1004267.0000
221.4116;1004259.0000
221.4160;1004257.0000
221.6848;1004237.0000
347.7372;1004134.0000
347.7899;1004122.0000
347.9964;1004096.0000
348.9947;1004095.0000
349.5318;1004092.0000
349.7745;1004085.0000
350.0500;1004063.0000
351.6261;1003946.0000
