id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,408887.0,ails2_etaMax0.020_stoppingTime86400.00,408768.0,119.0,7202.851804494858
2,ails2_etaMax0.020_stoppingTime86400.00,408768.0,ails2_etaMax0.020_stoppingTime86400.00,408581.0,187.0,10804.248455047607
3,ails2_etaMax0.020_stoppingTime86400.00,408581.0,ails2_eoh_acc_large,408472.0,109.0,14405.75634765625
4,ails2_eoh_acc_large,408472.0,ails2_eoh_acc_large,408468.0,4.0,18006.914491653442
5,ails2_eoh_acc_large,408468.0,ails2_eoh_acc_large,408466.0,2.0,25209.620384931564
6,ails2_eoh_acc_large,408466.0,ails2_etaMax0.020_stoppingTime86400.00,408438.0,28.0,36010.967588186264
7,ails2_etaMax0.020_stoppingTime86400.00,408438.0,ails2_etaMax0.020_stoppingTime86400.00,408388.0,50.0,39612.57182645798
8,ails2_etaMax0.020_stoppingTime86400.00,408388.0,HGS-TV,408359.0,29.0,43214.14767026901
9,HGS-TV,408359.0,ails2_etaMax1.000_stoppingTime86400.00,408253.0,106.0,46815.189351797104
10,ails2_etaMax1.000_stoppingTime86400.00,408253.0,ails2_eoh_acc_large,407992.0,261.0,50417.07570409775
11,ails2_eoh_acc_large,407992.0,ails2_eoh_acc_large,407978.0,14.0,54018.4792137146
12,ails2_eoh_acc_large,407978.0,ails2_etaMax1.000_stoppingTime86400.00,407927.0,51.0,57619.49098920822
13,ails2_etaMax1.000_stoppingTime86400.00,407927.0,ails2_etaMax1.000_stoppingTime86400.00,407893.0,34.0,61220.62029981613
14,ails2_etaMax1.000_stoppingTime86400.00,407893.0,ails2_etaMax0.005_stoppingTime86400.00,407865.0,28.0,64821.81076455116
15,ails2_etaMax0.005_stoppingTime86400.00,407865.0,ails2_etaMax1.000_stoppingTime86400.00,407850.0,15.0,68422.95568609238
16,ails2_etaMax1.000_stoppingTime86400.00,407850.0,ails2_eoh_acc_large,407829.0,21.0,72024.14143061638
17,ails2_eoh_acc_large,407829.0,ails2_etaMax0.020_stoppingTime86400.00,407828.0,1.0,151227.14239025116
18,ails2_etaMax0.020_stoppingTime86400.00,407828.0,HGS-TV,407827.0,1.0,154827.71953248978
19,HGS-TV,407827.0,ails2_etaMax1.000_stoppingTime432000.00,407825.0,2.0,295231.45269703865
20,ails2_etaMax1.000_stoppingTime432000.00,407825.0,HGS-TV,407814.0,11.0,298831.7099633217
21,HGS-TV,407814.0,HGS-TV,407808.0,6.0,302432.34742093086
22,HGS-TV,407808.0,ails2_etaMax0.005_stoppingTime86400.00,407803.0,5.0,306032.9669454098
23,ails2_etaMax0.005_stoppingTime86400.00,407803.0,HGS-TV,407802.0,1.0,309633.5597612858
24,HGS-TV,407802.0,HGS-TV,407801.0,1.0,313234.105563879
25,HGS-TV,407801.0,HGS-TV,407799.0,2.0,320434.7772154808
26,HGS-TV,407799.0,ails2_etaMax1.000_stoppingTime432000.00,407797.0,2.0,331235.3997321129
27,ails2_etaMax1.000_stoppingTime432000.00,407797.0,HGS-TV,407795.0,2.0,334835.9642047882
28,HGS-TV,407795.0,ails2_etaMax1.000_stoppingTime432000.00,407785.0,10.0,338436.525591135
29,ails2_etaMax1.000_stoppingTime432000.00,407785.0,HGS-TV,407782.0,3.0,342037.1957921982
30,HGS-TV,407782.0,HGS-TV,407781.0,1.0,349237.9172887802
31,HGS-TV,407781.0,ails2_etaMax1.000_stoppingTime432000.00,407778.0,3.0,352839.33237314224
32,ails2_etaMax1.000_stoppingTime432000.00,407778.0,HGS-TV,407776.0,2.0,356439.9983794689
33,HGS-TV,407776.0,HGS-TV,407775.0,1.0,363640.629175663
34,HGS-TV,407775.0,ails2_etaMax1.000_stoppingTime432000.00,407774.0,1.0,392442.43367791176
35,ails2_etaMax1.000_stoppingTime432000.00,407774.0,ails2_etaMax1.000_stoppingTime864000.00,407764.0,10.0,586878.4234826565
36,ails2_etaMax1.000_stoppingTime864000.00,407764.0,ails2_etaMax0.005_stoppingTime86400.00,407721.0,43.0,590479.0461521149
37,ails2_etaMax0.005_stoppingTime86400.00,407721.0,HGS-TV,407719.0,2.0,594079.7088654041
38,HGS-TV,407719.0,HGS-TV,407717.0,2.0,597680.3070361614
39,HGS-TV,407717.0,HGS-TV,407716.0,1.0,601280.9076552391
40,HGS-TV,407716.0,ails2_etaMax1.000_stoppingTime864000.00,407713.0,3.0,705701.5585486889
41,ails2_etaMax1.000_stoppingTime864000.00,407713.0,HGS-TV,407712.0,1.0,709302.2697174549
42,HGS-TV,407712.0,HGS-TV,407708.0,4.0,712904.7863247395
43,HGS-TV,407708.0,HGS-TV,407705.0,3.0,720105.9906802177
44,HGS-TV,407705.0,ails2_etaMax1.000_stoppingTime864000.00,407703.0,2.0,806524.1305863857
45,ails2_etaMax1.000_stoppingTime864000.00,407703.0,HGS-TV,407702.0,1.0,810124.7694897652
46,HGS-TV,407702.0,HGS-TV,407701.0,1.0,813725.4342825413
47,HGS-TV,407701.0,HGS-TV,407700.0,1.0,820926.7784483433
48,HGS-TV,407700.0,warm_start,407695.0,5.0,1116188.523058176
