id,algo_name,score,runningtime
1,ails2_etaMax0.010_stoppingTime432000.00,411535.0,66.30822290039063
2,ails2_etaMax1.000_stoppingTime1728000.00,413272.0,60.30122290039063
3,ails2_etaMax1.000_stoppingTime432000.00,413171.0,46.034222900390624
4,ails2_eoh_omega2,412282.0,67.57822290039063
5,ails2_etaMax1.000_stoppingTime86400.00,413337.0,67.52122290039063
6,ails2_eoh_acc,411279.0,68.54822290039063
7,ails2_etaMax0.020_stoppingTime86400.00,411193.0,68.31522290039062
8,ails2_etaMax1.000_stoppingTime864000.00,413039.0,64.02222290039063
9,ails2_etaMax0.005_stoppingTime86400.00,411494.0,68.21422290039062
10,ails2_eoh_acc_large,411526.0,68.44122290039063
11,filo2,420501.0,111.19858026504517
12,ails2_etaMax0.010_stoppingTime432000.00,410849.0,126.33822290039062
13,ails2_etaMax1.000_stoppingTime432000.00,413103.0,76.00622290039063
14,ails2_etaMax1.000_stoppingTime1728000.00,412898.0,114.52522290039063
15,ails2_etaMax1.000_stoppingTime86400.00,413010.0,91.08622290039062
16,ails2_eoh_omega2,411425.0,128.55822290039063
17,ails2_etaMax1.000_stoppingTime864000.00,412939.0,88.78522290039062
18,ails2_etaMax0.020_stoppingTime86400.00,410635.0,126.54622290039063
19,ails2_etaMax0.005_stoppingTime86400.00,410502.0,128.06522290039064
20,ails2_eoh_acc,410824.0,127.84222290039062
21,ails2_eoh_acc_large,410766.0,126.95322290039063
22,filo2,419123.0,171.90020871162415
23,ails2_etaMax0.010_stoppingTime432000.00,410545.0,188.46422290039064
24,ails2_eoh_omega2,411070.0,189.52122290039063
25,ails2_etaMax1.000_stoppingTime86400.00,412989.0,158.10922290039062
26,ails2_etaMax0.020_stoppingTime86400.00,410415.0,188.90322290039063
27,ails2_eoh_acc,410542.0,188.9052229003906
28,ails2_etaMax0.005_stoppingTime86400.00,410282.0,190.32022290039063
29,ails2_eoh_acc_large,410376.0,190.42122290039063
30,ails2_etaMax1.000_stoppingTime864000.00,412938.0,209.33622290039062
31,ails2_etaMax1.000_stoppingTime432000.00,413101.0,217.86022290039062
32,filo2,418133.0,233.76618146896362
33,ails2_etaMax0.010_stoppingTime432000.00,410396.0,249.62022290039062
34,ails2_eoh_omega2,410902.0,248.28522290039064
35,ails2_etaMax1.000_stoppingTime86400.00,412812.0,242.46122290039062
36,ails2_etaMax0.020_stoppingTime86400.00,410305.0,247.6312229003906
37,ails2_eoh_acc_large,410124.0,246.82622290039063
38,ails2_eoh_acc,410431.0,250.05222290039063
39,ails2_etaMax0.005_stoppingTime86400.00,410081.0,251.34922290039063
40,ails2_etaMax1.000_stoppingTime1728000.00,412885.0,264.1942229003906
41,ails2_etaMax1.000_stoppingTime864000.00,412820.0,231.8282229003906
42,ails2_etaMax1.000_stoppingTime432000.00,412865.0,224.73422290039062
43,filo2,417562.0,294.03234672546387
44,ails2_etaMax0.010_stoppingTime432000.00,410235.0,306.1832229003906
45,ails2_eoh_omega2,410833.0,311.24122290039065
46,ails2_etaMax0.020_stoppingTime86400.00,410238.0,309.34722290039065
47,ails2_eoh_acc,410374.0,310.95522290039065
48,ails2_etaMax0.005_stoppingTime86400.00,409995.0,312.08522290039065
49,ails2_eoh_acc_large,410008.0,310.6272229003906
50,ails2_etaMax1.000_stoppingTime1728000.00,412775.0,264.57822290039064
51,ails2_etaMax1.000_stoppingTime432000.00,412689.0,297.1282229003906
52,filo2,417375.0,354.56532621383667
53,ails2_etaMax0.010_stoppingTime432000.00,410170.0,369.55622290039065
54,ails2_eoh_omega2,410713.0,372.5222229003906
55,ails2_eoh_acc,410329.0,367.61722290039063
56,ails2_eoh_acc_large,409893.0,371.33322290039064
57,ails2_etaMax0.005_stoppingTime86400.00,409974.0,373.6082229003906
58,ails2_etaMax0.020_stoppingTime86400.00,410197.0,360.77522290039065
59,filo2,416857.0,415.38817620277405
60,ails2_etaMax1.000_stoppingTime864000.00,412816.0,428.6712229003906
61,ails2_etaMax0.010_stoppingTime432000.00,410104.0,432.12622290039064
62,ails2_eoh_omega2,410641.0,432.7602229003906
63,ails2_eoh_acc_large,409813.0,432.6782229003906
64,ails2_etaMax0.020_stoppingTime86400.00,409998.0,434.21322290039063
65,ails2_etaMax0.005_stoppingTime86400.00,409951.0,407.30422290039064
66,ails2_eoh_acc,410248.0,431.72022290039064
