id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_acc,659370.0,ails2_eoh_acc,659335.0,35.0,7201.747297286987
2,ails2_eoh_acc,659335.0,ails2_eoh_acc,659311.0,24.0,10803.362065553665
3,ails2_eoh_acc,659311.0,ails2_eoh_acc,659298.0,13.0,14404.716886758804
4,ails2_eoh_acc,659298.0,ails2_eoh_acc,659289.0,9.0,18006.089231729507
5,ails2_eoh_acc,659289.0,ails2_eoh_acc,659281.0,8.0,21607.687336444855
6,ails2_eoh_acc,659281.0,ails2_eoh_acc_large,659278.0,3.0,25209.160964012146
7,ails2_eoh_acc_large,659278.0,ails2_eoh_acc_large,659271.0,7.0,28810.60129094124
8,ails2_eoh_acc_large,659271.0,ails2_eoh_acc_large,659270.0,1.0,32411.831304073334
9,ails2_eoh_acc_large,659270.0,ails2_eoh_acc_large,659269.0,1.0,36012.984860897064
10,ails2_eoh_acc_large,659269.0,ails2_eoh_acc_large,659265.0,4.0,39614.32113790512
11,ails2_eoh_acc_large,659265.0,ails2_eoh_acc_large,659262.0,3.0,43215.59937286377
12,ails2_eoh_acc_large,659262.0,ails2_eoh_acc_large,659259.0,3.0,46816.979595184326
13,ails2_eoh_acc_large,659259.0,ails2_eoh_acc_large,659258.0,1.0,50418.2768535614
14,ails2_eoh_acc_large,659258.0,ails2_eoh_acc_large,659256.0,2.0,54019.772424697876
15,ails2_eoh_acc_large,659256.0,ails2_eoh_acc_large,659254.0,2.0,57621.01662111282
16,ails2_eoh_acc_large,659254.0,ails2_eoh_acc_large,659253.0,1.0,61222.41129684448
17,ails2_eoh_acc_large,659253.0,ails2_eoh_acc_large,659248.0,5.0,64824.2483997345
18,ails2_eoh_acc_large,659248.0,ails2_eoh_acc_large,659246.0,2.0,68425.9199309349
19,ails2_eoh_acc_large,659246.0,ails2_eoh_acc_large,659245.0,1.0,72027.32964324951
20,ails2_eoh_acc_large,659245.0,ails2_etaMax0.010_stoppingTime172800.00,659233.0,12.0,75629.17726135254
21,ails2_etaMax0.010_stoppingTime172800.00,659233.0,ails2_eoh_acc,659222.0,11.0,79230.88622307777
22,ails2_eoh_acc,659222.0,ails2_eoh_acc,659216.0,6.0,82832.45965123177
23,ails2_eoh_acc,659216.0,ails2_etaMax0.010_stoppingTime172800.00,659211.0,5.0,86434.11624360085
24,ails2_etaMax0.010_stoppingTime172800.00,659211.0,ails2_etaMax0.010_stoppingTime172800.00,659210.0,1.0,90035.39580702782
25,ails2_etaMax0.010_stoppingTime172800.00,659210.0,ails2_etaMax0.010_stoppingTime172800.00,659208.0,2.0,100836.43438982964
26,ails2_etaMax0.010_stoppingTime172800.00,659208.0,ails2_etaMax0.010_stoppingTime172800.00,659199.0,9.0,104437.37884187698
27,ails2_etaMax0.010_stoppingTime172800.00,659199.0,ails2_etaMax0.010_stoppingTime172800.00,659192.0,7.0,108038.36391234398
28,ails2_etaMax0.010_stoppingTime172800.00,659192.0,ails2_etaMax0.010_stoppingTime172800.00,659190.0,2.0,111639.35046386719
29,ails2_etaMax0.010_stoppingTime172800.00,659190.0,ails2_etaMax0.010_stoppingTime172800.00,659187.0,3.0,115240.28811645508
30,ails2_etaMax0.010_stoppingTime172800.00,659187.0,ails2_etaMax0.010_stoppingTime172800.00,659186.0,1.0,118841.24949145317
31,ails2_etaMax0.010_stoppingTime172800.00,659186.0,ails2_etaMax0.010_stoppingTime172800.00,659181.0,5.0,122442.14169716835
32,ails2_etaMax0.010_stoppingTime172800.00,659181.0,ails2_etaMax0.010_stoppingTime172800.00,659178.0,3.0,126042.98728299141
33,ails2_etaMax0.010_stoppingTime172800.00,659178.0,ails2_etaMax0.010_stoppingTime172800.00,659176.0,2.0,129643.83520364761
34,ails2_etaMax0.010_stoppingTime172800.00,659176.0,HGS-TV,659175.0,1.0,140444.97383236885
35,HGS-TV,659175.0,ails2_etaMax0.010_stoppingTime172800.00,659173.0,2.0,144045.91501402855
36,ails2_etaMax0.010_stoppingTime172800.00,659173.0,ails2_etaMax0.010_stoppingTime172800.00,659172.0,1.0,147646.9429922104
37,ails2_etaMax0.010_stoppingTime172800.00,659172.0,ails2_etaMax0.010_stoppingTime172800.00,659169.0,3.0,172848.4332048893
