algo_name,seed_count
ails2_eoh_acc_large,2
ails2_eoh_acc,3
HGS-TV,12
ails2_etaMax0.005_stoppingTime86400.00,1
ails2_etaMax0.010_stoppingTime432000.00,1
ails2_etaMax1.000_stoppingTime864000.00,1
warm_start,1
ails2_etaMax1.000_stoppingTime1728000.00,1
