id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_omega2,163648.0,ails2_etaMax0.005_stoppingTime86400.00,163511.0,137.0,7201.901245594025
2,ails2_etaMax0.005_stoppingTime86400.00,163511.0,ails2_eoh_acc_large,163427.0,84.0,10803.207173109055
3,ails2_eoh_acc_large,163427.0,ails2_etaMax0.005_stoppingTime86400.00,163392.0,35.0,14404.406617641449
4,ails2_etaMax0.005_stoppingTime86400.00,163392.0,ails2_eoh_acc,163322.0,70.0,18005.572474002838
5,ails2_eoh_acc,163322.0,ails2_eoh_acc,163317.0,5.0,21606.564360380173
6,ails2_eoh_acc,163317.0,ails2_eoh_acc_large,163313.0,4.0,25207.77152276039
7,ails2_eoh_acc_large,163313.0,ails2_eoh_acc_large,163312.0,1.0,28808.568318605423
8,ails2_eoh_acc_large,163312.0,ails2_eoh_acc_large,163311.0,1.0,32409.387154340744
9,ails2_eoh_acc_large,163311.0,ails2_eoh_acc_large,163309.0,2.0,36010.30745983124
10,ails2_eoh_acc_large,163309.0,ails2_eoh_acc_large,163307.0,2.0,39611.16329455376
11,ails2_eoh_acc_large,163307.0,ails2_etaMax1.000_stoppingTime86400.00,163286.0,21.0,43212.10845541954
12,ails2_etaMax1.000_stoppingTime86400.00,163286.0,ails2_eoh_acc,162952.0,334.0,46813.25505566597
13,ails2_eoh_acc,162952.0,ails2_eoh_acc,162931.0,21.0,50414.14868021011
14,ails2_eoh_acc,162931.0,ails2_eoh_acc_large,162930.0,1.0,54015.06767654419
15,ails2_eoh_acc_large,162930.0,ails2_eoh_acc,162923.0,7.0,57616.06691455841
16,ails2_eoh_acc,162923.0,ails2_eoh_acc,162920.0,3.0,61217.14418506622
17,ails2_eoh_acc,162920.0,ails2_eoh_acc,162915.0,5.0,64818.36819314957
18,ails2_eoh_acc,162915.0,ails2_etaMax1.000_stoppingTime86400.00,162909.0,6.0,68419.36759305
19,ails2_etaMax1.000_stoppingTime86400.00,162909.0,ails2_eoh_acc_large,162879.0,30.0,72020.64367461205
20,ails2_eoh_acc_large,162879.0,ails2_eoh_acc,162870.0,9.0,75621.59676408768
21,ails2_eoh_acc,162870.0,ails2_eoh_acc,162863.0,7.0,79222.59930753708
22,ails2_eoh_acc,162863.0,HGS-TV,162862.0,1.0,97224.0769867897
23,HGS-TV,162862.0,ails2_etaMax0.020_stoppingTime86400.00,162861.0,1.0,151225.93543076515
24,ails2_etaMax0.020_stoppingTime86400.00,162861.0,HGS-TV,162860.0,1.0,158426.58855509758
25,HGS-TV,162860.0,HGS-TV,162855.0,5.0,162027.05592989922
26,HGS-TV,162855.0,HGS-TV,162854.0,1.0,165627.46308374405
27,HGS-TV,162854.0,HGS-TV,162853.0,1.0,169228.01115202904
28,HGS-TV,162853.0,HGS-TV,162852.0,1.0,176429.1520061493
29,HGS-TV,162852.0,ails2_etaMax1.000_stoppingTime432000.00,162849.0,3.0,306051.3125295639
30,ails2_etaMax1.000_stoppingTime432000.00,162849.0,HGS-TV,162840.0,9.0,309651.784781456
31,HGS-TV,162840.0,HGS-TV,162837.0,3.0,313252.2882845402
32,HGS-TV,162837.0,ails2_etaMax1.000_stoppingTime432000.00,162828.0,9.0,316852.84787273407
33,ails2_etaMax1.000_stoppingTime432000.00,162828.0,filo2,162827.0,1.0,320453.4162068367
34,filo2,162827.0,HGS-TV,162822.0,5.0,324053.93488383293
35,HGS-TV,162822.0,HGS-TV,162819.0,3.0,327654.393848896
36,HGS-TV,162819.0,HGS-TV,162813.0,6.0,331255.02996206284
37,HGS-TV,162813.0,HGS-TV,162809.0,4.0,334855.57205986977
38,HGS-TV,162809.0,HGS-TV,162804.0,5.0,338456.10842847824
39,HGS-TV,162804.0,filo2,162803.0,1.0,342056.5868809223
40,filo2,162803.0,warm_start,162791.0,12.0,360059.7281630039
41,warm_start,162791.0,ails2_etaMax1.000_stoppingTime432000.00,162789.0,2.0,381663.8854370117
42,ails2_etaMax1.000_stoppingTime432000.00,162789.0,ails2_etaMax1.000_stoppingTime432000.00,162788.0,1.0,399667.0919518471
43,ails2_etaMax1.000_stoppingTime432000.00,162788.0,filo2,162787.0,1.0,403267.7300424576
44,filo2,162787.0,ails2_etaMax1.000_stoppingTime432000.00,162780.0,7.0,428472.12881064415
45,ails2_etaMax1.000_stoppingTime432000.00,162780.0,warm_start,162779.0,1.0,446475.2106039524
46,warm_start,162779.0,ails2_etaMax0.010_stoppingTime172800.00,162776.0,3.0,457277.0807259083
47,ails2_etaMax0.010_stoppingTime172800.00,162776.0,ails2_etaMax0.010_stoppingTime172800.00,162775.0,1.0,468078.51231980324
48,ails2_etaMax0.010_stoppingTime172800.00,162775.0,ails2_etaMax0.010_stoppingTime172800.00,162774.0,1.0,471679.033408165
49,ails2_etaMax0.010_stoppingTime172800.00,162774.0,ails2_etaMax0.010_stoppingTime172800.00,162773.0,1.0,475279.5473101139
50,ails2_etaMax0.010_stoppingTime172800.00,162773.0,ails2_etaMax0.010_stoppingTime172800.00,162772.0,1.0,478880.02562093735
51,ails2_etaMax0.010_stoppingTime172800.00,162772.0,ails2_etaMax0.010_stoppingTime172800.00,162769.0,3.0,482480.5727415085
52,ails2_etaMax0.010_stoppingTime172800.00,162769.0,ails2_etaMax0.010_stoppingTime172800.00,162768.0,1.0,504083.7802231312
53,ails2_etaMax0.010_stoppingTime172800.00,162768.0,warm_start,162753.0,15.0,532889.8175644875
