id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,283768.0,ails2_eoh_acc,283637.0,131.0,7201.801133394241
2,ails2_eoh_acc,283637.0,ails2_eoh_acc,283629.0,8.0,10802.637937545776
3,ails2_eoh_acc,283629.0,ails2_etaMax0.005_stoppingTime86400.00,283622.0,7.0,14403.664601325989
4,ails2_etaMax0.005_stoppingTime86400.00,283622.0,ails2_eoh_acc_large,283547.0,75.0,18004.729276895523
5,ails2_eoh_acc_large,283547.0,ails2_eoh_acc_large,283532.0,15.0,21605.668920755386
6,ails2_eoh_acc_large,283532.0,ails2_eoh_acc_large,283530.0,2.0,25206.519407987595
7,ails2_eoh_acc_large,283530.0,ails2_etaMax0.005_stoppingTime86400.00,283526.0,4.0,32407.430574655533
8,ails2_etaMax0.005_stoppingTime86400.00,283526.0,ails2_eoh_acc_large,283478.0,48.0,36008.48128223419
9,ails2_eoh_acc_large,283478.0,ails2_eoh_acc_large,283477.0,1.0,39610.1330807209
10,ails2_eoh_acc_large,283477.0,ails2_eoh_acc_large,283464.0,13.0,43211.09700870514
11,ails2_eoh_acc_large,283464.0,ails2_eoh_acc,283463.0,1.0,46812.022048950195
12,ails2_eoh_acc,283463.0,ails2_eoh_acc,283454.0,9.0,50412.77685546875
13,ails2_eoh_acc,283454.0,ails2_etaMax1.000_stoppingTime86400.00,283389.0,65.0,61213.80916070938
14,ails2_etaMax1.000_stoppingTime86400.00,283389.0,ails2_eoh_acc_large,283307.0,82.0,64814.83722949028
15,ails2_eoh_acc_large,283307.0,ails2_eoh_acc,283297.0,10.0,68416.50099945068
16,ails2_eoh_acc,283297.0,ails2_etaMax1.000_stoppingTime432000.00,283294.0,3.0,331223.90733098984
17,ails2_etaMax1.000_stoppingTime432000.00,283294.0,HGS-TV,283281.0,13.0,334824.13150024414
18,HGS-TV,283281.0,HGS-TV,283276.0,5.0,338424.61265420914
19,HGS-TV,283276.0,ails2_etaMax1.000_stoppingTime432000.00,283272.0,4.0,352825.42187452316
20,ails2_etaMax1.000_stoppingTime432000.00,283272.0,HGS-TV,283269.0,3.0,356425.9496433735
21,HGS-TV,283269.0,HGS-TV,283265.0,4.0,360026.4634258747
22,HGS-TV,283265.0,HGS-TV,283263.0,2.0,363626.907586813
23,HGS-TV,283263.0,HGS-TV,283259.0,4.0,370827.52944493294
24,HGS-TV,283259.0,HGS-TV,283257.0,2.0,374428.0871539116
25,HGS-TV,283257.0,ails2_etaMax1.000_stoppingTime864000.00,283251.0,6.0,583249.5262351036
26,ails2_etaMax1.000_stoppingTime864000.00,283251.0,HGS-TV,283222.0,29.0,586850.0907628536
27,HGS-TV,283222.0,HGS-TV,283211.0,11.0,590450.5626282692
28,HGS-TV,283211.0,HGS-TV,283205.0,6.0,594051.1141023636
29,HGS-TV,283205.0,ails2_etaMax1.000_stoppingTime864000.00,283204.0,1.0,673261.6344571114
30,ails2_etaMax1.000_stoppingTime864000.00,283204.0,HGS-TV,283196.0,8.0,676862.1805198193
31,HGS-TV,283196.0,HGS-TV,283195.0,1.0,680462.6497957706
32,HGS-TV,283195.0,ails2_etaMax1.000_stoppingTime864000.00,283193.0,2.0,691263.9863162041
33,ails2_etaMax1.000_stoppingTime864000.00,283193.0,HGS-TV,283180.0,13.0,694864.5581040382
34,HGS-TV,283180.0,ails2_etaMax1.000_stoppingTime864000.00,283178.0,2.0,752472.3499577045
35,ails2_etaMax1.000_stoppingTime864000.00,283178.0,HGS-TV,283175.0,3.0,756072.8642117977
36,HGS-TV,283175.0,ails2_etaMax1.000_stoppingTime864000.00,283174.0,1.0,763273.9721679688
37,ails2_etaMax1.000_stoppingTime864000.00,283174.0,ails2_etaMax1.000_stoppingTime864000.00,283171.0,3.0,770475.0093488693
38,ails2_etaMax1.000_stoppingTime864000.00,283171.0,HGS-TV,283169.0,2.0,774075.5605862141
39,HGS-TV,283169.0,warm_start,283160.0,9.0,1116123.2623255253
40,warm_start,283160.0,HGS-TV,283158.0,2.0,1119723.8673489094
