id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_etaMax0.020_stoppingTime86400.00,233633.0,ails2_eoh_acc_large,233557.0,76.0,7201.510696649551
2,ails2_eoh_acc_large,233557.0,ails2_etaMax0.005_stoppingTime86400.00,233517.0,40.0,10802.315340995789
3,ails2_etaMax0.005_stoppingTime86400.00,233517.0,ails2_etaMax0.020_stoppingTime86400.00,233487.0,30.0,14403.302703619003
4,ails2_etaMax0.020_stoppingTime86400.00,233487.0,ails2_etaMax0.020_stoppingTime86400.00,233435.0,52.0,18004.197365760803
5,ails2_etaMax0.020_stoppingTime86400.00,233435.0,ails2_etaMax0.005_stoppingTime86400.00,233423.0,12.0,21605.234989643097
6,ails2_etaMax0.005_stoppingTime86400.00,233423.0,ails2_eoh_acc,233412.0,11.0,25206.20301103592
7,ails2_eoh_acc,233412.0,ails2_eoh_acc,233405.0,7.0,28806.946525335312
8,ails2_eoh_acc,233405.0,ails2_etaMax0.005_stoppingTime86400.00,233320.0,85.0,36007.863617658615
9,ails2_etaMax0.005_stoppingTime86400.00,233320.0,ails2_etaMax0.005_stoppingTime86400.00,233249.0,71.0,39609.83547997475
10,ails2_etaMax0.005_stoppingTime86400.00,233249.0,ails2_etaMax0.005_stoppingTime86400.00,233243.0,6.0,43211.05498290062
11,ails2_etaMax0.005_stoppingTime86400.00,233243.0,ails2_eoh_acc_large,233242.0,1.0,57612.38928604126
12,ails2_eoh_acc_large,233242.0,ails2_etaMax1.000_stoppingTime86400.00,233236.0,6.0,68413.38724923134
13,ails2_etaMax1.000_stoppingTime86400.00,233236.0,ails2_etaMax0.005_stoppingTime86400.00,233226.0,10.0,72014.3869357109
14,ails2_etaMax0.005_stoppingTime86400.00,233226.0,HGS-TV,233212.0,14.0,75615.24356484413
15,HGS-TV,233212.0,ails2_etaMax0.020_stoppingTime86400.00,233211.0,1.0,97216.60706329346
16,ails2_etaMax0.020_stoppingTime86400.00,233211.0,HGS-TV,233206.0,5.0,100817.30283617973
17,HGS-TV,233206.0,ails2_etaMax0.020_stoppingTime86400.00,233205.0,1.0,162019.26264166832
18,ails2_etaMax0.020_stoppingTime86400.00,233205.0,HGS-TV,233193.0,12.0,165619.78739190102
19,HGS-TV,233193.0,ails2_etaMax1.000_stoppingTime432000.00,233175.0,18.0,223221.79533052444
20,ails2_etaMax1.000_stoppingTime432000.00,233175.0,HGS-TV,233093.0,82.0,226822.33331990242
21,HGS-TV,233093.0,HGS-TV,233083.0,10.0,230422.8596892357
22,HGS-TV,233083.0,ails2_etaMax0.005_stoppingTime86400.00,233061.0,22.0,234023.35121512413
23,ails2_etaMax0.005_stoppingTime86400.00,233061.0,HGS-TV,233058.0,3.0,237623.88338565826
24,HGS-TV,233058.0,ails2_etaMax1.000_stoppingTime432000.00,233044.0,14.0,259224.8074235916
25,ails2_etaMax1.000_stoppingTime432000.00,233044.0,ails2_etaMax0.005_stoppingTime86400.00,232984.0,60.0,262825.29133939743
26,ails2_etaMax0.005_stoppingTime86400.00,232984.0,HGS-TV,232980.0,4.0,266425.85009646416
27,HGS-TV,232980.0,ails2_etaMax1.000_stoppingTime432000.00,232973.0,7.0,295226.9484283924
28,ails2_etaMax1.000_stoppingTime432000.00,232973.0,HGS-TV,232962.0,11.0,298827.47927236557
29,HGS-TV,232962.0,ails2_etaMax0.010_stoppingTime432000.00,232959.0,3.0,435631.5025765896
30,ails2_etaMax0.010_stoppingTime432000.00,232959.0,HGS-TV,232956.0,3.0,439232.0319159031
31,HGS-TV,232956.0,ails2_etaMax0.010_stoppingTime432000.00,232955.0,1.0,511241.2341349125
32,ails2_etaMax0.010_stoppingTime432000.00,232955.0,HGS-TV,232953.0,2.0,514841.76081442833
