id,seed_algo,seed_score,winner_algo,winner_score,improvement,recording_time
1,ails2_eoh_omega2,65485.0,ails2_eoh_acc_large,65408.0,77.0,7204.4810445308685
2,ails2_eoh_acc_large,65408.0,ails2_eoh_omega2,65390.0,18.0,10806.924900531769
3,ails2_eoh_omega2,65390.0,ails2_eoh_acc,65340.0,50.0,14409.973823547363
4,ails2_eoh_acc,65340.0,ails2_eoh_acc,65303.0,37.0,18012.63523554802
5,ails2_eoh_acc,65303.0,ails2_etaMax1.000_stoppingTime86400.00,65188.0,115.0,21614.980584144592
6,ails2_etaMax1.000_stoppingTime86400.00,65188.0,ails2_eoh_acc,64720.0,468.0,25217.906452417374
7,ails2_eoh_acc,64720.0,ails2_etaMax0.005_stoppingTime86400.00,64697.0,23.0,28820.29443860054
8,ails2_etaMax0.005_stoppingTime86400.00,64697.0,ails2_eoh_acc,64657.0,40.0,32423.230463027954
9,ails2_eoh_acc,64657.0,ails2_eoh_acc_large,64654.0,3.0,36025.09078001976
10,ails2_eoh_acc_large,64654.0,ails2_eoh_acc,64651.0,3.0,39627.3745970726
11,ails2_eoh_acc,64651.0,ails2_eoh_acc,64649.0,2.0,43229.92206978798
12,ails2_eoh_acc,64649.0,ails2_etaMax1.000_stoppingTime86400.00,64615.0,34.0,46831.9884622097
13,ails2_etaMax1.000_stoppingTime86400.00,64615.0,ails2_eoh_acc,64565.0,50.0,50434.56769943237
14,ails2_eoh_acc,64565.0,ails2_eoh_acc,64555.0,10.0,54036.5706923008
15,ails2_eoh_acc,64555.0,ails2_eoh_acc_large,64546.0,9.0,57638.31825566292
16,ails2_eoh_acc_large,64546.0,ails2_eoh_acc,64544.0,2.0,61240.486404657364
17,ails2_eoh_acc,64544.0,ails2_eoh_acc,64538.0,6.0,64841.55640769005
18,ails2_eoh_acc,64538.0,ails2_eoh_acc,64535.0,3.0,68442.54255104065
19,ails2_eoh_acc,64535.0,ails2_eoh_acc_large,64534.0,1.0,72043.58916664124
20,ails2_eoh_acc_large,64534.0,ails2_eoh_acc,64533.0,1.0,75644.69856715202
21,ails2_eoh_acc,64533.0,ails2_eoh_acc,64529.0,4.0,82845.82660317421
22,ails2_eoh_acc,64529.0,ails2_eoh_acc_large,64526.0,3.0,86446.87476992607
23,ails2_eoh_acc_large,64526.0,HGS-TV,64525.0,1.0,100847.79460716248
24,HGS-TV,64525.0,HGS-TV,64524.0,1.0,104448.47907137871
25,HGS-TV,64524.0,HGS-TV,64522.0,2.0,111649.09041786194
26,HGS-TV,64522.0,HGS-TV,64520.0,2.0,115249.69839787483
27,HGS-TV,64520.0,HGS-TV,64519.0,1.0,118850.33741259575
28,HGS-TV,64519.0,HGS-TV,64518.0,1.0,140451.35623526573
29,HGS-TV,64518.0,HGS-TV,64515.0,3.0,169252.73971891403
30,HGS-TV,64515.0,HGS-TV,64511.0,4.0,205254.1038019657
31,HGS-TV,64511.0,ails2_etaMax1.000_stoppingTime864000.00,64506.0,5.0,511268.33504629135
32,ails2_etaMax1.000_stoppingTime864000.00,64506.0,HGS-TV,64498.0,8.0,514868.8153927326
33,HGS-TV,64498.0,HGS-TV,64497.0,1.0,518469.44314932823
34,HGS-TV,64497.0,HGS-TV,64493.0,4.0,522070.03066301346
35,HGS-TV,64493.0,HGS-TV,64492.0,1.0,525670.541908741
36,HGS-TV,64492.0,HGS-TV,64491.0,1.0,529271.1213464737
37,HGS-TV,64491.0,HGS-TV,64489.0,2.0,532871.7389514446
38,HGS-TV,64489.0,HGS-TV,64488.0,1.0,536472.244549036
39,HGS-TV,64488.0,HGS-TV,64487.0,1.0,543673.4388558865
40,HGS-TV,64487.0,ails2_etaMax1.000_stoppingTime864000.00,64486.0,1.0,561676.5106155872
41,ails2_etaMax1.000_stoppingTime864000.00,64486.0,ails2_etaMax1.000_stoppingTime864000.00,64485.0,1.0,565277.2660226822
42,ails2_etaMax1.000_stoppingTime864000.00,64485.0,ails2_etaMax1.000_stoppingTime864000.00,64484.0,1.0,601284.4189469814
43,ails2_etaMax1.000_stoppingTime864000.00,64484.0,warm_start,64482.0,2.0,1029772.993021965
